"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Cedar",2011,1227,66,1105,1225,1366
"EF Lewis",2011,1578,531,808,1491,2836
"Salmon Creek",2011,1022,437,451,926,2136
"Washougal",2011,556,219,276,511,1116
"Lower Gorge",2011,523,178,283,490,957
"Duncan_Above Weir",2011,63,11,44,62,87
"Grays_Chinook",2012,881,292,455,831,1596
"Elochoman_Skamokawa",2012,865,253,461,836,1445
"Abernathy",2012,310,40,237,309,392
"Abernathy_Above AFTC",2012,211,65,110,203,360
"Mill",2012,156,71,60,144,317
"Germany",2012,154,78,54,139,348
"Coal",2012,163,229,18,107,643
"Upper Cowlitz and Cispus",2012,3817,82,3652,3818,3972
"Tilton",2012,4868,204,4436,4878,5238
"Lower Cowlitz",2012,2210,1241,868,1933,5344
"Delameter_Above Weir",2012,174,62,83,165,317
"Lacamas_Above Weir",2012,2711,3643,307,1779,10562
"Olequa_Above Weir",2012,1525,1029,468,1295,4037
"Ostrander_Above Weir",2012,131,77,36,115,321
"Green",2012,872,173,590,852,1260
"Upper NF Toutle",2012,137,12,115,137,161
"NF_MS Toutle",2012,910,446,386,806,2082
"SF Toutle",2012,2462,747,1395,2331,4242
"Coweeman",2012,3998,872,2618,3890,6011
"Kalama",2012,304,163,115,266,709
"Lower Lewis",2012,529,335,164,449,1370
"Upper NF Lewis",2012,166,13,141,166,192
"Cedar",2012,1216,131,985,1206,1495
"EF Lewis",2012,3712,1226,1993,3492,6567
"Salmon Creek",2012,1056,389,512,993,1979
"Washougal",2012,521,162,286,491,922
"Lower Gorge",2012,609,208,309,577,1112
"Duncan_Above Weir",2012,76,19,46,74,119
"Grays_Chinook",2013,2373,588,1511,2279,3755
"Elochoman_Skamokawa",2013,1517,365,926,1471,2349
"Abernathy",2013,465,59,362,461,593
"Abernathy_Above AFTC",2013,292,42,218,289,383
"Mill",2013,182,39,115,179,266
"Germany",2013,196,36,133,193,278
"Coal",2013,245,550,25,155,968
"Upper Cowlitz and Cispus",2013,5811,274,5224,5825,6309
"Tilton",2013,6386,262,5850,6395,6868
"Lower Cowlitz",2013,3194,1082,1587,3047,5706
"Delameter_Above Weir",2013,234,40,167,230,326
"Lacamas_Above Weir",2013,3277,2295,1030,2686,9123
"Olequa_Above Weir",2013,1419,361,856,1374,2282
"Ostrander_Above Weir",2013,156,48,85,148,270
"Green",2013,1456,312,992,1401,2204
"Upper NF Toutle",2013,365,19,329,365,402
"NF_MS Toutle",2013,1372,638,620,1221,2943
"SF Toutle",2013,3726,1149,2131,3502,6528
"Coweeman",2013,4885,962,3342,4773,7044
"Kalama",2013,424,217,165,375,958
"Lower Lewis",2013,761,466,243,653,1902
"Upper NF Lewis",2013,6964,85,6797,6963,7136
"Cedar",2013,1279,97,1102,1274,1481
"EF Lewis",2013,3300,1057,1809,3103,5925
"Salmon Creek",2013,1311,443,651,1248,2415
"Washougal",2013,789,251,426,746,1378
"Lower Gorge",2013,954,279,557,903,1657
"Duncan_Above Weir",2013,24,5,16,24,34
"Grays_Chinook",2014,4726,699,3700,4630,6361
"Elochoman_Skamokawa",2014,5916,1323,3888,5732,9065
"Abernathy",2014,1237,113,1027,1235,1466
"Abernathy_Above AFTC",2014,1011,78,868,1008,1170
"Mill",2014,1267,115,1060,1262,1509
"Germany",2014,681,74,545,678,837
"Coal",2014,796,1716,93,508,3092
"Upper Cowlitz and Cispus",2014,29413,322,28754,29425,30015
"Tilton",2014,13792,191,13409,13797,14156
"Lower Cowlitz",2014,6027,1963,3078,5768,10533
"Delameter_Above Weir",2014,776,53,677,774,885
"Lacamas_Above Weir",2014,11064,1057,9227,10998,13297
"Olequa_Above Weir",2014,8423,1084,6599,8330,10812
"Ostrander_Above Weir",2014,1052,106,862,1044,1278
"Green",2014,4240,806,2871,4153,6045
"Upper NF Toutle",2014,109,11,89,109,130
"NF_MS Toutle",2014,4220,1946,1920,3808,9183
"SF Toutle",2014,13386,4306,7572,12569,24139
"Coweeman",2014,9167,2085,5771,8898,13774
"Kalama",2014,1510,762,525,1336,3458
"Lower Lewis",2014,1991,1144,587,1748,4767
"Upper NF Lewis",2014,9002,97,8812,9004,9192
"Cedar",2014,9365,1518,6867,9221,12701
"EF Lewis",2014,6322,2157,3164,5982,11506
"Salmon Creek",2014,3876,1392,1773,3674,7152
"Washougal",2014,3220,1219,1413,3010,6069
"Lower Gorge",2014,2770,963,1154,2667,4979
"Duncan_Above Weir",2014,51,7,38,50,65
"Grays_Chinook",2015,667,183,426,629,1109
"Elochoman_Skamokawa",2015,666,206,339,642,1128
"Abernathy",2015,303,43,230,299,398
"Abernathy_Above AFTC",2015,176,25,133,174,231
"Mill",2015,260,41,189,257,349
"Germany",2015,189,34,132,186,264
"Coal",2015,126,341,17,84,455
"Upper Cowlitz and Cispus",2015,1296,49,1195,1299,1387
"Tilton",2015,2887,107,2664,2892,3078
"Lower Cowlitz",2015,1220,365,719,1151,2100
"Delameter_Above Weir",2015,122,18,91,121,161
"Lacamas_Above Weir",2015,882,349,442,813,1747
"Olequa_Above Weir",2015,624,206,329,589,1128
"Ostrander_Above Weir",2015,130,23,90,128,180
"Green",2015,800,185,510,777,1225
"Upper NF Toutle",2015,85,9,68,84,104
"NF_MS Toutle",2015,1319,744,540,1157,3099
"SF Toutle",2015,3528,1132,1913,3340,6304
"Coweeman",2015,1654,408,1001,1604,2540
"Kalama",2015,249,126,91,222,570
"Lower Lewis",2015,298,199,80,253,784
"Upper NF Lewis",2015,3725,61,3608,3725,3843
"Cedar",2015,823,157,581,800,1191
"EF Lewis",2015,764,311,319,707,1508
"Salmon Creek",2015,753,268,365,712,1393
"Washougal",2015,440,175,192,412,859
"Lower Gorge",2015,463,138,263,439,800
"Duncan_Above Weir",2015,11,3,6,11,18
"Grays_Chinook",2016,1626,344,1124,1571,2452
"Elochoman_Skamokawa",2016,1424,391,794,1384,2317
"Abernathy",2016,645,66,525,641,784
"Abernathy_Above AFTC",2016,362,30,308,361,424
"Mill",2016,455,54,358,453,568
"Germany",2016,292,41,218,290,379
"Coal",2016,238,304,44,179,770
"Upper Cowlitz and Cispus",2016,9721,258,9168,9728,10185
"Tilton",2016,6883,250,6355,6896,7340
"Lower Cowlitz",2016,2519,730,1497,2389,4324
"Delameter_Above Weir",2016,217,30,166,215,283
"Lacamas_Above Weir",2016,1006,217,668,977,1501
"Olequa_Above Weir",2016,1342,538,626,1235,2679
"Ostrander_Above Weir",2016,218,27,169,216,277
"Green",2016,3450,663,2301,3384,4898
"Upper NF Toutle",2016,531,23,488,531,576
"NF_MS Toutle",2016,1307,742,488,1129,3143
"SF Toutle",2016,3759,1159,2123,3568,6576
"Coweeman",2016,4096,826,2749,4020,6006
"Kalama",2016,231,125,92,201,560
"Lower Lewis",2016,754,431,270,652,1823
"Upper NF Lewis",2016,6807,82,6646,6808,6972
"Cedar",2016,2327,563,1467,2243,3677
"EF Lewis",2016,2225,951,941,2049,4467
"Salmon Creek",2016,1668,553,886,1569,3054
"Washougal",2016,1224,424,596,1161,2230
"Lower Gorge",2016,890,272,509,844,1548
"Duncan_Above Weir",2016,16,4,10,15,25
"Grays_Chinook",2017,1387,370,880,1315,2276
"Elochoman_Skamokawa",2017,1462,363,911,1412,2332
"Abernathy",2017,378,49,288,376,480
"Abernathy_Above AFTC",2017,216,20,180,215,258
"Mill",2017,369,50,279,367,473
"Germany",2017,249,39,181,247,330
"Coal",2017,151,107,43,128,390
"Upper Cowlitz and Cispus",2017,11612,200,11193,11625,11973
"Tilton",2017,10393,181,10017,10400,10726
"Lower Cowlitz",2017,2633,1044,1373,2405,5315
"Delameter_Above Weir",2017,120,22,82,119,166
"Lacamas_Above Weir",2017,534,148,312,512,872
"Olequa_Above Weir",2017,655,282,274,605,1339
"Ostrander_Above Weir",2017,185,29,136,183,247
"Green",2017,802,168,512,788,1185
"Upper NF Toutle",2017,39,6,28,39,52
"NF_MS Toutle",2017,670,586,156,527,2087
"SF Toutle",2017,1531,518,672,1481,2656
"Coweeman",2017,3184,714,2070,3093,4898
"Kalama",2017,191,139,60,155,546
"Lower Lewis",2017,550,306,208,471,1375
"Upper NF Lewis",2017,6750,81,6592,6750,6913
"Cedar",2017,2565,615,1614,2482,4028
"EF Lewis",2017,2646,765,1494,2530,4500
"Salmon Creek",2017,1568,587,821,1451,3021
"Washougal",2017,1219,405,631,1150,2204
"Lower Gorge",2017,680,225,335,648,1185
"Duncan_Above Weir",2017,25,8,13,24,45
"Grays_Chinook",2018,1520,419,934,1442,2564
"Elochoman_Skamokawa",2018,2194,553,1362,2105,3539
"Abernathy",2018,454,60,346,450,579
"Abernathy_Above AFTC",2018,235,33,176,234,303
"Mill",2018,329,49,240,326,430
"Germany",2018,438,63,327,434,575
"Coal",2018,148,32,95,145,220
"Upper Cowlitz and Cispus",2018,5962,112,5730,5966,6168
"Tilton",2018,4414,134,4123,4424,4647
"Lower Cowlitz",2018,1747,584,922,1638,3205
"Delameter_Above Weir",2018,150,21,116,149,197
"Lacamas_Above Weir",2018,557,87,419,547,750
"Olequa_Above Weir",2018,770,242,440,721,1359
"Ostrander_Above Weir",2018,117,24,76,116,171
"Green",2018,932,191,624,907,1378
"Upper NF Toutle",2018,3,2,1,3,7
"NF_MS Toutle",2018,593,453,155,479,1706
"SF Toutle",2018,1432,489,648,1375,2568
"Coweeman",2018,4131,934,2668,3992,6292
"Kalama",2018,269,129,123,240,594
"Lower Lewis",2018,712,496,226,596,1891
"Upper NF Lewis",2018,6661,83,6501,6660,6826
"Cedar",2018,4286,1538,2293,4011,7932
"EF Lewis",2018,2001,577,1145,1900,3426
"Salmon Creek",2018,1560,539,857,1455,2905
"Washougal",2018,1088,395,548,1016,2042
"Lower Gorge",2018,816,260,454,769,1464
"Duncan_Above Weir",2018,14,4,7,13,23
"Grays_Chinook",2019,1908,543,1205,1808,3258
"Elochoman_Skamokawa",2019,3118,720,2021,3025,4779
"Abernathy",2019,1198,115,987,1191,1443
"Abernathy_Above AFTC",2019,634,60,526,631,761
"Mill",2019,580,68,458,577,720
"Germany",2019,462,58,359,459,578
"Coal",2019,216,38,151,214,296
"Upper Cowlitz and Cispus",2019,9697,170,9341,9703,10012
"Tilton",2019,7173,189,6765,7185,7516
"Lower Cowlitz",2019,2654,740,1614,2522,4529
"Delameter_Above Weir",2019,195,32,140,193,264
"Lacamas_Above Weir",2019,219,29,172,215,286
"Olequa_Above Weir",2019,501,102,360,482,756
"Ostrander_Above Weir",2019,190,30,139,188,256
"Green",2019,1573,300,1088,1540,2259
"Upper NF Toutle",2019,458,21,418,458,501
"NF_MS Toutle",2019,905,503,308,788,2224
"SF Toutle",2019,2748,781,1582,2636,4553
"Coweeman",2019,4741,1041,3037,4616,7101
"Kalama",2019,335,219,120,275,891
"Lower Lewis",2019,728,522,186,599,2087
"Upper NF Lewis",2019,5319,73,5177,5319,5459
"Cedar",2019,3738,1422,1805,3484,7274
"EF Lewis",2019,2667,757,1537,2558,4528
"Salmon Creek",2019,2068,682,1138,1942,3708
"Washougal",2019,1374,431,743,1308,2366
"Lower Gorge",2019,1636,480,992,1539,2875
"Duncan_Above Weir",2019,58,8,44,57,74
"Grays_Chinook",2020,1818,490,1153,1722,3041
"Elochoman_Skamokawa",2020,2688,635,1709,2594,4136
"Abernathy",2020,867,117,661,858,1125
"Abernathy_Above AFTC",2020,612,82,469,605,786
"Mill",2020,624,87,476,617,814
"Germany",2020,405,63,299,399,546
"Coal",2020,218,40,151,215,304
"Upper Cowlitz and Cispus",2020,21229,237,20751,21234,21662
"Tilton",2020,13208,277,12621,13227,13712
"Lower Cowlitz",2020,2473,773,1273,2385,4230
"Delameter_Above Weir",2020,291,45,214,287,387
"Lacamas_Above Weir",2020,932,202,618,905,1408
"Olequa_Above Weir",2020,1338,402,758,1268,2327
"Ostrander_Above Weir",2020,356,61,253,350,490
"Green",2020,1838,358,1257,1799,2658
"Upper NF Toutle",2020,75,9,59,75,94
"NF_MS Toutle",2020,736,360,281,665,1579
"SF Toutle",2020,2804,837,1544,2689,4808
"Coweeman",2020,5758,1221,3745,5644,8561
"Kalama",2020,1012,438,464,918,2089
"Lower Lewis",2020,974,789,247,757,2976
"Upper NF Lewis",2020,9311,96,9124,9312,9498
"Cedar",2020,7288,1818,4437,7034,11483
"EF Lewis",2020,2680,833,1412,2570,4657
"Salmon Creek",2020,2079,673,1086,1980,3665
"Washougal",2020,2444,722,1408,2323,4175
"Lower Gorge",2020,1353,423,701,1291,2389
"Duncan_Above Weir",2020,28,8,17,27,46
"Grays_Chinook",2021,2766,516,2007,2675,4008
"Elochoman_Skamokawa",2021,3336,734,2197,3238,5052
"Abernathy",2021,989,114,787,983,1226
"Abernathy_Above AFTC",2021,689,81,540,684,863
"Mill",2021,566,75,431,562,720
"Germany",2021,295,49,209,292,402
"Coal",2021,248,47,165,246,346
"Upper Cowlitz and Cispus",2021,29360,288,28756,29369,29887
"Tilton",2021,14933,463,13958,14961,15783
"Lower Cowlitz",2021,2663,641,1669,2578,4119
"Delameter_Above Weir",2021,294,52,203,291,407
"Lacamas_Above Weir",2021,1253,246,872,1217,1827
"Olequa_Above Weir",2021,2553,939,1321,2359,4907
"Ostrander_Above Weir",2021,459,67,342,454,605
"Green",2021,1941,427,1313,1865,2957
"Upper NF Toutle",2021,59,8,45,58,74
"NF_MS Toutle",2021,840,431,339,749,1879
"SF Toutle",2021,3116,881,1841,2982,5133
"Coweeman",2021,6245,1314,4147,6068,9345
"Kalama",2021,971,519,403,858,2255
"Lower Lewis",2021,1179,836,354,958,3293
"Upper NF Lewis",2021,8978,97,8793,8977,9168
"Cedar",2021,3043,914,1723,2897,5272
"EF Lewis",2021,5080,1387,3065,4858,8411
"Salmon Creek",2021,1806,536,995,1726,3078
"Washougal",2021,1012,300,558,967,1737
"Lower Gorge",2021,1463,469,849,1378,2596
"Duncan_Above Weir",2021,78,9,61,77,96
"Grays_Chinook",2022,1829,451,1191,1753,2905
"Elochoman_Skamokawa",2022,1354,382,786,1296,2257
"Abernathy",2022,1277,155,1005,1264,1610
"Abernathy_Above AFTC",2022,880,107,689,872,1103
"Mill",2022,748,98,577,739,957
"Germany",2022,613,85,466,606,802
"Coal",2022,551,86,401,546,737
"Upper Cowlitz and Cispus",2022,23377,305,22740,23390,23949
"Tilton",2022,16269,420,15399,16291,17020
"Lower Cowlitz",2022,2632,566,1826,2534,4027
"Delameter_Above Weir",2022,357,52,266,352,474
"Lacamas_Above Weir",2022,407,106,244,395,657
"Olequa_Above Weir",2022,1750,669,805,1630,3373
"Ostrander_Above Weir",2022,420,66,304,414,566
"Green",2022,1775,390,1133,1736,2673
"Upper NF Toutle",2022,504,23,462,504,551
"NF_MS Toutle",2022,812,488,263,697,2052
"SF Toutle",2022,2407,778,1190,2320,4206
"Coweeman",2022,4792,1007,3211,4660,7107
"Kalama",2022,567,229,271,520,1158
"Lower Lewis",2022,2207,1718,620,1770,6486
"Upper NF Lewis",2022,9152,98,8960,9154,9342
"Cedar",2022,2854,355,2261,2823,3618
"EF Lewis",2022,3736,985,2272,3588,6083
"Salmon Creek",2022,1531,490,760,1468,2691
"Washougal",2022,1406,397,830,1348,2344
"Lower Gorge",2022,1704,501,1025,1597,2973
"Duncan_Above Weir",2022,60,9,46,60,79
"Grays_Chinook",2023,1526,390,947,1464,2448
"Elochoman_Skamokawa",2023,2028,430,1351,1968,3018
"Abernathy",2023,1377,152,1104,1365,1708
"Abernathy_Above AFTC",2023,928,107,741,924,1159
"Mill",2023,934,109,743,927,1172
"Germany",2023,729,93,569,723,933
"Coal",2023,269,47,188,266,373
"Upper Cowlitz and Cispus",2023,13058,534,11795,13159,13819
"Tilton",2023,8198,963,5921,8328,9659
"Lower Cowlitz",2023,2523,627,1633,2412,4105
"Delameter_Above Weir",2023,439,61,337,434,572
"Lacamas_Above Weir",2023,1252,166,985,1231,1638
"Olequa_Above Weir",2023,2438,726,1357,2334,4196
"Ostrander_Above Weir",2023,834,111,642,826,1070
"Green",2023,1646,370,1019,1608,2468
"Upper NF Toutle",2023,316,18,283,315,352
"NF_MS Toutle",2023,735,419,209,645,1776
"SF Toutle",2023,2531,763,1389,2407,4332
"Coweeman",2023,3457,715,2298,3384,5084
"Kalama",2023,496,205,232,454,1010
"Lower Lewis",2023,3686,4412,532,2422,15950
"Upper NF Lewis",2023,8426,93,8244,8425,8610
"Cedar",2023,1636,266,1219,1604,2248
"EF Lewis",2023,2272,728,1193,2169,4002
"Salmon Creek",2023,1306,535,471,1238,2541
"Washougal",2023,904,312,430,864,1639
"Lower Gorge",2023,1189,439,526,1130,2264
"Duncan_Above Weir",2023,33,12,14,32,60
"Grays_Chinook",2024,3701,1095,2103,3509,6342
"Elochoman_Skamokawa",2024,3970,888,2640,3827,6035
"Abernathy",2024,2238,222,1835,2225,2713
"Abernathy_Above AFTC",2024,1573,157,1288,1562,1902
"Mill",2024,1542,155,1265,1533,1878
"Germany",2024,1169,128,942,1161,1447
"Coal",2024,405,64,296,399,546
"Upper Cowlitz and Cispus",2024,28868,1243,25734,29100,30586
"Tilton",2024,9855,1200,6988,10029,11718
"Lower Cowlitz",2024,3652,1088,2264,3441,6431
"Delameter_Above Weir",2024,446,48,361,442,546
"Lacamas_Above Weir",2024,2433,625,1475,2340,3944
"Olequa_Above Weir",2024,4931,1653,2649,4617,8995
"Ostrander_Above Weir",2024,574,49,484,571,676
"Green",2024,2299,541,1423,2233,3564
"Upper NF Toutle",2024,24,5,15,23,34
"NF_MS Toutle",2024,1471,1154,453,1169,4386
"SF Toutle",2024,3225,1104,1646,3045,5903
"Coweeman",2024,3468,1031,1920,3314,5876
"Kalama",2024,546,353,133,463,1410
"Lower Lewis",2024,5039,12646,573,2522,22823
"Upper NF Lewis",2024,9445,99,9251,9445,9636
"Cedar",2024,1507,182,1200,1493,1914
"EF Lewis",2024,4574,1269,2667,4394,7662
"Salmon Creek",2024,1816,655,858,1721,3328
"Washougal",2024,1487,471,837,1397,2658
"Lower Gorge",2024,2122,798,1032,1969,4119
"Duncan_Above Weir",2024,108,11,88,107,130
