"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Coweeman",2015,340,170,111,307,751
"Kalama",2015,220,117,77,193,521
"Lower Lewis",2015,98,105,10,67,394
"Upper NF Lewis",2015,3613,60,3497,3613,3729
"Cedar",2015,49,32,10,42,133
"EF Lewis",2015,158,116,30,130,449
"Salmon Creek",2015,36,54,1,18,184
"Washougal",2015,278,142,95,252,631
"Lower Gorge",2015,70,51,13,57,204
"Duncan_Above Weir",2015,1,1,0,0,2
"Grays_Chinook",2016,940,316,464,893,1689
"Elochoman_Skamokawa",2016,499,245,156,456,1101
"Abernathy",2016,85,17,55,83,121
"Abernathy_Above AFTC",2016,48,9,32,48,68
"Mill",2016,58,12,37,58,85
"Germany",2016,37,8,23,37,56
"Coal",2016,31,41,5,23,104
"Upper Cowlitz and Cispus",2016,8810,255,8263,8816,9275
"Tilton",2016,4257,234,3765,4270,4675
"Lower Cowlitz",2016,465,439,48,333,1630
"Delameter_Above Weir",2016,35,12,16,34,61
"Lacamas_Above Weir",2016,12,12,1,9,45
"Olequa_Above Weir",2016,42,39,5,31,146
"Ostrander_Above Weir",2016,10,6,3,9,25
"Green",2016,2586,556,1645,2529,3801
"Upper NF Toutle",2016,0,0,0,0,1
"NF_MS Toutle",2016,705,596,136,549,2152
"SF Toutle",2016,882,400,329,808,1872
"Coweeman",2016,673,347,192,606,1527
"Kalama",2016,161,117,35,131,471
"Lower Lewis",2016,280,214,59,224,852
"Upper NF Lewis",2016,5682,75,5535,5681,5832
"Cedar",2016,193,90,66,176,402
"EF Lewis",2016,898,651,181,736,2479
"Salmon Creek",2016,126,161,6,72,588
"Washougal",2016,885,355,382,822,1731
"Lower Gorge",2016,76,53,15,65,205
"Duncan_Above Weir",2016,1,1,0,1,3
"Grays_Chinook",2017,920,353,439,858,1778
"Elochoman_Skamokawa",2017,415,263,83,358,1073
"Abernathy",2017,31,9,16,30,50
"Abernathy_Above AFTC",2017,18,5,10,17,28
"Mill",2017,32,9,16,31,53
"Germany",2017,21,6,11,20,35
"Coal",2017,13,10,3,10,35
"Upper Cowlitz and Cispus",2017,6413,177,6040,6419,6734
"Tilton",2017,5200,156,4869,5209,5481
"Lower Cowlitz",2017,1020,898,106,782,3345
"Delameter_Above Weir",2017,15,8,5,14,34
"Lacamas_Above Weir",2017,5,6,0,3,20
"Olequa_Above Weir",2017,24,21,3,17,77
"Ostrander_Above Weir",2017,18,9,5,16,39
"Green",2017,166,88,46,150,387
"Upper NF Toutle",2017,0,0,0,0,0
"NF_MS Toutle",2017,319,508,21,176,1505
"SF Toutle",2017,173,151,22,130,572
"Coweeman",2017,409,303,64,331,1191
"Kalama",2017,129,129,18,92,469
"Lower Lewis",2017,188,136,43,151,538
"Upper NF Lewis",2017,4545,68,4413,4543,4679
"Cedar",2017,401,164,164,374,794
"EF Lewis",2017,1002,451,363,924,2134
"Salmon Creek",2017,216,218,16,150,759
"Washougal",2017,924,345,438,859,1744
"Lower Gorge",2017,117,99,15,90,364
"Duncan_Above Weir",2017,2,2,0,2,7
"Grays_Chinook",2018,1042,401,482,977,2011
"Elochoman_Skamokawa",2018,935,436,288,873,1928
"Abernathy",2018,68,18,37,67,109
"Abernathy_Above AFTC",2018,34,9,18,33,55
"Mill",2018,50,14,28,48,82
"Germany",2018,71,20,39,69,114
"Coal",2018,22,19,3,17,74
"Upper Cowlitz and Cispus",2018,5789,111,5560,5794,5993
"Tilton",2018,3094,127,2817,3103,3312
"Lower Cowlitz",2018,291,314,23,194,1117
"Delameter_Above Weir",2018,22,9,8,20,43
"Lacamas_Above Weir",2018,6,6,0,4,22
"Olequa_Above Weir",2018,34,28,4,26,108
"Ostrander_Above Weir",2018,13,8,3,11,33
"Green",2018,202,133,37,171,535
"Upper NF Toutle",2018,0,0,0,0,0
"NF_MS Toutle",2018,277,384,20,158,1221
"SF Toutle",2018,150,154,15,102,575
"Coweeman",2018,1117,837,128,911,3223
"Kalama",2018,187,120,50,160,494
"Lower Lewis",2018,448,404,86,341,1416
"Upper NF Lewis",2018,6216,80,6062,6213,6370
"Cedar",2018,1068,611,307,942,2544
"EF Lewis",2018,274,161,69,240,691
"Salmon Creek",2018,190,133,33,158,540
"Washougal",2018,769,356,302,704,1654
"Lower Gorge",2018,177,107,46,154,442
"Duncan_Above Weir",2018,1,1,0,0,3
"Grays_Chinook",2019,1091,537,376,997,2379
"Elochoman_Skamokawa",2019,1194,522,415,1111,2458
"Abernathy",2019,338,51,247,335,446
"Abernathy_Above AFTC",2019,178,27,130,177,234
"Mill",2019,157,27,110,155,215
"Germany",2019,125,21,87,124,171
"Coal",2019,38,28,5,31,113
"Upper Cowlitz and Cispus",2019,6136,152,5821,6146,6413
"Tilton",2019,5616,182,5222,5629,5944
"Lower Cowlitz",2019,212,204,19,149,778
"Delameter_Above Weir",2019,32,15,10,29,69
"Lacamas_Above Weir",2019,3,3,0,3,11
"Olequa_Above Weir",2019,19,16,2,14,58
"Ostrander_Above Weir",2019,36,11,18,34,61
"Green",2019,269,155,67,237,660
"Upper NF Toutle",2019,0,0,0,0,0
"NF_MS Toutle",2019,424,371,73,322,1411
"SF Toutle",2019,317,206,71,271,804
"Coweeman",2019,1249,559,405,1165,2533
"Kalama",2019,198,192,33,141,697
"Lower Lewis",2019,411,411,52,292,1501
"Upper NF Lewis",2019,4000,63,3874,4001,4125
"Cedar",2019,712,423,194,615,1791
"EF Lewis",2019,258,179,48,214,742
"Salmon Creek",2019,241,195,34,190,755
"Washougal",2019,771,316,341,715,1507
"Lower Gorge",2019,475,260,137,422,1151
"Duncan_Above Weir",2019,2,1,0,2,5
"Grays_Chinook",2020,786,417,232,708,1847
"Elochoman_Skamokawa",2020,633,371,140,556,1552
"Abernathy",2020,92,55,21,80,226
"Abernathy_Above AFTC",2020,75,45,17,65,183
"Mill",2020,87,54,18,75,224
"Germany",2020,54,34,11,47,141
"Coal",2020,31,27,3,23,106
"Upper Cowlitz and Cispus",2020,12317,209,11886,12321,12697
"Tilton",2020,10809,268,10245,10829,11288
"Lower Cowlitz",2020,201,246,16,126,826
"Delameter_Above Weir",2020,53,21,21,50,101
"Lacamas_Above Weir",2020,45,24,13,41,106
"Olequa_Above Weir",2020,88,56,20,76,223
"Ostrander_Above Weir",2020,18,9,5,16,41
"Green",2020,265,116,100,246,547
"Upper NF Toutle",2020,0,0,0,0,0
"NF_MS Toutle",2020,204,192,27,149,706
"SF Toutle",2020,184,122,38,153,501
"Coweeman",2020,959,495,290,861,2168
"Kalama",2020,753,364,298,678,1682
"Lower Lewis",2020,646,704,86,433,2456
"Upper NF Lewis",2020,4616,68,4486,4615,4746
"Cedar",2020,4763,1210,2868,4602,7611
"EF Lewis",2020,266,180,58,221,722
"Salmon Creek",2020,238,180,37,193,704
"Washougal",2020,1505,506,763,1426,2720
"Lower Gorge",2020,161,140,23,123,526
"Duncan_Above Weir",2020,1,1,0,0,2
"Grays_Chinook",2021,1592,381,1003,1541,2483
"Elochoman_Skamokawa",2021,1537,399,914,1485,2462
"Abernathy",2021,145,47,69,140,251
"Abernathy_Above AFTC",2021,102,33,49,98,176
"Mill",2021,84,28,39,80,148
"Germany",2021,42,14,19,40,76
"Coal",2021,32,24,4,26,95
"Upper Cowlitz and Cispus",2021,19697,261,19158,19711,20169
"Tilton",2021,8538,432,7642,8564,9320
"Lower Cowlitz",2021,249,189,33,200,732
"Delameter_Above Weir",2021,77,20,45,74,121
"Lacamas_Above Weir",2021,65,33,21,59,145
"Olequa_Above Weir",2021,537,312,146,468,1324
"Ostrander_Above Weir",2021,184,35,125,181,260
"Green",2021,157,69,61,145,328
"Upper NF Toutle",2021,0,0,0,0,0
"NF_MS Toutle",2021,305,298,35,227,1047
"SF Toutle",2021,355,158,136,327,728
"Coweeman",2021,1342,529,560,1265,2575
"Kalama",2021,740,455,259,635,1835
"Lower Lewis",2021,839,745,169,632,2781
"Upper NF Lewis",2021,6257,81,6100,6257,6414
"Cedar",2021,640,232,309,598,1228
"EF Lewis",2021,376,168,142,347,772
"Salmon Creek",2021,102,92,11,75,347
"Washougal",2021,194,103,59,173,455
"Lower Gorge",2021,113,76,25,94,305
"Duncan_Above Weir",2021,1,1,0,0,4
"Grays_Chinook",2022,820,390,281,749,1756
"Elochoman_Skamokawa",2022,243,142,64,211,611
"Abernathy",2022,330,101,161,322,543
"Abernathy_Above AFTC",2022,224,71,106,218,384
"Mill",2022,192,63,90,184,334
"Germany",2022,173,56,81,167,297
"Coal",2022,64,58,6,46,227
"Upper Cowlitz and Cispus",2022,11867,265,11311,11878,12345
"Tilton",2022,9013,387,8220,9037,9708
"Lower Cowlitz",2022,201,242,9,120,871
"Delameter_Above Weir",2022,33,14,13,31,67
"Lacamas_Above Weir",2022,11,8,2,9,32
"Olequa_Above Weir",2022,476,257,147,422,1126
"Ostrander_Above Weir",2022,59,15,35,57,94
"Green",2022,243,144,59,211,608
"Upper NF Toutle",2022,0,0,0,0,0
"NF_MS Toutle",2022,303,364,26,191,1258
"SF Toutle",2022,351,258,65,286,1020
"Coweeman",2022,566,302,158,506,1314
"Kalama",2022,340,154,145,309,728
"Lower Lewis",2022,1895,1572,489,1494,5958
"Upper NF Lewis",2022,5808,78,5655,5808,5959
"Cedar",2022,678,112,492,668,929
"EF Lewis",2022,366,214,95,320,899
"Salmon Creek",2022,103,107,8,71,388
"Washougal",2022,534,223,217,493,1069
"Lower Gorge",2022,398,255,87,339,1056
"Duncan_Above Weir",2022,0,1,0,0,3
"Grays_Chinook",2023,572,246,229,527,1171
"Elochoman_Skamokawa",2023,420,191,143,387,867
"Abernathy",2023,207,64,102,199,353
"Abernathy_Above AFTC",2023,140,43,70,135,237
"Mill",2023,140,44,69,134,240
"Germany",2023,110,35,53,106,188
"Coal",2023,23,15,4,20,61
"Upper Cowlitz and Cispus",2023,6794,490,5636,6889,7480
"Tilton",2023,6862,948,4641,6992,8308
"Lower Cowlitz",2023,156,224,3,77,780
"Delameter_Above Weir",2023,114,27,68,111,174
"Lacamas_Above Weir",2023,24,19,3,19,74
"Olequa_Above Weir",2023,568,205,268,538,1059
"Ostrander_Above Weir",2023,352,64,240,347,491
"Green",2023,330,126,143,310,632
"Upper NF Toutle",2023,0,0,0,0,0
"NF_MS Toutle",2023,259,223,44,199,828
"SF Toutle",2023,497,219,195,454,1022
"Coweeman",2023,541,264,169,490,1195
"Kalama",2023,278,134,107,249,620
"Lower Lewis",2023,3432,4296,446,2192,15049
"Upper NF Lewis",2023,4723,69,4588,4722,4858
"Cedar",2023,1052,175,777,1030,1465
"EF Lewis",2023,340,179,108,305,798
"Salmon Creek",2023,145,147,13,103,551
"Washougal",2023,237,153,58,199,632
"Lower Gorge",2023,194,162,30,151,632
"Duncan_Above Weir",2023,0,0,0,0,2
"Grays_Chinook",2024,2492,874,1290,2333,4590
"Elochoman_Skamokawa",2024,1936,542,1115,1853,3197
"Abernathy",2024,560,99,380,555,764
"Abernathy_Above AFTC",2024,398,71,273,395,548
"Mill",2024,385,69,262,382,531
"Germany",2024,292,54,199,288,407
"Coal",2024,39,21,10,35,91
"Upper Cowlitz and Cispus",2024,16753,1163,13822,16973,18362
"Tilton",2024,8996,1190,6143,9164,10853
"Lower Cowlitz",2024,201,316,2,86,1128
"Delameter_Above Weir",2024,43,16,17,40,81
"Lacamas_Above Weir",2024,39,52,1,22,173
"Olequa_Above Weir",2024,125,95,20,102,373
"Ostrander_Above Weir",2024,47,21,15,44,96
"Green",2024,446,273,93,390,1160
"Upper NF Toutle",2024,0,0,0,0,0
"NF_MS Toutle",2024,731,1024,29,427,3261
"SF Toutle",2024,429,299,82,354,1167
"Coweeman",2024,1012,504,323,909,2270
"Kalama",2024,337,257,71,270,962
"Lower Lewis",2024,4715,12543,457,2229,22426
"Upper NF Lewis",2024,6764,84,6605,6765,6928
"Cedar",2024,964,121,757,954,1241
"EF Lewis",2024,245,139,67,217,583
"Salmon Creek",2024,89,96,5,59,353
"Washougal",2024,349,195,103,307,827
"Lower Gorge",2024,717,438,193,612,1875
"Duncan_Above Weir",2024,1,1,0,0,4
