"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Germany",2013,182,34,122,178,259
"Coal",2013,226,513,24,143,906
"Upper Cowlitz and Cispus",2013,13,3,7,13,21
"Tilton",2013,2650,52,2549,2650,2752
"Lower Cowlitz",2013,1827,592,908,1754,3218
"Delameter_Above Weir",2013,229,40,163,225,319
"Lacamas_Above Weir",2013,3038,2134,958,2491,8442
"Olequa_Above Weir",2013,1399,356,843,1357,2240
"Ostrander_Above Weir",2013,152,47,82,144,263
"Green",2013,1234,279,835,1183,1907
"Upper NF Toutle",2013,365,19,329,365,402
"NF_MS Toutle",2013,908,429,422,809,2004
"SF Toutle",2013,3170,971,1825,2979,5509
"Coweeman",2013,4248,851,2859,4144,6157
"Kalama",2013,55,27,17,50,120
"Lower Lewis",2013,483,286,149,421,1164
"Upper NF Lewis",2013,34,6,24,33,45
"Cedar",2013,934,96,750,930,1131
"EF Lewis",2013,2988,959,1633,2800,5319
"Salmon Creek",2013,1262,426,625,1206,2310
"Washougal",2013,503,158,272,477,878
"Lower Gorge",2013,723,210,417,689,1246
"Duncan_Above Weir",2013,22,5,14,22,32
"Grays_Chinook",2014,2771,531,1901,2705,3951
"Elochoman_Skamokawa",2014,3805,876,2463,3673,5810
"Abernathy",2014,1091,101,903,1087,1299
"Abernathy_Above AFTC",2014,888,69,760,885,1031
"Mill",2014,1113,103,929,1109,1329
"Germany",2014,599,65,477,595,735
"Coal",2014,700,1503,82,447,2747
"Upper Cowlitz and Cispus",2014,6849,82,6690,6849,7013
"Tilton",2014,8915,95,8735,8915,9102
"Lower Cowlitz",2014,5333,1713,2758,5094,9147
"Delameter_Above Weir",2014,758,52,661,757,866
"Lacamas_Above Weir",2014,10663,1022,8888,10610,12814
"Olequa_Above Weir",2014,8170,1055,6366,8084,10494
"Ostrander_Above Weir",2014,1020,103,836,1013,1241
"Green",2014,2981,566,2008,2928,4242
"Upper NF Toutle",2014,109,11,89,109,130
"NF_MS Toutle",2014,2674,1224,1222,2401,5824
"SF Toutle",2014,10790,3478,6091,10117,19438
"Coweeman",2014,7671,1761,4764,7469,11629
"Kalama",2014,155,78,49,139,351
"Lower Lewis",2014,1206,690,349,1063,2927
"Upper NF Lewis",2014,692,27,641,692,745
"Cedar",2014,8821,1441,6442,8671,12075
"EF Lewis",2014,5180,1775,2579,4884,9319
"Salmon Creek",2014,3784,1364,1726,3580,6986
"Washougal",2014,1026,377,445,979,1870
"Lower Gorge",2014,1993,656,840,1943,3409
"Duncan_Above Weir",2014,48,7,36,48,62
"Grays_Chinook",2015,347,87,189,341,534
"Elochoman_Skamokawa",2015,422,133,199,412,706
"Abernathy",2015,280,41,211,277,370
"Abernathy_Above AFTC",2015,157,22,119,155,206
"Mill",2015,241,38,174,238,324
"Germany",2015,175,32,122,172,245
"Coal",2015,118,319,16,78,418
"Upper Cowlitz and Cispus",2015,374,19,337,373,412
"Tilton",2015,1360,36,1292,1360,1431
"Lower Cowlitz",2015,1019,290,588,975,1709
"Delameter_Above Weir",2015,112,17,83,110,148
"Lacamas_Above Weir",2015,854,338,428,786,1676
"Olequa_Above Weir",2015,586,194,307,556,1075
"Ostrander_Above Weir",2015,118,21,81,117,165
"Green",2015,450,103,263,446,665
"Upper NF Toutle",2015,85,9,68,84,104
"NF_MS Toutle",2015,410,233,172,362,906
"SF Toutle",2015,1764,583,981,1649,3266
"Coweeman",2015,1314,326,783,1283,2020
"Kalama",2015,29,14,10,27,62
"Lower Lewis",2015,200,125,55,177,474
"Upper NF Lewis",2015,112,11,92,111,133
"Cedar",2015,774,150,543,751,1127
"EF Lewis",2015,606,250,244,565,1204
"Salmon Creek",2015,717,255,347,677,1344
"Washougal",2015,162,61,66,154,299
"Lower Gorge",2015,393,116,225,375,659
"Duncan_Above Weir",2015,10,3,6,10,17
"Grays_Chinook",2016,687,173,392,674,1067
"Elochoman_Skamokawa",2016,925,268,470,907,1505
"Abernathy",2016,560,59,454,556,686
"Abernathy_Above AFTC",2016,314,27,265,312,370
"Mill",2016,397,48,310,395,497
"Germany",2016,254,36,189,253,331
"Coal",2016,207,264,38,155,666
"Upper Cowlitz and Cispus",2016,912,30,854,911,972
"Tilton",2016,2626,51,2526,2626,2728
"Lower Cowlitz",2016,2055,582,1210,1959,3452
"Delameter_Above Weir",2016,183,26,138,181,239
"Lacamas_Above Weir",2016,994,215,657,967,1484
"Olequa_Above Weir",2016,1300,523,610,1193,2610
"Ostrander_Above Weir",2016,207,27,161,205,265
"Green",2016,863,178,544,850,1241
"Upper NF Toutle",2016,531,23,488,531,576
"NF_MS Toutle",2016,602,281,242,545,1278
"SF Toutle",2016,2877,899,1622,2722,5061
"Coweeman",2016,3423,722,2235,3346,5059
"Kalama",2016,70,33,22,64,149
"Lower Lewis",2016,473,266,174,410,1125
"Upper NF Lewis",2016,1125,33,1062,1124,1191
"Cedar",2016,2134,520,1352,2057,3389
"EF Lewis",2016,1327,548,515,1238,2620
"Salmon Creek",2016,1542,509,820,1452,2792
"Washougal",2016,340,116,156,325,603
"Lower Gorge",2016,814,248,465,771,1411
"Duncan_Above Weir",2016,15,4,9,14,24
"Grays_Chinook",2017,467,132,234,459,761
"Elochoman_Skamokawa",2017,1046,293,593,1006,1710
"Abernathy",2017,347,45,264,346,442
"Abernathy_Above AFTC",2017,198,18,165,197,238
"Mill",2017,338,46,256,336,433
"Germany",2017,228,36,165,227,304
"Coal",2017,138,98,39,118,354
"Upper Cowlitz and Cispus",2017,5200,73,5057,5200,5345
"Tilton",2017,5193,72,5051,5193,5337
"Lower Cowlitz",2017,1613,527,893,1517,2941
"Delameter_Above Weir",2017,105,19,69,104,145
"Lacamas_Above Weir",2017,529,146,309,507,868
"Olequa_Above Weir",2017,632,273,265,582,1298
"Ostrander_Above Weir",2017,168,27,120,166,225
"Green",2017,635,135,395,628,925
"Upper NF Toutle",2017,39,6,28,39,52
"NF_MS Toutle",2017,351,192,95,319,803
"SF Toutle",2017,1358,458,586,1321,2381
"Coweeman",2017,2775,656,1750,2687,4284
"Kalama",2017,62,33,18,57,145
"Lower Lewis",2017,362,204,142,310,921
"Upper NF Lewis",2017,2205,47,2114,2205,2298
"Cedar",2017,2164,529,1349,2096,3438
"EF Lewis",2017,1644,515,872,1559,2825
"Salmon Creek",2017,1352,512,711,1245,2593
"Washougal",2017,295,95,148,283,519
"Lower Gorge",2017,564,173,281,542,961
"Duncan_Above Weir",2017,23,8,12,22,41
"Grays_Chinook",2018,477,140,228,468,790
"Elochoman_Skamokawa",2018,1258,399,698,1189,2251
"Abernathy",2018,386,52,293,383,493
"Abernathy_Above AFTC",2018,201,28,149,200,259
"Mill",2018,279,42,203,277,368
"Germany",2018,367,55,271,362,485
"Coal",2018,126,31,71,123,194
"Upper Cowlitz and Cispus",2018,173,13,148,172,199
"Tilton",2018,1320,36,1248,1321,1391
"Lower Cowlitz",2018,1456,455,793,1386,2559
"Delameter_Above Weir",2018,129,19,97,127,170
"Lacamas_Above Weir",2018,551,86,413,541,743
"Olequa_Above Weir",2018,736,233,420,691,1316
"Ostrander_Above Weir",2018,105,22,66,104,154
"Green",2018,731,149,463,719,1062
"Upper NF Toutle",2018,3,2,1,3,7
"NF_MS Toutle",2018,316,170,97,288,702
"SF Toutle",2018,1282,431,571,1238,2247
"Coweeman",2018,3015,804,1658,2923,4804
"Kalama",2018,82,41,29,74,182
"Lower Lewis",2018,265,151,88,232,619
"Upper NF Lewis",2018,446,21,406,445,490
"Cedar",2018,3218,1181,1665,2990,6082
"EF Lewis",2018,1727,500,969,1648,2904
"Salmon Creek",2018,1370,482,751,1273,2587
"Washougal",2018,319,104,148,310,555
"Lower Gorge",2018,639,201,353,605,1150
"Duncan_Above Weir",2018,13,4,7,12,22
"Grays_Chinook",2019,816,228,392,800,1317
"Elochoman_Skamokawa",2019,1924,521,1133,1853,3130
"Abernathy",2019,860,91,694,854,1052
"Abernathy_Above AFTC",2019,456,47,373,453,556
"Mill",2019,423,52,330,420,529
"Germany",2019,337,44,258,335,430
"Coal",2019,178,39,104,176,258
"Upper Cowlitz and Cispus",2019,3561,61,3445,3561,3680
"Tilton",2019,1557,39,1482,1556,1636
"Lower Cowlitz",2019,2441,690,1479,2318,4213
"Delameter_Above Weir",2019,163,29,111,161,225
"Lacamas_Above Weir",2019,216,29,170,212,282
"Olequa_Above Weir",2019,482,99,343,464,735
"Ostrander_Above Weir",2019,154,25,110,153,211
"Green",2019,1303,255,883,1277,1882
"Upper NF Toutle",2019,458,21,417,458,501
"NF_MS Toutle",2019,481,229,169,441,1030
"SF Toutle",2019,2431,687,1402,2336,4033
"Coweeman",2019,3492,825,2123,3416,5292
"Kalama",2019,138,70,48,124,304
"Lower Lewis",2019,317,194,82,279,746
"Upper NF Lewis",2019,1319,36,1250,1318,1392
"Cedar",2019,3025,1160,1445,2815,6051
"EF Lewis",2019,2410,692,1369,2304,4048
"Salmon Creek",2019,1827,603,1002,1714,3302
"Washougal",2019,604,180,325,580,1023
"Lower Gorge",2019,1161,351,684,1091,2070
"Duncan_Above Weir",2019,56,8,42,56,72
"Grays_Chinook",2020,1031,264,595,1007,1638
"Elochoman_Skamokawa",2020,2056,512,1269,1982,3274
"Abernathy",2020,775,111,570,769,1014
"Abernathy_Above AFTC",2020,537,75,403,532,696
"Mill",2020,537,83,387,532,711
"Germany",2020,351,61,243,347,485
"Coal",2020,187,42,109,184,273
"Upper Cowlitz and Cispus",2020,8912,94,8727,8911,9098
"Tilton",2020,2399,50,2305,2399,2499
"Lower Cowlitz",2020,2272,692,1175,2195,3815
"Delameter_Above Weir",2020,238,39,172,234,324
"Lacamas_Above Weir",2020,887,193,588,863,1343
"Olequa_Above Weir",2020,1249,377,707,1182,2191
"Ostrander_Above Weir",2020,338,58,241,332,467
"Green",2020,1573,306,1071,1537,2277
"Upper NF Toutle",2020,75,9,59,75,94
"NF_MS Toutle",2020,532,253,198,489,1126
"SF Toutle",2020,2619,781,1454,2508,4443
"Coweeman",2020,4799,1043,3033,4708,7098
"Kalama",2020,259,131,106,228,605
"Lower Lewis",2020,327,191,83,289,799
"Upper NF Lewis",2020,4695,68,4564,4695,4830
"Cedar",2020,2525,644,1505,2440,4029
"EF Lewis",2020,2414,753,1263,2319,4190
"Salmon Creek",2020,1841,597,960,1746,3230
"Washougal",2020,939,302,527,878,1687
"Lower Gorge",2020,1191,365,629,1143,2051
"Duncan_Above Weir",2020,28,7,17,27,46
"Grays_Chinook",2021,1173,259,775,1141,1794
"Elochoman_Skamokawa",2021,1800,407,1179,1747,2739
"Abernathy",2021,843,103,661,839,1063
"Abernathy_Above AFTC",2021,587,72,454,584,741
"Mill",2021,482,67,361,478,624
"Germany",2021,253,44,177,250,348
"Coal",2021,216,46,135,213,314
"Upper Cowlitz and Cispus",2021,9663,99,9466,9661,9855
"Tilton",2021,6394,82,6231,6393,6553
"Lower Cowlitz",2021,2414,591,1495,2335,3744
"Delameter_Above Weir",2021,218,39,148,216,301
"Lacamas_Above Weir",2021,1188,236,824,1154,1740
"Olequa_Above Weir",2021,2015,756,1040,1869,3902
"Ostrander_Above Weir",2021,275,44,199,272,370
"Green",2021,1784,395,1200,1717,2718
"Upper NF Toutle",2021,58,8,45,58,74
"NF_MS Toutle",2021,535,257,200,488,1124
"SF Toutle",2021,2761,783,1643,2641,4553
"Coweeman",2021,4903,1056,3186,4767,7387
"Kalama",2021,231,108,99,207,493
"Lower Lewis",2021,340,197,95,296,818
"Upper NF Lewis",2021,2721,52,2620,2720,2822
"Cedar",2021,2403,724,1355,2292,4145
"EF Lewis",2021,4703,1293,2813,4507,7848
"Salmon Creek",2021,1704,505,937,1629,2890
"Washougal",2021,818,240,455,787,1412
"Lower Gorge",2021,1351,434,779,1269,2424
"Duncan_Above Weir",2021,77,9,61,76,95
"Grays_Chinook",2022,1009,242,596,990,1528
"Elochoman_Skamokawa",2022,1111,324,609,1065,1842
"Abernathy",2022,947,129,716,941,1214
"Abernathy_Above AFTC",2022,656,90,490,650,847
"Mill",2022,556,84,402,551,735
"Germany",2022,440,73,313,434,602
"Coal",2022,487,97,291,486,682
"Upper Cowlitz and Cispus",2022,11510,108,11302,11508,11727
"Tilton",2022,7256,86,7086,7257,7425
"Lower Cowlitz",2022,2431,532,1626,2361,3679
"Delameter_Above Weir",2022,324,48,241,319,430
"Lacamas_Above Weir",2022,396,104,238,383,640
"Olequa_Above Weir",2022,1274,486,574,1188,2442
"Ostrander_Above Weir",2022,361,58,260,357,489
"Green",2022,1532,333,978,1503,2296
"Upper NF Toutle",2022,504,23,462,504,551
"NF_MS Toutle",2022,510,260,166,462,1130
"SF Toutle",2022,2057,653,1017,1990,3568
"Coweeman",2022,4226,898,2819,4101,6288
"Kalama",2022,227,92,109,209,462
"Lower Lewis",2022,312,215,82,263,801
"Upper NF Lewis",2022,3344,59,3233,3343,3460
"Cedar",2022,2176,280,1712,2145,2798
"EF Lewis",2022,3370,902,2021,3242,5569
"Salmon Creek",2022,1428,459,722,1367,2487
"Washougal",2022,872,252,506,835,1473
"Lower Gorge",2022,1306,381,772,1235,2254
"Duncan_Above Weir",2022,60,9,45,59,78
"Grays_Chinook",2023,954,245,566,923,1517
"Elochoman_Skamokawa",2023,1608,361,1039,1559,2449
"Abernathy",2023,1170,137,920,1161,1464
"Abernathy_Above AFTC",2023,789,96,621,783,995
"Mill",2023,794,98,623,787,1005
"Germany",2023,619,83,474,612,806
"Coal",2023,246,44,168,243,344
"Upper Cowlitz and Cispus",2023,6264,88,6088,6267,6437
"Tilton",2023,1336,39,1257,1337,1411
"Lower Cowlitz",2023,2368,589,1530,2271,3771
"Delameter_Above Weir",2023,325,47,244,321,426
"Lacamas_Above Weir",2023,1228,164,963,1209,1600
"Olequa_Above Weir",2023,1870,565,1030,1785,3252
"Ostrander_Above Weir",2023,482,76,350,476,647
"Green",2023,1315,295,813,1286,1955
"Upper NF Toutle",2023,316,18,283,315,352
"NF_MS Toutle",2023,476,270,129,423,1137
"SF Toutle",2023,2034,608,1136,1931,3443
"Coweeman",2023,2916,627,1918,2850,4377
"Kalama",2023,218,94,98,199,459
"Lower Lewis",2023,254,220,40,199,797
"Upper NF Lewis",2023,3703,61,3584,3703,3819
"Cedar",2023,584,99,427,572,807
"EF Lewis",2023,1932,622,1005,1843,3414
"Salmon Creek",2023,1161,465,429,1107,2194
"Washougal",2023,667,222,312,645,1178
"Lower Gorge",2023,995,358,443,950,1860
"Duncan_Above Weir",2023,33,12,14,32,60
"Grays_Chinook",2024,1209,358,629,1170,2029
"Elochoman_Skamokawa",2024,2035,495,1256,1975,3114
"Abernathy",2024,1678,183,1356,1663,2068
"Abernathy_Above AFTC",2024,1175,127,949,1167,1438
"Mill",2024,1157,127,930,1148,1422
"Germany",2024,878,105,692,869,1096
"Coal",2024,366,60,264,360,497
"Upper Cowlitz and Cispus",2024,12114,133,11849,12120,12360
"Tilton",2024,859,30,800,859,919
"Lower Cowlitz",2024,3450,1041,2111,3247,6016
"Delameter_Above Weir",2024,403,46,322,400,497
"Lacamas_Above Weir",2024,2393,616,1450,2303,3870
"Olequa_Above Weir",2024,4806,1613,2581,4497,8760
"Ostrander_Above Weir",2024,527,49,435,526,626
"Green",2024,1853,446,1113,1805,2845
"Upper NF Toutle",2024,24,5,15,23,34
"NF_MS Toutle",2024,740,460,198,645,1840
"SF Toutle",2024,2796,949,1434,2638,5041
"Coweeman",2024,2456,780,1236,2350,4313
"Kalama",2024,209,122,50,186,509
"Lower Lewis",2024,324,300,37,241,1075
"Upper NF Lewis",2024,2680,51,2582,2680,2783
"Cedar",2024,544,75,419,536,711
"EF Lewis",2024,4329,1201,2515,4153,7246
"Salmon Creek",2024,1726,624,800,1643,3179
"Washougal",2024,1138,368,621,1076,1979
"Lower Gorge",2024,1405,511,667,1320,2686
"Duncan_Above Weir",2024,107,11,87,107,129
