"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Upper NF Lewis",2014,0.923,0.003,0.918,0.923,0.929
"Cedar",2014,0.058,0.03,0.015,0.052,0.132
"EF Lewis",2014,0.179,0.061,0.079,0.174,0.314
"Salmon Creek",2014,0.024,0.022,0.002,0.017,0.084
"Washougal",2014,0.676,0.055,0.566,0.678,0.779
"Lower Gorge",2014,0.272,0.081,0.13,0.266,0.448
"Duncan_Above Weir",2014,0.049,0.028,0.011,0.043,0.119
"Grays_Chinook",2015,0.465,0.12,0.237,0.462,0.697
"Elochoman_Skamokawa",2015,0.359,0.105,0.173,0.352,0.578
"Abernathy",2015,0.074,0.029,0.03,0.07,0.14
"Abernathy_Above AFTC",2015,0.106,0.033,0.051,0.102,0.182
"Mill",2015,0.073,0.028,0.03,0.07,0.14
"Germany",2015,0.074,0.028,0.03,0.071,0.136
"Coal",2015,0.07,0.026,0.029,0.067,0.129
"Upper Cowlitz and Cispus",2015,0.711,0.014,0.682,0.712,0.738
"Tilton",2015,0.528,0.016,0.493,0.53,0.557
"Lower Cowlitz",2015,0.152,0.122,0.013,0.119,0.472
"Delameter_Above Weir",2015,0.082,0.038,0.025,0.076,0.173
"Lacamas_Above Weir",2015,0.032,0.025,0.005,0.025,0.098
"Olequa_Above Weir",2015,0.06,0.039,0.011,0.051,0.161
"Ostrander_Above Weir",2015,0.086,0.039,0.028,0.081,0.176
"Green",2015,0.425,0.12,0.194,0.423,0.655
"Upper NF Toutle",2015,0,0.001,0,0,0.001
"NF_MS Toutle",2015,0.666,0.116,0.41,0.676,0.862
"SF Toutle",2015,0.494,0.08,0.341,0.495,0.646
"Coweeman",2015,0.203,0.076,0.079,0.196,0.364
"Kalama",2015,0.876,0.043,0.781,0.881,0.947
"Lower Lewis",2015,0.298,0.148,0.073,0.28,0.63
"Upper NF Lewis",2015,0.97,0.003,0.964,0.97,0.975
"Cedar",2015,0.06,0.036,0.013,0.052,0.15
"EF Lewis",2015,0.204,0.101,0.053,0.189,0.441
"Salmon Creek",2015,0.046,0.055,0.002,0.027,0.209
"Washougal",2015,0.615,0.111,0.382,0.623,0.811
"Lower Gorge",2015,0.145,0.081,0.034,0.132,0.341
"Duncan_Above Weir",2015,0.05,0.048,0.004,0.035,0.183
"Grays_Chinook",2016,0.569,0.104,0.355,0.573,0.763
"Elochoman_Skamokawa",2016,0.344,0.114,0.136,0.339,0.577
"Abernathy",2016,0.131,0.022,0.091,0.13,0.178
"Abernathy_Above AFTC",2016,0.133,0.022,0.092,0.132,0.18
"Mill",2016,0.128,0.022,0.089,0.127,0.174
"Germany",2016,0.128,0.022,0.088,0.128,0.173
"Coal",2016,0.129,0.023,0.088,0.128,0.18
"Upper Cowlitz and Cispus",2016,0.906,0.004,0.899,0.906,0.913
"Tilton",2016,0.618,0.013,0.59,0.619,0.64
"Lower Cowlitz",2016,0.173,0.123,0.022,0.142,0.478
"Delameter_Above Weir",2016,0.159,0.045,0.081,0.157,0.256
"Lacamas_Above Weir",2016,0.012,0.011,0.001,0.009,0.042
"Olequa_Above Weir",2016,0.032,0.025,0.004,0.025,0.098
"Ostrander_Above Weir",2016,0.048,0.026,0.012,0.043,0.114
"Green",2016,0.747,0.039,0.666,0.749,0.82
"Upper NF Toutle",2016,0,0,0,0,0.001
"NF_MS Toutle",2016,0.5,0.158,0.194,0.503,0.792
"SF Toutle",2016,0.232,0.066,0.117,0.226,0.369
"Coweeman",2016,0.163,0.071,0.052,0.152,0.323
"Kalama",2016,0.658,0.162,0.298,0.678,0.906
"Lower Lewis",2016,0.357,0.119,0.143,0.352,0.601
"Upper NF Lewis",2016,0.835,0.004,0.826,0.835,0.843
"Cedar",2016,0.083,0.031,0.032,0.079,0.154
"EF Lewis",2016,0.384,0.153,0.12,0.374,0.702
"Salmon Creek",2016,0.072,0.074,0.004,0.046,0.278
"Washougal",2016,0.714,0.073,0.556,0.718,0.842
"Lower Gorge",2016,0.084,0.046,0.02,0.077,0.195
"Duncan_Above Weir",2016,0.056,0.052,0.005,0.039,0.199
"Grays_Chinook",2017,0.65,0.104,0.432,0.656,0.838
"Elochoman_Skamokawa",2017,0.276,0.135,0.066,0.259,0.575
"Abernathy",2017,0.081,0.02,0.047,0.08,0.123
"Abernathy_Above AFTC",2017,0.082,0.02,0.048,0.081,0.124
"Mill",2017,0.085,0.021,0.049,0.084,0.133
"Germany",2017,0.083,0.02,0.049,0.081,0.128
"Coal",2017,0.083,0.021,0.047,0.081,0.128
"Upper Cowlitz and Cispus",2017,0.552,0.007,0.537,0.552,0.566
"Tilton",2017,0.5,0.008,0.484,0.501,0.515
"Lower Cowlitz",2017,0.349,0.176,0.059,0.336,0.706
"Delameter_Above Weir",2017,0.127,0.054,0.043,0.121,0.252
"Lacamas_Above Weir",2017,0.009,0.01,0.001,0.006,0.035
"Olequa_Above Weir",2017,0.036,0.025,0.005,0.029,0.101
"Ostrander_Above Weir",2017,0.095,0.046,0.03,0.086,0.2
"Green",2017,0.204,0.085,0.069,0.193,0.396
"Upper NF Toutle",2017,0,0,0,0,0.001
"NF_MS Toutle",2017,0.384,0.203,0.072,0.361,0.81
"SF Toutle",2017,0.11,0.075,0.018,0.091,0.296
"Coweeman",2017,0.127,0.082,0.022,0.109,0.331
"Kalama",2017,0.607,0.191,0.204,0.629,0.91
"Lower Lewis",2017,0.332,0.109,0.14,0.326,0.562
"Upper NF Lewis",2017,0.673,0.006,0.662,0.673,0.685
"Cedar",2017,0.156,0.049,0.077,0.15,0.269
"EF Lewis",2017,0.373,0.106,0.178,0.37,0.587
"Salmon Creek",2017,0.132,0.102,0.014,0.105,0.39
"Washougal",2017,0.75,0.059,0.622,0.755,0.853
"Lower Gorge",2017,0.162,0.095,0.03,0.144,0.395
"Duncan_Above Weir",2017,0.092,0.065,0.013,0.076,0.256
"Grays_Chinook",2018,0.672,0.105,0.439,0.679,0.849
"Elochoman_Skamokawa",2018,0.419,0.135,0.155,0.421,0.673
"Abernathy",2018,0.15,0.033,0.089,0.148,0.219
"Abernathy_Above AFTC",2018,0.145,0.033,0.087,0.142,0.212
"Mill",2018,0.152,0.033,0.094,0.149,0.222
"Germany",2018,0.163,0.037,0.098,0.161,0.241
"Coal",2018,0.148,0.115,0.019,0.116,0.458
"Upper Cowlitz and Cispus",2018,0.971,0.002,0.967,0.971,0.975
"Tilton",2018,0.701,0.01,0.679,0.701,0.719
"Lower Cowlitz",2018,0.153,0.117,0.016,0.12,0.452
"Delameter_Above Weir",2018,0.143,0.054,0.056,0.138,0.263
"Lacamas_Above Weir",2018,0.01,0.011,0.001,0.007,0.039
"Olequa_Above Weir",2018,0.044,0.033,0.006,0.035,0.129
"Ostrander_Above Weir",2018,0.108,0.061,0.027,0.097,0.258
"Green",2018,0.208,0.11,0.047,0.192,0.464
"Upper NF Toutle",2018,0,0.001,0,0,0.001
"NF_MS Toutle",2018,0.386,0.206,0.068,0.365,0.806
"SF Toutle",2018,0.1,0.079,0.014,0.076,0.315
"Coweeman",2018,0.258,0.159,0.035,0.234,0.609
"Kalama",2018,0.664,0.154,0.305,0.685,0.9
"Lower Lewis",2018,0.588,0.148,0.284,0.595,0.84
"Upper NF Lewis",2018,0.933,0.003,0.927,0.933,0.939
"Cedar",2018,0.246,0.093,0.095,0.236,0.447
"EF Lewis",2018,0.135,0.062,0.04,0.127,0.28
"Salmon Creek",2018,0.12,0.066,0.026,0.109,0.279
"Washougal",2018,0.69,0.097,0.482,0.696,0.855
"Lower Gorge",2018,0.211,0.086,0.073,0.203,0.401
"Duncan_Above Weir",2018,0.049,0.043,0.005,0.036,0.169
"Grays_Chinook",2019,0.552,0.14,0.266,0.56,0.809
"Elochoman_Skamokawa",2019,0.377,0.118,0.164,0.376,0.605
"Abernathy",2019,0.282,0.033,0.223,0.282,0.349
"Abernathy_Above AFTC",2019,0.281,0.032,0.221,0.28,0.348
"Mill",2019,0.271,0.031,0.213,0.271,0.332
"Germany",2019,0.27,0.03,0.214,0.27,0.332
"Coal",2019,0.176,0.121,0.023,0.148,0.466
"Upper Cowlitz and Cispus",2019,0.633,0.007,0.619,0.633,0.645
"Tilton",2019,0.783,0.007,0.769,0.783,0.795
"Lower Cowlitz",2019,0.078,0.065,0.008,0.059,0.252
"Delameter_Above Weir",2019,0.164,0.07,0.058,0.154,0.321
"Lacamas_Above Weir",2019,0.016,0.013,0.002,0.012,0.051
"Olequa_Above Weir",2019,0.037,0.029,0.005,0.029,0.114
"Ostrander_Above Weir",2019,0.188,0.048,0.105,0.185,0.29
"Green",2019,0.168,0.081,0.047,0.156,0.352
"Upper NF Toutle",2019,0,0,0,0,0.001
"NF_MS Toutle",2019,0.432,0.159,0.143,0.43,0.74
"SF Toutle",2019,0.113,0.057,0.031,0.104,0.248
"Coweeman",2019,0.261,0.091,0.105,0.254,0.456
"Kalama",2019,0.534,0.178,0.189,0.538,0.844
"Lower Lewis",2019,0.514,0.171,0.174,0.515,0.833
"Upper NF Lewis",2019,0.752,0.006,0.74,0.752,0.764
"Cedar",2019,0.188,0.073,0.072,0.18,0.35
"EF Lewis",2019,0.096,0.056,0.021,0.084,0.235
"Salmon Creek",2019,0.113,0.072,0.02,0.097,0.295
"Washougal",2019,0.551,0.087,0.377,0.554,0.709
"Lower Gorge",2019,0.284,0.106,0.104,0.276,0.512
"Duncan_Above Weir",2019,0.033,0.022,0.005,0.028,0.091
"Grays_Chinook",2020,0.416,0.133,0.162,0.415,0.676
"Elochoman_Skamokawa",2020,0.23,0.107,0.062,0.218,0.467
"Abernathy",2020,0.105,0.059,0.026,0.094,0.248
"Abernathy_Above AFTC",2020,0.12,0.065,0.03,0.109,0.275
"Mill",2020,0.138,0.078,0.031,0.122,0.333
"Germany",2020,0.132,0.078,0.03,0.117,0.322
"Coal",2020,0.143,0.117,0.013,0.107,0.454
"Upper Cowlitz and Cispus",2020,0.58,0.005,0.57,0.58,0.589
"Tilton",2020,0.818,0.005,0.809,0.818,0.827
"Lower Cowlitz",2020,0.077,0.07,0.007,0.055,0.266
"Delameter_Above Weir",2020,0.181,0.061,0.078,0.175,0.312
"Lacamas_Above Weir",2020,0.049,0.023,0.015,0.045,0.103
"Olequa_Above Weir",2020,0.066,0.034,0.018,0.059,0.148
"Ostrander_Above Weir",2020,0.051,0.024,0.015,0.047,0.107
"Green",2020,0.143,0.05,0.062,0.137,0.255
"Upper NF Toutle",2020,0,0,0,0,0.001
"NF_MS Toutle",2020,0.261,0.144,0.051,0.235,0.587
"SF Toutle",2020,0.065,0.036,0.016,0.058,0.154
"Coweeman",2020,0.165,0.07,0.057,0.155,0.32
"Kalama",2020,0.735,0.091,0.537,0.744,0.884
"Lower Lewis",2020,0.598,0.179,0.23,0.612,0.895
"Upper NF Lewis",2020,0.496,0.005,0.486,0.496,0.506
"Cedar",2020,0.653,0.023,0.608,0.653,0.698
"EF Lewis",2020,0.098,0.053,0.025,0.088,0.225
"Salmon Creek",2020,0.112,0.067,0.022,0.098,0.277
"Washougal",2020,0.612,0.068,0.471,0.614,0.739
"Lower Gorge",2020,0.114,0.075,0.02,0.098,0.311
"Duncan_Above Weir",2020,0.02,0.025,0.001,0.012,0.084
"Grays_Chinook",2021,0.573,0.066,0.439,0.576,0.695
"Elochoman_Skamokawa",2021,0.459,0.05,0.36,0.458,0.554
"Abernathy",2021,0.146,0.042,0.073,0.143,0.238
"Abernathy_Above AFTC",2021,0.147,0.043,0.075,0.144,0.238
"Mill",2021,0.148,0.043,0.073,0.145,0.242
"Germany",2021,0.142,0.042,0.072,0.14,0.234
"Coal",2021,0.13,0.091,0.018,0.108,0.356
"Upper Cowlitz and Cispus",2021,0.671,0.004,0.664,0.671,0.677
"Tilton",2021,0.571,0.012,0.545,0.572,0.592
"Lower Cowlitz",2021,0.092,0.062,0.013,0.079,0.245
"Delameter_Above Weir",2021,0.26,0.043,0.179,0.259,0.347
"Lacamas_Above Weir",2021,0.052,0.024,0.018,0.049,0.107
"Olequa_Above Weir",2021,0.207,0.081,0.076,0.199,0.387
"Ostrander_Above Weir",2021,0.4,0.043,0.315,0.401,0.485
"Green",2021,0.081,0.029,0.034,0.077,0.147
"Upper NF Toutle",2021,0,0,0,0,0.001
"NF_MS Toutle",2021,0.335,0.173,0.059,0.318,0.704
"SF Toutle",2021,0.114,0.036,0.055,0.11,0.193
"Coweeman",2021,0.213,0.063,0.106,0.209,0.349
"Kalama",2021,0.744,0.085,0.558,0.751,0.886
"Lower Lewis",2021,0.67,0.146,0.35,0.686,0.902
"Upper NF Lewis",2021,0.697,0.005,0.688,0.697,0.706
"Cedar",2021,0.21,0.038,0.141,0.208,0.289
"EF Lewis",2021,0.074,0.026,0.032,0.071,0.13
"Salmon Creek",2021,0.055,0.043,0.007,0.043,0.168
"Washougal",2021,0.188,0.069,0.075,0.181,0.341
"Lower Gorge",2021,0.076,0.041,0.019,0.068,0.177
"Duncan_Above Weir",2021,0.011,0.015,0,0.006,0.055
"Grays_Chinook",2022,0.435,0.125,0.196,0.435,0.676
"Elochoman_Skamokawa",2022,0.178,0.083,0.053,0.166,0.366
"Abernathy",2022,0.257,0.066,0.136,0.254,0.394
"Abernathy_Above AFTC",2022,0.253,0.067,0.13,0.25,0.391
"Mill",2022,0.255,0.071,0.131,0.252,0.406
"Germany",2022,0.282,0.077,0.142,0.276,0.44
"Coal",2022,0.117,0.104,0.011,0.083,0.42
"Upper Cowlitz and Cispus",2022,0.508,0.006,0.496,0.508,0.518
"Tilton",2022,0.554,0.01,0.532,0.555,0.572
"Lower Cowlitz",2022,0.074,0.078,0.004,0.047,0.292
"Delameter_Above Weir",2022,0.093,0.036,0.037,0.088,0.175
"Lacamas_Above Weir",2022,0.028,0.018,0.005,0.024,0.074
"Olequa_Above Weir",2022,0.268,0.081,0.123,0.263,0.437
"Ostrander_Above Weir",2022,0.141,0.026,0.093,0.139,0.195
"Green",2022,0.134,0.065,0.04,0.122,0.282
"Upper NF Toutle",2022,0,0,0,0,0.001
"NF_MS Toutle",2022,0.327,0.187,0.053,0.298,0.731
"SF Toutle",2022,0.141,0.076,0.035,0.127,0.324
"Coweeman",2022,0.117,0.053,0.039,0.109,0.24
"Kalama",2022,0.593,0.073,0.442,0.595,0.73
"Lower Lewis",2022,0.842,0.068,0.686,0.852,0.949
"Upper NF Lewis",2022,0.635,0.005,0.625,0.635,0.644
"Cedar",2022,0.238,0.026,0.19,0.237,0.289
"EF Lewis",2022,0.097,0.048,0.028,0.089,0.213
"Salmon Creek",2022,0.065,0.057,0.006,0.049,0.216
"Washougal",2022,0.374,0.09,0.206,0.37,0.557
"Lower Gorge",2022,0.225,0.104,0.062,0.212,0.455
"Duncan_Above Weir",2022,0.008,0.012,0,0.004,0.045
"Grays_Chinook",2023,0.368,0.096,0.191,0.366,0.56
"Elochoman_Skamokawa",2023,0.205,0.076,0.079,0.196,0.369
"Abernathy",2023,0.15,0.042,0.078,0.146,0.242
"Abernathy_Above AFTC",2023,0.15,0.041,0.08,0.147,0.242
"Mill",2023,0.15,0.042,0.078,0.146,0.241
"Germany",2023,0.151,0.042,0.078,0.147,0.241
"Coal",2023,0.086,0.054,0.016,0.075,0.218
"Upper Cowlitz and Cispus",2023,0.52,0.018,0.477,0.523,0.543
"Tilton",2023,0.835,0.021,0.779,0.839,0.861
"Lower Cowlitz",2023,0.059,0.073,0.001,0.031,0.277
"Delameter_Above Weir",2023,0.259,0.046,0.173,0.258,0.355
"Lacamas_Above Weir",2023,0.019,0.015,0.002,0.015,0.059
"Olequa_Above Weir",2023,0.232,0.044,0.152,0.231,0.324
"Ostrander_Above Weir",2023,0.421,0.051,0.325,0.421,0.521
"Green",2023,0.199,0.053,0.107,0.195,0.312
"Upper NF Toutle",2023,0,0,0,0,0.001
"NF_MS Toutle",2023,0.339,0.139,0.101,0.328,0.633
"SF Toutle",2023,0.194,0.051,0.106,0.19,0.303
"Coweeman",2023,0.155,0.064,0.056,0.146,0.302
"Kalama",2023,0.553,0.091,0.371,0.555,0.72
"Lower Lewis",2023,0.905,0.061,0.754,0.918,0.983
"Upper NF Lewis",2023,0.561,0.005,0.55,0.561,0.571
"Cedar",2023,0.643,0.019,0.606,0.643,0.68
"EF Lewis",2023,0.149,0.055,0.061,0.143,0.268
"Salmon Creek",2023,0.105,0.075,0.014,0.086,0.3
"Washougal",2023,0.252,0.104,0.085,0.24,0.482
"Lower Gorge",2023,0.156,0.09,0.034,0.139,0.385
"Duncan_Above Weir",2023,0.007,0.013,0,0.003,0.048
"Grays_Chinook",2024,0.667,0.069,0.523,0.671,0.792
"Elochoman_Skamokawa",2024,0.486,0.066,0.355,0.487,0.614
"Abernathy",2024,0.25,0.036,0.182,0.249,0.322
"Abernathy_Above AFTC",2024,0.253,0.036,0.186,0.252,0.325
"Mill",2024,0.25,0.036,0.184,0.249,0.324
"Germany",2024,0.249,0.037,0.182,0.248,0.324
"Coal",2024,0.096,0.049,0.025,0.089,0.208
"Upper Cowlitz and Cispus",2024,0.58,0.017,0.536,0.583,0.601
"Tilton",2024,0.911,0.012,0.88,0.914,0.927
"Lower Cowlitz",2024,0.053,0.072,0.001,0.025,0.274
"Delameter_Above Weir",2024,0.096,0.035,0.041,0.092,0.176
"Lacamas_Above Weir",2024,0.016,0.02,0.001,0.01,0.071
"Olequa_Above Weir",2024,0.025,0.016,0.005,0.022,0.064
"Ostrander_Above Weir",2024,0.082,0.036,0.027,0.076,0.166
"Green",2024,0.19,0.093,0.047,0.176,0.403
"Upper NF Toutle",2024,0,0.001,0,0,0.002
"NF_MS Toutle",2024,0.415,0.248,0.034,0.397,0.875
"SF Toutle",2024,0.13,0.067,0.033,0.118,0.286
"Coweeman",2024,0.289,0.101,0.113,0.281,0.507
"Kalama",2024,0.597,0.099,0.403,0.599,0.784
"Lower Lewis",2024,0.885,0.09,0.646,0.908,0.989
"Upper NF Lewis",2024,0.716,0.005,0.707,0.716,0.725
"Cedar",2024,0.639,0.023,0.593,0.64,0.684
"EF Lewis",2024,0.053,0.025,0.017,0.049,0.11
"Salmon Creek",2024,0.049,0.045,0.003,0.035,0.17
"Washougal",2024,0.231,0.089,0.086,0.223,0.431
"Lower Gorge",2024,0.326,0.112,0.127,0.32,0.558
"Duncan_Above Weir",2024,0.007,0.012,0,0.002,0.038
