"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Lower Cowlitz",2020,0.083,0.076,0.007,0.06,0.292
"Delameter_Above Weir",2020,0.17,0.102,0.028,0.152,0.414
"Lacamas_Above Weir",2020,0.028,0.022,0.004,0.022,0.086
"Olequa_Above Weir",2020,0.067,0.036,0.017,0.059,0.153
"Ostrander_Above Weir",2020,0.136,0.074,0.032,0.123,0.309
"Green",2020,0.142,0.049,0.062,0.137,0.253
"Upper NF Toutle",2020,0,0,0,0,0.001
"NF_MS Toutle",2020,0.247,0.149,0.039,0.221,0.596
"SF Toutle",2020,0.063,0.034,0.015,0.056,0.147
"Coweeman",2020,0.161,0.071,0.051,0.151,0.322
"Kalama",2020,0.724,0.092,0.521,0.733,0.877
"Lower Lewis",2020,0.546,0.189,0.172,0.555,0.876
"Upper NF Lewis",2020,0.496,0.005,0.486,0.496,0.506
"Cedar",2020,0.25,0.066,0.133,0.247,0.392
"EF Lewis",2020,0.097,0.053,0.024,0.087,0.225
"Salmon Creek",2020,0.103,0.066,0.017,0.088,0.267
"Washougal",2020,0.607,0.067,0.469,0.608,0.731
"Lower Gorge",2020,0.11,0.077,0.017,0.09,0.309
"Duncan_Above Weir",2020,0.04,0.047,0.002,0.024,0.175
"Grays_Chinook",2021,0.568,0.068,0.433,0.568,0.698
"Elochoman_Skamokawa",2021,0.46,0.05,0.363,0.459,0.556
"Abernathy",2021,0.146,0.042,0.073,0.143,0.236
"Abernathy_Above AFTC",2021,0.149,0.042,0.078,0.145,0.241
"Mill",2021,0.147,0.042,0.076,0.144,0.237
"Germany",2021,0.142,0.04,0.074,0.139,0.229
"Upper Cowlitz and Cispus",2021,0.672,0.003,0.665,0.672,0.678
"Tilton",2021,0.574,0.012,0.548,0.574,0.594
"Lower Cowlitz",2021,0.11,0.07,0.016,0.095,0.28
"Delameter_Above Weir",2021,0.04,0.033,0.004,0.032,0.126
"Lacamas_Above Weir",2021,0.05,0.025,0.015,0.046,0.109
"Olequa_Above Weir",2021,0.23,0.113,0.057,0.214,0.486
"Ostrander_Above Weir",2021,0.413,0.072,0.275,0.412,0.556
"Green",2021,0.078,0.029,0.031,0.074,0.143
"Upper NF Toutle",2021,0,0.001,0,0,0.001
"NF_MS Toutle",2021,0.336,0.202,0.036,0.31,0.762
"SF Toutle",2021,0.11,0.036,0.052,0.107,0.189
"Coweeman",2021,0.207,0.062,0.101,0.203,0.339
"Kalama",2021,0.746,0.087,0.556,0.754,0.892
"Lower Lewis",2021,0.615,0.156,0.286,0.626,0.877
"Upper NF Lewis",2021,0.697,0.005,0.687,0.697,0.707
"Cedar",2021,0.323,0.059,0.212,0.321,0.443
"EF Lewis",2021,0.072,0.026,0.03,0.068,0.129
"Salmon Creek",2021,0.041,0.037,0.003,0.03,0.14
"Washougal",2021,0.18,0.069,0.068,0.173,0.334
"Lower Gorge",2021,0.073,0.041,0.017,0.065,0.173
"Duncan_Above Weir",2021,0.037,0.053,0.001,0.018,0.192
"Grays_Chinook",2022,0.453,0.158,0.16,0.451,0.758
"Elochoman_Skamokawa",2022,0.201,0.108,0.042,0.183,0.455
"Abernathy",2022,0.244,0.062,0.135,0.24,0.374
"Abernathy_Above AFTC",2022,0.244,0.061,0.135,0.241,0.369
"Mill",2022,0.24,0.06,0.132,0.236,0.368
"Germany",2022,0.251,0.063,0.139,0.247,0.385
"Upper Cowlitz and Cispus",2022,0.512,0.017,0.469,0.516,0.534
"Tilton",2022,0.555,0.035,0.466,0.563,0.6
"Lower Cowlitz",2022,0.147,0.149,0.005,0.093,0.556
"Delameter_Above Weir",2022,0.052,0.067,0.001,0.026,0.252
"Lacamas_Above Weir",2022,0.033,0.024,0.005,0.027,0.095
"Olequa_Above Weir",2022,0.387,0.153,0.12,0.378,0.698
"Ostrander_Above Weir",2022,0.173,0.08,0.05,0.162,0.354
"Green",2022,0.117,0.068,0.024,0.104,0.281
"Upper NF Toutle",2022,0,0,0,0,0.001
"NF_MS Toutle",2022,0.318,0.244,0.013,0.264,0.851
"SF Toutle",2022,0.13,0.09,0.018,0.109,0.358
"Coweeman",2022,0.1,0.051,0.026,0.091,0.22
"Kalama",2022,0.604,0.078,0.444,0.606,0.748
"Lower Lewis",2022,0.822,0.076,0.649,0.831,0.942
"Upper NF Lewis",2022,0.635,0.005,0.625,0.635,0.644
"Cedar",2022,0.035,0.013,0.014,0.033,0.065
"EF Lewis",2022,0.085,0.05,0.018,0.075,0.208
"Salmon Creek",2022,0.041,0.053,0.001,0.021,0.193
"Washougal",2022,0.389,0.096,0.211,0.387,0.584
"Lower Gorge",2022,0.225,0.11,0.056,0.211,0.475
"Duncan_Above Weir",2022,0.042,0.069,0,0.015,0.251
