"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Kalama",2012,305,194,91,257,800
"Lower Lewis",2012,61,65,8,42,222
"Upper NF Lewis",2012,132,12,111,132,156
"Cedar",2012,103,57,25,92,244
"EF Lewis",2012,242,164,50,202,665
"Salmon Creek",2012,123,145,7,77,512
"Washougal",2012,65,46,12,53,185
"Lower Gorge",2012,96,67,19,79,272
"Duncan_Above Weir",2012,12,8,2,10,31
"Grays_Chinook",2013,1663,531,910,1568,2915
"Elochoman_Skamokawa",2013,518,198,225,486,985
"Abernathy",2013,32,13,13,30,62
"Abernathy_Above AFTC",2013,18,7,7,17,35
"Mill",2013,11,5,4,10,22
"Germany",2013,13,5,5,12,26
"Upper Cowlitz and Cispus",2013,5837,277,5257,5854,6334
"Tilton",2013,3778,243,3261,3791,4217
"Lower Cowlitz",2013,1296,553,542,1192,2666
"Delameter_Above Weir",2013,5,5,0,3,19
"Lacamas_Above Weir",2013,365,472,53,249,1325
"Olequa_Above Weir",2013,18,15,2,14,58
"Ostrander_Above Weir",2013,5,4,0,3,16
"Green",2013,199,105,56,178,456
"Upper NF Toutle",2013,0,0,0,0,1
"NF_MS Toutle",2013,454,346,108,366,1309
"SF Toutle",2013,536,295,172,473,1276
"Coweeman",2013,585,273,200,540,1256
"Kalama",2013,411,262,121,343,1090
"Lower Lewis",2013,275,209,62,224,794
"Upper NF Lewis",2013,6931,83,6770,6932,7095
"Cedar",2013,346,69,223,341,490
"EF Lewis",2013,266,142,84,237,618
"Salmon Creek",2013,67,80,3,40,278
"Washougal",2013,239,120,78,213,532
"Lower Gorge",2013,208,120,56,182,514
"Duncan_Above Weir",2013,3,3,0,3,10
"Grays_Chinook",2014,1879,521,1047,1824,3050
"Elochoman_Skamokawa",2014,1787,504,1028,1711,2999
"Abernathy",2014,130,21,93,129,174
"Abernathy_Above AFTC",2014,69,11,50,68,92
"Mill",2014,138,22,99,137,184
"Germany",2014,73,12,51,72,99
"Upper Cowlitz and Cispus",2014,22613,300,22003,22620,23175
"Tilton",2014,4907,154,4592,4914,5196
"Lower Cowlitz",2014,548,454,86,425,1750
"Delameter_Above Weir",2014,20,9,7,19,40
"Lacamas_Above Weir",2014,454,131,239,440,745
"Olequa_Above Weir",2014,247,79,121,238,425
"Ostrander_Above Weir",2014,36,12,17,34,63
"Green",2014,1049,259,636,1018,1643
"Upper NF Toutle",2014,0,0,0,0,0
"NF_MS Toutle",2014,1305,758,480,1121,3236
"SF Toutle",2014,2183,856,1080,2002,4352
"Coweeman",2014,1363,434,690,1309,2360
"Kalama",2014,1517,843,510,1326,3631
"Lower Lewis",2014,734,457,208,638,1840
"Upper NF Lewis",2014,8310,92,8130,8309,8491
"Cedar",2014,207,110,56,186,472
"EF Lewis",2014,922,493,289,820,2163
"Salmon Creek",2014,117,133,7,74,476
"Washougal",2014,1928,802,802,1787,3886
"Lower Gorge",2014,619,344,183,549,1459
"Duncan_Above Weir",2014,10,6,2,9,23
"Grays_Chinook",2015,321,160,118,288,732
"Elochoman_Skamokawa",2015,203,101,67,184,457
"Abernathy",2015,20,8,7,19,40
"Abernathy_Above AFTC",2015,16,6,7,15,30
"Mill",2015,17,7,6,16,35
"Germany",2015,13,6,5,12,26
"Upper Cowlitz and Cispus",2015,940,40,857,941,1015
"Tilton",2015,1555,95,1350,1561,1726
"Lower Cowlitz",2015,180,203,12,114,721
"Delameter_Above Weir",2015,11,6,3,9,26
"Lacamas_Above Weir",2015,29,30,3,20,107
"Olequa_Above Weir",2015,47,37,7,37,147
"Ostrander_Above Weir",2015,10,6,2,8,25
"Green",2015,312,143,102,289,654
"Upper NF Toutle",2015,0,0,0,0,0
"NF_MS Toutle",2015,850,617,233,691,2386
"SF Toutle",2015,1563,656,681,1433,3217
"Coweeman",2015,306,153,97,277,676
"Kalama",2015,260,147,86,226,634
"Lower Lewis",2015,107,126,10,68,447
"Upper NF Lewis",2015,3614,60,3498,3614,3732
"Cedar",2015,90,51,21,80,214
"EF Lewis",2015,144,110,26,115,426
"Salmon Creek",2015,48,75,2,24,242
"Washougal",2015,274,156,85,239,664
"Lower Gorge",2015,61,46,11,49,182
"Duncan_Above Weir",2015,2,2,0,1,7
"Grays_Chinook",2016,916,327,436,862,1717
"Elochoman_Skamokawa",2016,426,213,133,386,957
"Abernathy",2016,76,16,49,75,111
"Abernathy_Above AFTC",2016,46,9,30,45,65
"Mill",2016,53,11,34,52,77
"Germany",2016,34,7,21,33,50
"Upper Cowlitz and Cispus",2016,8850,251,8321,8861,9309
"Tilton",2016,4297,232,3811,4310,4718
"Lower Cowlitz",2016,414,395,35,297,1473
"Delameter_Above Weir",2016,44,15,20,42,77
"Lacamas_Above Weir",2016,12,12,1,8,45
"Olequa_Above Weir",2016,62,70,5,40,246
"Ostrander_Above Weir",2016,12,7,3,10,29
"Green",2016,2346,527,1496,2282,3566
"Upper NF Toutle",2016,0,0,0,0,1
"NF_MS Toutle",2016,673,600,108,502,2205
"SF Toutle",2016,755,357,277,683,1631
"Coweeman",2016,602,320,165,539,1395
"Kalama",2016,166,134,31,130,512
"Lower Lewis",2016,244,189,51,196,718
"Upper NF Lewis",2016,5680,75,5535,5680,5828
"Cedar",2016,413,220,115,370,951
"EF Lewis",2016,722,528,140,590,2104
"Salmon Creek",2016,172,234,8,95,777
"Washougal",2016,902,389,377,826,1856
"Lower Gorge",2016,66,46,13,54,188
"Duncan_Above Weir",2016,2,2,0,2,8
"Grays_Chinook",2017,867,350,388,800,1739
"Elochoman_Skamokawa",2017,349,230,61,296,924
"Abernathy",2017,28,8,15,27,46
"Abernathy_Above AFTC",2017,17,5,9,17,27
"Mill",2017,28,8,15,27,47
"Germany",2017,18,6,10,18,31
"Upper Cowlitz and Cispus",2017,6447,167,6093,6455,6750
"Tilton",2017,5244,151,4926,5251,5518
"Lower Cowlitz",2017,922,827,94,708,3031
"Delameter_Above Weir",2017,13,7,4,12,31
"Lacamas_Above Weir",2017,4,5,0,2,18
"Olequa_Above Weir",2017,24,24,2,17,88
"Ostrander_Above Weir",2017,21,11,6,19,48
"Green",2017,145,78,40,129,337
"Upper NF Toutle",2017,0,0,0,0,0
"NF_MS Toutle",2017,227,368,13,127,1053
"SF Toutle",2017,153,154,16,108,563
"Coweeman",2017,360,277,49,287,1082
"Kalama",2017,129,141,14,88,490
"Lower Lewis",2017,161,122,37,131,454
"Upper NF Lewis",2017,4545,67,4415,4544,4679
"Cedar",2017,651,384,135,577,1588
"EF Lewis",2017,972,482,329,881,2181
"Salmon Creek",2017,275,294,22,188,1052
"Washougal",2017,872,347,402,807,1707
"Lower Gorge",2017,111,102,14,82,370
"Duncan_Above Weir",2017,6,4,1,5,16
"Grays_Chinook",2018,964,384,427,895,1905
"Elochoman_Skamokawa",2018,796,381,241,734,1697
"Abernathy",2018,61,16,34,59,97
"Abernathy_Above AFTC",2018,31,8,17,30,50
"Mill",2018,44,12,24,43,72
"Germany",2018,64,17,35,62,103
"Upper Cowlitz and Cispus",2018,5828,103,5618,5831,6018
"Tilton",2018,3142,116,2891,3150,3350
"Lower Cowlitz",2018,280,336,18,173,1164
"Delameter_Above Weir",2018,24,13,6,21,55
"Lacamas_Above Weir",2018,5,5,0,3,20
"Olequa_Above Weir",2018,29,35,2,18,121
"Ostrander_Above Weir",2018,13,8,3,11,33
"Green",2018,179,121,31,150,482
"Upper NF Toutle",2018,0,0,0,0,0
"NF_MS Toutle",2018,201,296,13,113,914
"SF Toutle",2018,136,150,12,91,533
"Coweeman",2018,1130,933,99,870,3490
"Kalama",2018,162,105,39,137,431
"Lower Lewis",2018,462,437,79,343,1578
"Upper NF Lewis",2018,6218,79,6061,6217,6374
"Cedar",2018,807,728,68,590,2764
"EF Lewis",2018,269,166,65,232,686
"Salmon Creek",2018,258,190,45,209,755
"Washougal",2018,794,404,283,707,1821
"Lower Gorge",2018,158,98,38,135,405
"Duncan_Above Weir",2018,1,1,0,1,5
"Grays_Chinook",2019,1161,639,345,1035,2757
"Elochoman_Skamokawa",2019,1023,459,344,946,2110
"Abernathy",2019,304,46,223,301,400
"Abernathy_Above AFTC",2019,166,25,122,164,218
"Mill",2019,142,24,99,140,192
"Germany",2019,112,19,78,111,154
"Upper Cowlitz and Cispus",2019,6166,151,5850,6171,6438
"Tilton",2019,5662,177,5291,5670,5983
"Lower Cowlitz",2019,199,197,15,138,735
"Delameter_Above Weir",2019,25,16,5,22,65
"Lacamas_Above Weir",2019,3,3,0,2,10
"Olequa_Above Weir",2019,17,15,2,12,58
"Ostrander_Above Weir",2019,33,12,15,32,60
"Green",2019,247,143,57,217,606
"Upper NF Toutle",2019,0,0,0,0,0
"NF_MS Toutle",2019,367,348,53,266,1292
"SF Toutle",2019,302,197,66,255,807
"Coweeman",2019,1297,613,427,1187,2778
"Kalama",2019,212,217,29,147,791
"Lower Lewis",2019,487,578,52,314,1966
"Upper NF Lewis",2019,4001,64,3877,4002,4127
"Cedar",2019,448,356,62,354,1406
"EF Lewis",2019,277,207,46,224,814
"Salmon Creek",2019,356,298,49,273,1136
"Washougal",2019,772,347,312,707,1621
"Lower Gorge",2019,432,249,117,379,1056
"Duncan_Above Weir",2019,3,3,0,3,10
"Grays_Chinook",2020,794,436,222,707,1863
"Elochoman_Skamokawa",2020,525,319,111,458,1321
"Abernathy",2020,75,45,16,65,188
"Abernathy_Above AFTC",2020,61,37,13,53,155
"Mill",2020,71,43,14,62,180
"Germany",2020,44,28,9,38,115
"Upper Cowlitz and Cispus",2020,12374,199,11964,12380,12747
"Tilton",2020,10879,262,10318,10895,11352
"Lower Cowlitz",2020,213,262,14,131,889
"Delameter_Above Weir",2020,47,31,7,40,123
"Lacamas_Above Weir",2020,26,22,3,20,86
"Olequa_Above Weir",2020,88,58,19,75,240
"Ostrander_Above Weir",2020,45,26,10,39,109
"Green",2020,246,107,93,227,499
"Upper NF Toutle",2020,0,0,0,0,0
"NF_MS Toutle",2020,187,196,18,130,697
"SF Toutle",2020,173,121,33,142,487
"Coweeman",2020,879,479,239,784,2083
"Kalama",2020,774,413,285,682,1817
"Lower Lewis",2020,711,921,73,451,2896
"Upper NF Lewis",2020,4615,68,4480,4615,4751
"Cedar",2020,905,326,407,858,1654
"EF Lewis",2020,305,219,58,249,879
"Salmon Creek",2020,353,294,45,271,1126
"Washougal",2020,1441,520,703,1350,2681
"Lower Gorge",2020,149,140,18,107,527
"Duncan_Above Weir",2020,1,1,0,1,5
"Grays_Chinook",2021,1533,412,938,1467,2537
"Elochoman_Skamokawa",2021,1281,346,753,1232,2097
"Abernathy",2021,128,42,61,124,225
"Abernathy_Above AFTC",2021,90,29,44,87,158
"Mill",2021,74,24,35,71,129
"Germany",2021,38,13,17,36,68
"Upper Cowlitz and Cispus",2021,19765,251,19248,19775,20228
"Tilton",2021,8617,423,7718,8639,9376
"Lower Cowlitz",2021,302,233,40,243,913
"Delameter_Above Weir",2021,9,8,1,7,30
"Lacamas_Above Weir",2021,64,34,17,57,151
"Olequa_Above Weir",2021,601,423,114,501,1653
"Ostrander_Above Weir",2021,168,40,100,164,255
"Green",2021,145,65,51,135,303
"Upper NF Toutle",2021,0,0,0,0,0
"NF_MS Toutle",2021,363,454,21,231,1420
"SF Toutle",2021,338,162,122,305,742
"Coweeman",2021,1240,510,497,1154,2484
"Kalama",2021,934,589,293,787,2435
"Lower Lewis",2021,1028,1177,158,711,3718
"Upper NF Lewis",2021,6257,79,6106,6257,6416
"Cedar",2021,767,251,387,731,1354
"EF Lewis",2021,374,184,128,337,826
"Salmon Creek",2021,133,143,8,89,512
"Washougal",2021,203,115,59,179,491
"Lower Gorge",2021,109,78,21,89,313
"Duncan_Above Weir",2021,3,4,0,1,15
"Grays_Chinook",2022,805,630,151,643,2396
"Elochoman_Skamokawa",2022,210,161,33,168,618
"Abernathy",2022,267,80,137,259,446
"Abernathy_Above AFTC",2022,182,55,91,177,302
"Mill",2022,154,46,78,150,259
"Germany",2022,133,40,68,129,223
"Upper Cowlitz and Cispus",2022,12122,845,10016,12300,13260
"Tilton",2022,9173,1262,6200,9375,11064
"Lower Cowlitz",2022,509,746,13,259,2513
"Delameter_Above Weir",2022,17,23,0,9,88
"Lacamas_Above Weir",2022,11,8,1,9,33
"Olequa_Above Weir",2022,640,443,135,533,1798
"Ostrander_Above Weir",2022,63,32,17,57,138
"Green",2022,214,150,36,179,592
"Upper NF Toutle",2022,0,0,0,0,1
"NF_MS Toutle",2022,432,902,7,175,2363
"SF Toutle",2022,347,343,34,247,1236
"Coweeman",2022,498,302,111,432,1251
"Kalama",2022,490,303,166,416,1245
"Lower Lewis",2022,3312,3777,578,2327,12158
"Upper NF Lewis",2022,5810,76,5661,5810,5961
"Cedar",2022,37,18,12,33,80
"EF Lewis",2022,409,300,67,333,1187
"Salmon Creek",2022,143,237,3,65,759
"Washougal",2022,725,358,267,650,1605
"Lower Gorge",2022,462,402,70,352,1500
"Duncan_Above Weir",2022,3,4,0,1,16
