"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Lacamas_Above Weir",2014,11082,1002,9323,11008,13238
"Olequa_Above Weir",2014,8362,1056,6530,8285,10665
"Ostrander_Above Weir",2014,1088,111,893,1082,1322
"Green",2014,4294,750,3007,4217,5951
"Upper NF Toutle",2014,109,10,89,108,130
"NF_MS Toutle",2014,4163,1865,1963,3759,8769
"SF Toutle",2014,13398,4094,7798,12645,23522
"Coweeman",2014,9600,2132,6103,9374,14310
"Kalama",2014,1623,823,583,1442,3681
"Lower Lewis",2014,1949,1175,587,1701,4731
"Upper NF Lewis",2014,9002,95,8818,9003,9190
"Cedar",2014,9560,1587,6920,9376,13113
"EF Lewis",2014,6512,2173,3323,6225,11694
"Salmon Creek",2014,3883,1392,1849,3664,7221
"Washougal",2014,3359,1221,1497,3169,6364
"Lower Gorge",2014,2842,922,1315,2736,4940
"Duncan_Above Weir",2014,51,7,39,51,66
"Grays_Chinook",2015,687,175,438,656,1119
"Elochoman_Skamokawa",2015,708,213,362,687,1207
"Abernathy",2015,308,45,232,304,406
"Abernathy_Above AFTC",2015,180,25,136,178,234
"Mill",2015,269,42,196,265,362
"Germany",2015,194,34,136,191,267
"Coal",2015,130,201,14,85,493
"Upper Cowlitz and Cispus",2015,1294,48,1196,1296,1382
"Tilton",2015,2886,107,2667,2891,3077
"Lower Cowlitz",2015,1218,334,732,1165,2022
"Delameter_Above Weir",2015,125,19,92,123,165
"Lacamas_Above Weir",2015,900,360,444,821,1810
"Olequa_Above Weir",2015,626,205,332,590,1114
"Ostrander_Above Weir",2015,131,24,91,129,183
"Green",2015,835,189,534,811,1277
"Upper NF Toutle",2015,85,9,69,85,104
"NF_MS Toutle",2015,1325,630,553,1182,2947
"SF Toutle",2015,3615,1133,1989,3417,6302
"Coweeman",2015,1739,418,1059,1698,2657
"Kalama",2015,269,132,97,243,587
"Lower Lewis",2015,300,200,73,251,815
"Upper NF Lewis",2015,3724,61,3601,3725,3843
"Cedar",2015,802,149,569,777,1155
"EF Lewis",2015,826,345,348,768,1636
"Salmon Creek",2015,772,284,380,721,1481
"Washougal",2015,465,189,208,431,933
"Lower Gorge",2015,468,141,264,444,807
"Duncan_Above Weir",2015,11,3,6,11,17
"Grays_Chinook",2016,1665,345,1156,1610,2507
"Elochoman_Skamokawa",2016,1506,398,836,1461,2411
"Abernathy",2016,659,68,531,656,804
"Abernathy_Above AFTC",2016,365,30,312,364,427
"Mill",2016,467,54,371,464,582
"Germany",2016,300,41,225,298,385
"Coal",2016,250,271,39,184,855
"Upper Cowlitz and Cispus",2016,9721,251,9202,9728,10180
"Tilton",2016,6885,244,6379,6892,7336
"Lower Cowlitz",2016,2528,705,1544,2399,4303
"Delameter_Above Weir",2016,221,31,168,218,288
"Lacamas_Above Weir",2016,1007,216,678,978,1520
"Olequa_Above Weir",2016,1361,592,614,1243,2749
"Ostrander_Above Weir",2016,220,28,170,218,280
"Green",2016,3589,684,2430,3517,5098
"Upper NF Toutle",2016,532,23,489,532,576
"NF_MS Toutle",2016,1387,819,494,1207,3376
"SF Toutle",2016,3866,1205,2231,3639,6778
"Coweeman",2016,4192,814,2900,4091,6051
"Kalama",2016,236,125,91,207,568
"Lower Lewis",2016,785,453,291,677,1997
"Upper NF Lewis",2016,6806,82,6647,6805,6969
"Cedar",2016,2302,574,1444,2214,3656
"EF Lewis",2016,2383,1014,1008,2199,4868
"Salmon Creek",2016,1708,595,897,1588,3198
"Washougal",2016,1292,437,653,1225,2338
"Lower Gorge",2016,886,261,507,841,1531
"Duncan_Above Weir",2016,16,4,9,15,26
"Grays_Chinook",2017,1441,396,912,1362,2469
"Elochoman_Skamokawa",2017,1482,365,922,1434,2332
"Abernathy",2017,391,49,301,389,493
"Abernathy_Above AFTC",2017,219,20,182,218,261
"Mill",2017,378,50,287,376,483
"Germany",2017,256,39,186,254,339
"Coal",2017,162,131,40,132,478
"Upper Cowlitz and Cispus",2017,11609,198,11190,11615,11983
"Tilton",2017,10385,186,9998,10391,10728
"Lower Cowlitz",2017,2625,988,1420,2415,5057
"Delameter_Above Weir",2017,120,22,81,118,166
"Lacamas_Above Weir",2017,539,147,315,519,872
"Olequa_Above Weir",2017,647,282,268,600,1343
"Ostrander_Above Weir",2017,190,29,139,188,254
"Green",2017,836,174,535,824,1204
"Upper NF Toutle",2017,39,6,28,39,52
"NF_MS Toutle",2017,722,577,157,584,2199
"SF Toutle",2017,1610,539,715,1562,2832
"Coweeman",2017,3252,692,2130,3164,4852
"Kalama",2017,187,120,64,156,500
"Lower Lewis",2017,578,361,221,499,1393
"Upper NF Lewis",2017,6749,83,6586,6751,6916
"Cedar",2017,2564,658,1596,2464,4109
"EF Lewis",2017,2686,783,1539,2548,4573
"Salmon Creek",2017,1598,611,820,1475,3160
"Washougal",2017,1266,406,679,1202,2260
"Lower Gorge",2017,689,222,354,658,1217
"Duncan_Above Weir",2017,25,8,13,24,45
"Grays_Chinook",2018,1554,418,970,1478,2564
"Elochoman_Skamokawa",2018,2209,558,1379,2121,3578
"Abernathy",2018,469,61,359,466,597
"Abernathy_Above AFTC",2018,241,33,180,239,310
"Mill",2018,338,50,250,334,450
"Germany",2018,444,64,333,440,582
"Coal",2018,153,33,97,150,227
"Upper Cowlitz and Cispus",2018,5956,109,5723,5958,6165
"Tilton",2018,4405,135,4117,4412,4643
"Lower Cowlitz",2018,1784,605,995,1671,3322
"Delameter_Above Weir",2018,154,21,117,152,199
"Lacamas_Above Weir",2018,554,86,418,544,759
"Olequa_Above Weir",2018,762,231,437,720,1304
"Ostrander_Above Weir",2018,118,25,76,116,175
"Green",2018,951,191,642,931,1395
"Upper NF Toutle",2018,3,2,1,2,7
"NF_MS Toutle",2018,646,443,179,542,1751
"SF Toutle",2018,1505,516,685,1450,2645
"Coweeman",2018,4220,968,2711,4082,6480
"Kalama",2018,280,144,126,246,634
"Lower Lewis",2018,737,513,229,614,1959
"Upper NF Lewis",2018,6664,82,6508,6662,6824
"Cedar",2018,4653,1726,2387,4316,8877
"EF Lewis",2018,2003,562,1156,1923,3320
"Salmon Creek",2018,1602,561,873,1489,2984
"Washougal",2018,1121,390,563,1048,2060
"Lower Gorge",2018,819,257,451,776,1417
"Duncan_Above Weir",2018,14,4,8,13,24
"Grays_Chinook",2019,1983,560,1237,1864,3388
"Elochoman_Skamokawa",2019,3187,767,2032,3078,5022
"Abernathy",2019,1219,113,1012,1213,1451
"Abernathy_Above AFTC",2019,647,59,539,645,773
"Mill",2019,595,71,468,591,741
"Germany",2019,475,59,368,472,598
"Coal",2019,223,42,153,219,314
"Upper Cowlitz and Cispus",2019,9694,172,9338,9705,10013
"Tilton",2019,7170,187,6762,7180,7503
"Lower Cowlitz",2019,2673,701,1692,2557,4377
"Delameter_Above Weir",2019,195,33,140,193,266
"Lacamas_Above Weir",2019,220,30,171,216,288
"Olequa_Above Weir",2019,504,105,357,485,757
"Ostrander_Above Weir",2019,191,29,139,188,252
"Green",2019,1616,306,1112,1583,2322
"Upper NF Toutle",2019,459,22,417,458,503
"NF_MS Toutle",2019,1041,608,343,910,2535
"SF Toutle",2019,2836,759,1677,2734,4661
"Coweeman",2019,4979,1077,3193,4851,7488
"Kalama",2019,361,268,128,293,1003
"Lower Lewis",2019,749,549,192,606,2148
"Upper NF Lewis",2019,5318,73,5178,5318,5462
"Cedar",2019,3739,1597,1752,3413,7824
"EF Lewis",2019,2729,734,1612,2623,4375
"Salmon Creek",2019,2096,678,1146,1976,3791
"Washougal",2019,1430,446,783,1361,2446
"Lower Gorge",2019,1634,478,997,1546,2849
"Duncan_Above Weir",2019,58,8,44,57,75
"Grays_Chinook",2020,1852,466,1202,1769,2982
"Elochoman_Skamokawa",2020,2743,617,1788,2655,4212
"Abernathy",2020,901,123,686,891,1166
"Abernathy_Above AFTC",2020,629,81,485,625,803
"Mill",2020,640,89,488,631,835
"Germany",2020,417,65,304,411,559
"Coal",2020,223,42,151,220,314
"Upper Cowlitz and Cispus",2020,21221,243,20717,21233,21657
"Tilton",2020,13200,278,12614,13218,13701
"Lower Cowlitz",2020,2573,736,1377,2489,4215
"Delameter_Above Weir",2020,299,47,220,295,403
"Lacamas_Above Weir",2020,923,202,614,894,1380
"Olequa_Above Weir",2020,1334,395,777,1268,2247
"Ostrander_Above Weir",2020,376,66,267,369,525
"Green",2020,1879,347,1310,1836,2670
"Upper NF Toutle",2020,75,9,59,75,93
"NF_MS Toutle",2020,859,405,326,779,1882
"SF Toutle",2020,2911,825,1643,2812,4820
"Coweeman",2020,5938,1234,4031,5764,8673
"Kalama",2020,994,454,442,900,2153
"Lower Lewis",2020,981,747,258,776,2912
"Upper NF Lewis",2020,9306,97,9115,9306,9497
"Cedar",2020,7113,1806,4389,6894,11528
"EF Lewis",2020,2780,838,1485,2670,4738
"Salmon Creek",2020,2073,662,1120,1970,3662
"Washougal",2020,2513,733,1465,2379,4332
"Lower Gorge",2020,1394,432,750,1324,2427
"Duncan_Above Weir",2020,29,8,18,28,49
"Grays_Chinook",2021,2837,519,2079,2755,4076
"Elochoman_Skamokawa",2021,3404,713,2300,3303,5067
"Abernathy",2021,1023,117,809,1017,1265
"Abernathy_Above AFTC",2021,714,85,564,709,890
"Mill",2021,582,77,449,576,750
"Germany",2021,309,52,217,305,419
"Coal",2021,250,47,168,247,356
"Upper Cowlitz and Cispus",2021,29352,287,28754,29370,29877
"Tilton",2021,14940,470,13938,14962,15778
"Lower Cowlitz",2021,2745,617,1768,2676,4163
"Delameter_Above Weir",2021,298,53,203,293,411
"Lacamas_Above Weir",2021,1261,245,885,1225,1846
"Olequa_Above Weir",2021,2548,916,1333,2367,4842
"Ostrander_Above Weir",2021,469,70,348,464,619
"Green",2021,1974,425,1337,1901,2989
"Upper NF Toutle",2021,58,8,45,58,74
"NF_MS Toutle",2021,971,485,390,872,2094
"SF Toutle",2021,3267,839,1991,3140,5186
"Coweeman",2021,6432,1318,4317,6261,9485
"Kalama",2021,978,466,416,869,2159
"Lower Lewis",2021,1173,783,359,979,3232
"Upper NF Lewis",2021,8977,96,8792,8975,9166
"Cedar",2021,3060,932,1712,2912,5218
"EF Lewis",2021,5050,1357,3028,4851,8233
"Salmon Creek",2021,1786,539,999,1709,3000
"Washougal",2021,1052,297,605,1012,1757
"Lower Gorge",2021,1486,439,871,1407,2593
"Duncan_Above Weir",2021,78,9,62,77,96
"Grays_Chinook",2022,1862,450,1219,1781,3011
"Elochoman_Skamokawa",2022,1421,400,805,1362,2333
"Abernathy",2022,1308,151,1038,1297,1640
"Abernathy_Above AFTC",2022,899,109,707,889,1136
"Mill",2022,768,102,586,761,984
"Germany",2022,624,84,478,617,805
"Coal",2022,578,90,422,570,774
"Upper Cowlitz and Cispus",2022,23369,314,22722,23374,23949
"Tilton",2022,16267,419,15386,16292,17016
"Lower Cowlitz",2022,2623,532,1864,2531,3941
"Delameter_Above Weir",2022,366,56,271,361,486
"Lacamas_Above Weir",2022,412,109,248,397,667
"Olequa_Above Weir",2022,1736,670,799,1616,3384
"Ostrander_Above Weir",2022,430,69,312,425,583
"Green",2022,1808,363,1220,1760,2631
"Upper NF Toutle",2022,504,22,462,504,549
"NF_MS Toutle",2022,935,564,315,826,2209
"SF Toutle",2022,2547,799,1252,2443,4409
"Coweeman",2022,4907,966,3351,4805,7056
"Kalama",2022,568,216,283,526,1124
"Lower Lewis",2022,2053,1353,633,1721,5471
"Upper NF Lewis",2022,9151,96,8965,9152,9341
"Cedar",2022,2976,373,2348,2939,3819
"EF Lewis",2022,3680,914,2230,3562,5798
"Salmon Creek",2022,1432,440,752,1366,2458
"Washougal",2022,1419,361,848,1372,2253
"Lower Gorge",2022,1692,491,1032,1604,2878
"Duncan_Above Weir",2022,61,9,46,60,79
"Grays_Chinook",2023,1611,398,986,1558,2555
"Elochoman_Skamokawa",2023,2026,414,1369,1974,2967
"Abernathy",2023,1415,156,1140,1406,1746
"Abernathy_Above AFTC",2023,950,108,763,942,1179
"Mill",2023,966,116,763,958,1216
"Germany",2023,744,94,578,738,945
"Coal",2023,271,48,189,267,371
"Upper Cowlitz and Cispus",2023,13007,221,12541,13021,13409
"Tilton",2023,7967,348,7240,7991,8590
"Lower Cowlitz",2023,2491,558,1663,2389,3827
"Delameter_Above Weir",2023,451,67,335,446,600
"Lacamas_Above Weir",2023,1247,162,984,1230,1617
"Olequa_Above Weir",2023,2403,704,1353,2311,4079
"Ostrander_Above Weir",2023,864,114,669,855,1114
"Green",2023,1751,371,1123,1711,2576
"Upper NF Toutle",2023,315,18,281,315,350
"NF_MS Toutle",2023,913,461,304,821,2030
"SF Toutle",2023,2782,771,1555,2669,4590
"Coweeman",2023,3777,743,2524,3719,5428
"Kalama",2023,525,216,251,483,1061
"Lower Lewis",2023,2935,3102,512,2028,10697
"Upper NF Lewis",2023,8426,92,8249,8425,8604
"Cedar",2023,1648,258,1231,1616,2241
"EF Lewis",2023,2331,710,1258,2227,3936
"Salmon Creek",2023,1159,436,471,1101,2161
"Washougal",2023,939,294,470,901,1619
"Lower Gorge",2023,1261,424,597,1206,2268
"Duncan_Above Weir",2023,35,12,15,33,62
"Grays_Chinook",2024,4042,1094,2384,3875,6652
"Elochoman_Skamokawa",2024,3968,796,2698,3883,5808
"Abernathy",2024,2324,214,1934,2310,2787
"Abernathy_Above AFTC",2024,1618,154,1340,1610,1944
"Mill",2024,1625,166,1325,1611,1989
"Germany",2024,1208,130,978,1200,1488
"Coal",2024,393,60,289,389,526
"Upper Cowlitz and Cispus",2024,28794,1243,25668,29026,30547
"Tilton",2024,9737,1212,6902,9916,11593
"Lower Cowlitz",2024,3483,798,2345,3348,5306
"Delameter_Above Weir",2024,431,46,350,428,530
"Lacamas_Above Weir",2024,2337,553,1492,2259,3658
"Olequa_Above Weir",2024,4731,1544,2640,4438,8615
"Ostrander_Above Weir",2024,568,48,482,566,667
"Green",2024,2377,490,1565,2325,3465
"Upper NF Toutle",2024,25,5,16,24,35
"NF_MS Toutle",2024,1311,658,571,1173,2917
"SF Toutle",2024,3687,1065,2066,3540,6246
"Coweeman",2024,4342,1171,2396,4221,6891
"Kalama",2024,670,339,228,603,1542
"Lower Lewis",2024,2634,3376,525,1703,10602
"Upper NF Lewis",2024,9444,99,9256,9443,9639
"Cedar",2024,1598,204,1256,1580,2051
"EF Lewis",2024,4372,1077,2730,4229,6896
"Salmon Creek",2024,1558,492,840,1478,2755
"Washougal",2024,1507,408,900,1447,2458
"Lower Gorge",2024,2104,709,1100,1974,3817
"Duncan_Above Weir",2024,107,11,87,106,131
"Grays_Chinook",2025,3450,726,2396,3327,5200
"Elochoman_Skamokawa",2025,3448,582,2538,3374,4801
"Abernathy",2025,2302,223,1912,2293,2788
"Abernathy_Above AFTC",2025,1492,148,1222,1483,1813
"Mill",2025,2036,210,1655,2026,2491
"Germany",2025,1259,134,1015,1251,1552
"Coal",2025,188,41,119,184,281
"Upper Cowlitz and Cispus",2025,31916,1335,28582,32164,33811
"Tilton",2025,7044,793,5201,7152,8282
"Lower Cowlitz",2025,2977,800,1825,2849,4941
"Delameter_Above Weir",2025,248,31,193,245,317
"Lacamas_Above Weir",2025,1307,190,1003,1282,1747
"Olequa_Above Weir",2025,4907,3428,1385,4049,13676
"Ostrander_Above Weir",2025,254,21,217,253,297
"Green",2025,1986,459,1252,1921,3065
"Upper NF Toutle",2025,863,29,806,862,921
"NF_MS Toutle",2025,1167,564,490,1045,2687
"SF Toutle",2025,3662,1198,1973,3444,6781
"Coweeman",2025,4744,972,3179,4635,6940
"Kalama",2025,701,315,299,637,1472
"Lower Lewis",2025,1504,4587,169,731,7269
"Upper NF Lewis",2025,6569,82,6411,6567,6735
"Cedar",2025,3261,818,2102,3118,5292
"EF Lewis",2025,3406,1010,1910,3238,5750
"Salmon Creek",2025,1211,480,518,1129,2380
"Washougal",2025,1269,394,690,1206,2235
"Lower Gorge",2025,1550,571,754,1444,2952
"Duncan_Above Weir",2025,66,9,49,65,85
