"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Tilton",2012,3644,193,3241,3654,3989
"Lower Cowlitz",2012,799,1337,44,422,3757
"Delameter_Above Weir",2012,8,20,0,3,44
"Lacamas_Above Weir",2012,760,4828,8,196,4569
"Olequa_Above Weir",2012,40,64,2,20,208
"Ostrander_Above Weir",2012,15,33,0,6,84
"Green",2012,139,83,32,122,345
"Upper NF Toutle",2012,0,0,0,0,0
"NF_MS Toutle",2012,292,275,40,211,1010
"SF Toutle",2012,302,208,65,251,846
"Coweeman",2012,166,128,26,133,502
"Kalama",2012,326,217,94,270,882
"Lower Lewis",2012,64,79,7,43,240
"Upper NF Lewis",2012,132,11,111,132,156
"Cedar",2012,103,58,25,91,243
"EF Lewis",2012,261,182,54,216,719
"Salmon Creek",2012,131,154,7,81,551
"Washougal",2012,66,46,13,55,183
"Lower Gorge",2012,101,74,20,83,284
"Duncan_Above Weir",2012,13,8,2,11,32
"Grays_Chinook",2013,1709,535,948,1621,3002
"Elochoman_Skamokawa",2013,547,209,237,514,1054
"Abernathy",2013,34,13,13,32,64
"Abernathy_Above AFTC",2013,19,8,7,18,37
"Mill",2013,11,5,4,11,24
"Germany",2013,14,6,5,13,27
"Upper Cowlitz and Cispus",2013,5826,277,5239,5842,6322
"Tilton",2013,3779,245,3266,3794,4229
"Lower Cowlitz",2013,1355,609,534,1249,2877
"Delameter_Above Weir",2013,5,5,0,3,18
"Lacamas_Above Weir",2013,341,353,58,247,1184
"Olequa_Above Weir",2013,18,14,2,14,56
"Ostrander_Above Weir",2013,5,4,0,3,16
"Green",2013,208,112,57,187,481
"Upper NF Toutle",2013,0,0,0,0,1
"NF_MS Toutle",2013,473,345,114,388,1356
"SF Toutle",2013,547,308,164,481,1301
"Coweeman",2013,619,291,202,568,1330
"Kalama",2013,436,301,128,361,1193
"Lower Lewis",2013,286,265,57,220,901
"Upper NF Lewis",2013,6931,84,6767,6930,7095
"Cedar",2013,342,69,219,338,491
"EF Lewis",2013,282,156,88,248,669
"Salmon Creek",2013,70,89,3,41,297
"Washougal",2013,245,122,81,220,548
"Lower Gorge",2013,216,127,58,188,527
"Duncan_Above Weir",2013,4,3,0,3,11
"Grays_Chinook",2014,1955,538,1091,1889,3152
"Elochoman_Skamokawa",2014,1764,464,1051,1700,2882
"Abernathy",2014,137,22,98,136,183
"Abernathy_Above AFTC",2014,71,11,52,70,95
"Mill",2014,145,23,105,144,194
"Germany",2014,76,13,54,76,105
"Upper Cowlitz and Cispus",2014,22606,304,21991,22614,23179
"Tilton",2014,4912,150,4601,4919,5192
"Lower Cowlitz",2014,577,486,81,446,1806
"Delameter_Above Weir",2014,20,9,7,19,41
"Lacamas_Above Weir",2014,453,129,237,441,746
"Olequa_Above Weir",2014,248,78,123,239,428
"Ostrander_Above Weir",2014,38,12,18,36,66
"Green",2014,1117,280,673,1083,1761
"Upper NF Toutle",2014,0,0,0,0,0
"NF_MS Toutle",2014,1438,879,528,1225,3601
"SF Toutle",2014,2295,933,1118,2099,4641
"Coweeman",2014,1432,462,722,1365,2481
"Kalama",2014,1634,885,549,1441,3863
"Lower Lewis",2014,771,542,199,645,2065
"Upper NF Lewis",2014,8310,91,8132,8309,8489
"Cedar",2014,203,106,54,182,455
"EF Lewis",2014,976,534,297,859,2339
"Salmon Creek",2014,124,144,7,79,515
"Washougal",2014,2093,873,883,1942,4244
"Lower Gorge",2014,663,365,190,585,1594
"Duncan_Above Weir",2014,10,6,2,9,24
"Grays_Chinook",2015,340,179,122,303,784
"Elochoman_Skamokawa",2015,229,114,75,206,505
"Abernathy",2015,21,9,8,20,43
"Abernathy_Above AFTC",2015,13,5,6,13,25
"Mill",2015,18,8,7,17,36
"Germany",2015,13,6,5,12,27
"Upper Cowlitz and Cispus",2015,939,40,854,940,1014
"Tilton",2015,1559,93,1361,1565,1725
"Lower Cowlitz",2015,180,208,12,114,733
"Delameter_Above Weir",2015,11,6,3,10,26
"Lacamas_Above Weir",2015,29,29,3,21,108
"Olequa_Above Weir",2015,47,38,7,36,148
"Ostrander_Above Weir",2015,10,6,2,8,26
"Green",2015,327,150,110,304,690
"Upper NF Toutle",2015,0,0,0,0,0
"NF_MS Toutle",2015,906,662,243,740,2549
"SF Toutle",2015,1586,670,699,1453,3228
"Coweeman",2015,310,162,94,278,711
"Kalama",2015,268,152,88,234,650
"Lower Lewis",2015,105,140,8,64,450
"Upper NF Lewis",2015,3615,60,3496,3615,3735
"Cedar",2015,89,51,21,79,215
"EF Lewis",2015,144,110,26,115,433
"Salmon Creek",2015,49,78,2,24,249
"Washougal",2015,285,161,89,248,698
"Lower Gorge",2015,63,48,10,50,189
"Duncan_Above Weir",2015,2,2,0,1,7
"Grays_Chinook",2016,953,344,455,895,1771
"Elochoman_Skamokawa",2016,461,233,142,416,1047
"Abernathy",2016,80,17,52,79,117
"Abernathy_Above AFTC",2016,47,9,31,46,66
"Mill",2016,55,12,35,54,81
"Germany",2016,35,8,22,35,53
"Upper Cowlitz and Cispus",2016,8846,248,8331,8858,9296
"Tilton",2016,4300,231,3808,4310,4722
"Lower Cowlitz",2016,434,432,35,302,1580
"Delameter_Above Weir",2016,46,15,21,44,80
"Lacamas_Above Weir",2016,12,13,1,8,46
"Olequa_Above Weir",2016,64,74,5,41,258
"Ostrander_Above Weir",2016,12,7,3,10,30
"Green",2016,2478,559,1572,2414,3763
"Upper NF Toutle",2016,0,0,0,0,1
"NF_MS Toutle",2016,727,665,116,543,2415
"SF Toutle",2016,791,377,290,717,1715
"Coweeman",2016,633,341,171,568,1467
"Kalama",2016,174,142,31,136,544
"Lower Lewis",2016,252,230,50,195,789
"Upper NF Lewis",2016,5680,75,5534,5680,5827
"Cedar",2016,405,206,117,366,911
"EF Lewis",2016,737,537,148,602,2067
"Salmon Creek",2016,180,246,7,101,816
"Washougal",2016,950,419,396,867,1993
"Lower Gorge",2016,69,50,12,57,198
"Duncan_Above Weir",2016,2,2,0,2,8
"Grays_Chinook",2017,907,370,404,838,1833
"Elochoman_Skamokawa",2017,358,237,62,305,950
"Abernathy",2017,29,8,15,28,48
"Abernathy_Above AFTC",2017,17,5,9,17,27
"Mill",2017,29,8,16,29,48
"Germany",2017,19,6,10,19,32
"Upper Cowlitz and Cispus",2017,6439,173,6075,6448,6755
"Tilton",2017,5248,150,4932,5254,5519
"Lower Cowlitz",2017,974,878,98,740,3155
"Delameter_Above Weir",2017,14,7,4,13,31
"Lacamas_Above Weir",2017,4,5,0,2,19
"Olequa_Above Weir",2017,25,26,2,17,91
"Ostrander_Above Weir",2017,22,11,6,19,49
"Green",2017,150,82,39,134,354
"Upper NF Toutle",2017,0,0,0,0,0
"NF_MS Toutle",2017,239,351,13,131,1124
"SF Toutle",2017,167,171,16,116,617
"Coweeman",2017,361,286,47,285,1123
"Kalama",2017,138,163,14,93,513
"Lower Lewis",2017,166,136,37,131,504
"Upper NF Lewis",2017,4544,68,4412,4543,4677
"Cedar",2017,669,389,144,595,1621
"EF Lewis",2017,1035,516,347,935,2329
"Salmon Creek",2017,301,323,24,202,1164
"Washougal",2017,903,357,410,839,1786
"Lower Gorge",2017,115,106,15,84,390
"Duncan_Above Weir",2017,6,4,1,5,17
"Grays_Chinook",2018,996,416,422,918,2039
"Elochoman_Skamokawa",2018,853,401,264,793,1788
"Abernathy",2018,64,17,35,62,103
"Abernathy_Above AFTC",2018,32,9,17,31,52
"Mill",2018,47,13,25,45,76
"Germany",2018,67,18,37,65,107
"Upper Cowlitz and Cispus",2018,5827,101,5617,5831,6018
"Tilton",2018,3148,115,2902,3155,3356
"Lower Cowlitz",2018,300,390,18,181,1320
"Delameter_Above Weir",2018,24,13,6,22,56
"Lacamas_Above Weir",2018,5,5,0,3,20
"Olequa_Above Weir",2018,29,34,2,17,122
"Ostrander_Above Weir",2018,13,8,3,11,34
"Green",2018,187,126,33,158,505
"Upper NF Toutle",2018,0,0,0,0,0
"NF_MS Toutle",2018,221,322,14,125,1043
"SF Toutle",2018,157,186,13,101,625
"Coweeman",2018,1144,967,93,880,3682
"Kalama",2018,173,118,43,145,466
"Lower Lewis",2018,469,445,80,343,1606
"Upper NF Lewis",2018,6219,78,6065,6219,6370
"Cedar",2018,879,774,70,666,2911
"EF Lewis",2018,288,183,69,244,760
"Salmon Creek",2018,280,209,49,227,826
"Washougal",2018,833,421,299,745,1887
"Lower Gorge",2018,170,109,40,144,449
"Duncan_Above Weir",2018,1,1,0,1,5
"Grays_Chinook",2019,1191,683,333,1047,2866
"Elochoman_Skamokawa",2019,1070,476,369,994,2184
"Abernathy",2019,320,49,232,317,425
"Abernathy_Above AFTC",2019,172,26,125,170,228
"Mill",2019,148,24,105,146,201
"Germany",2019,117,20,82,116,161
"Upper Cowlitz and Cispus",2019,6164,150,5847,6171,6439
"Tilton",2019,5666,177,5291,5675,5988
"Lower Cowlitz",2019,206,215,14,138,792
"Delameter_Above Weir",2019,27,17,5,23,70
"Lacamas_Above Weir",2019,3,3,0,2,10
"Olequa_Above Weir",2019,16,15,2,11,54
"Ostrander_Above Weir",2019,34,12,15,33,61
"Green",2019,256,146,63,227,622
"Upper NF Toutle",2019,0,0,0,0,1
"NF_MS Toutle",2019,406,399,58,293,1427
"SF Toutle",2019,329,218,71,277,901
"Coweeman",2019,1348,638,441,1240,2902
"Kalama",2019,210,218,29,145,766
"Lower Lewis",2019,485,619,51,309,1985
"Upper NF Lewis",2019,4002,64,3877,4002,4128
"Cedar",2019,439,357,60,346,1342
"EF Lewis",2019,287,216,49,232,866
"Salmon Creek",2019,373,319,50,283,1209
"Washougal",2019,776,345,314,711,1639
"Lower Gorge",2019,440,261,115,384,1099
"Duncan_Above Weir",2019,3,3,0,3,10
"Grays_Chinook",2020,813,481,212,709,2020
"Elochoman_Skamokawa",2020,540,334,113,469,1379
"Abernathy",2020,77,49,16,66,198
"Abernathy_Above AFTC",2020,63,40,13,54,163
"Mill",2020,72,45,14,62,186
"Germany",2020,46,30,8,39,122
"Upper Cowlitz and Cispus",2020,12370,200,11953,12378,12740
"Tilton",2020,10893,260,10338,10906,11367
"Lower Cowlitz",2020,223,296,14,134,997
"Delameter_Above Weir",2020,54,35,9,47,141
"Lacamas_Above Weir",2020,27,22,4,21,83
"Olequa_Above Weir",2020,85,57,16,71,229
"Ostrander_Above Weir",2020,47,29,10,41,120
"Green",2020,261,114,97,241,541
"Upper NF Toutle",2020,0,0,0,0,0
"NF_MS Toutle",2020,215,228,21,148,814
"SF Toutle",2020,196,139,38,161,553
"Coweeman",2020,945,525,253,837,2288
"Kalama",2020,785,472,280,681,1887
"Lower Lewis",2020,914,1264,90,545,4017
"Upper NF Lewis",2020,4615,67,4485,4615,4747
"Cedar",2020,919,327,418,873,1691
"EF Lewis",2020,318,231,61,257,918
"Salmon Creek",2020,398,344,52,302,1284
"Washougal",2020,1412,520,687,1324,2658
"Lower Gorge",2020,132,140,12,90,495
"Duncan_Above Weir",2020,1,2,0,1,6
"Grays_Chinook",2021,1713,533,996,1619,3028
"Elochoman_Skamokawa",2021,1584,441,920,1518,2613
"Abernathy",2021,129,43,60,124,224
"Abernathy_Above AFTC",2021,90,30,42,86,159
"Mill",2021,74,25,33,71,132
"Germany",2021,36,13,16,34,67
"Upper Cowlitz and Cispus",2021,18480,1521,14677,18801,20452
"Tilton",2021,9198,1226,6265,9384,11017
"Lower Cowlitz",2021,315,258,38,245,993
"Delameter_Above Weir",2021,10,9,1,8,34
"Lacamas_Above Weir",2021,74,40,20,66,173
"Olequa_Above Weir",2021,539,470,65,410,1735
"Ostrander_Above Weir",2021,186,44,109,183,283
"Green",2021,154,74,51,141,336
"Upper NF Toutle",2021,0,0,0,0,0
"NF_MS Toutle",2021,498,752,26,296,2186
"SF Toutle",2021,420,226,139,373,994
"Coweeman",2021,1435,599,563,1335,2899
"Kalama",2021,1022,769,289,817,2987
"Lower Lewis",2021,2593,4649,253,1414,12117
"Upper NF Lewis",2021,6256,79,6105,6257,6409
"Cedar",2021,1083,390,508,1022,2025
"EF Lewis",2021,413,222,133,365,968
"Salmon Creek",2021,176,209,10,111,729
"Washougal",2021,155,102,35,132,407
"Lower Gorge",2021,75,69,8,55,260
"Duncan_Above Weir",2021,4,5,0,2,19
