"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Tilton",2015,1570,93,1367,1577,1729
"Lower Cowlitz",2015,148,161,8,94,594
"Delameter_Above Weir",2015,11,6,2,10,26
"Lacamas_Above Weir",2015,28,29,3,20,102
"Olequa_Above Weir",2015,54,44,8,42,168
"Ostrander_Above Weir",2015,10,7,2,9,27
"Green",2015,374,153,132,355,727
"Upper NF Toutle",2015,0,0,0,0,0
"NF_MS Toutle",2015,525,318,178,451,1305
"SF Toutle",2015,1312,551,607,1201,2671
"Coweeman",2015,317,147,106,291,660
"Kalama",2015,161,64,73,151,313
"Lower Lewis",2015,95,84,13,73,300
"Upper NF Lewis",2015,3614,59,3496,3614,3733
"Cedar",2015,89,52,21,78,218
"EF Lewis",2015,186,125,35,156,509
"Salmon Creek",2015,47,69,1,23,245
"Washougal",2015,268,99,117,253,514
"Lower Gorge",2015,57,41,10,47,166
"Duncan_Above Weir",2015,2,2,0,2,7
"Grays_Chinook",2016,957,282,489,932,1586
"Elochoman_Skamokawa",2016,515,228,175,478,1060
"Abernathy",2016,80,17,52,78,115
"Abernathy_Above AFTC",2016,46,9,31,46,65
"Mill",2016,54,12,34,53,78
"Germany",2016,37,8,23,37,55
"Upper Cowlitz and Cispus",2016,8787,263,8248,8799,9270
"Tilton",2016,4331,233,3847,4349,4750
"Lower Cowlitz",2016,386,373,27,274,1369
"Delameter_Above Weir",2016,45,15,21,43,78
"Lacamas_Above Weir",2016,11,12,1,7,45
"Olequa_Above Weir",2016,61,66,4,40,242
"Ostrander_Above Weir",2016,12,7,2,10,30
"Green",2016,1983,469,1253,1924,3072
"Upper NF Toutle",2016,0,0,0,0,1
"NF_MS Toutle",2016,656,435,146,558,1733
"SF Toutle",2016,847,417,316,754,1894
"Coweeman",2016,591,304,162,537,1333
"Kalama",2016,234,129,53,214,553
"Lower Lewis",2016,238,158,58,201,639
"Upper NF Lewis",2016,5680,75,5530,5681,5828
"Cedar",2016,407,208,113,372,899
"EF Lewis",2016,929,484,231,854,2058
"Salmon Creek",2016,189,257,6,101,886
"Washougal",2016,760,238,408,727,1336
"Lower Gorge",2016,72,50,13,59,200
"Duncan_Above Weir",2016,3,3,0,2,10
"Grays_Chinook",2017,926,250,504,903,1495
"Elochoman_Skamokawa",2017,318,207,53,274,862
"Abernathy",2017,29,8,15,28,47
"Abernathy_Above AFTC",2017,17,5,9,17,28
"Mill",2017,20,6,10,19,33
"Germany",2017,29,8,15,28,48
"Upper Cowlitz and Cispus",2017,6399,173,6041,6403,6709
"Tilton",2017,5266,152,4946,5273,5540
"Lower Cowlitz",2017,671,492,77,560,1895
"Delameter_Above Weir",2017,16,9,4,15,37
"Lacamas_Above Weir",2017,3,5,0,2,17
"Olequa_Above Weir",2017,25,24,2,17,90
"Ostrander_Above Weir",2017,20,10,5,18,45
"Green",2017,172,95,42,152,406
"Upper NF Toutle",2017,0,0,0,0,0
"NF_MS Toutle",2017,337,311,28,258,1135
"SF Toutle",2017,190,191,14,130,710
"Coweeman",2017,320,261,35,248,992
"Kalama",2017,180,108,33,161,453
"Lower Lewis",2017,163,123,42,135,463
"Upper NF Lewis",2017,4543,68,4409,4542,4675
"Cedar",2017,555,330,112,495,1336
"EF Lewis",2017,825,376,305,755,1699
"Salmon Creek",2017,290,275,26,206,1036
"Washougal",2017,704,221,378,671,1219
"Lower Gorge",2017,128,100,16,103,389
"Duncan_Above Weir",2017,5,4,1,4,15
"Grays_Chinook",2018,985,264,548,961,1592
"Elochoman_Skamokawa",2018,693,319,211,650,1420
"Abernathy",2018,64,17,36,62,103
"Abernathy_Above AFTC",2018,33,9,17,32,52
"Mill",2018,45,12,25,44,73
"Germany",2018,64,17,35,63,101
"Upper Cowlitz and Cispus",2018,5829,104,5619,5831,6026
"Tilton",2018,3189,107,2959,3194,3388
"Lower Cowlitz",2018,304,343,12,183,1220
"Delameter_Above Weir",2018,23,12,6,21,52
"Lacamas_Above Weir",2018,4,5,0,2,17
"Olequa_Above Weir",2018,24,28,1,14,98
"Ostrander_Above Weir",2018,14,9,3,12,35
"Green",2018,194,127,34,166,514
"Upper NF Toutle",2018,0,0,0,0,0
"NF_MS Toutle",2018,288,278,24,212,951
"SF Toutle",2018,170,192,9,105,689
"Coweeman",2018,789,687,66,579,2622
"Kalama",2018,211,112,61,190,492
"Lower Lewis",2018,319,195,89,276,822
"Upper NF Lewis",2018,6218,78,6064,6217,6372
"Cedar",2018,434,382,38,323,1457
"EF Lewis",2018,270,166,61,234,694
"Salmon Creek",2018,299,208,56,248,832
"Washougal",2018,737,249,360,702,1308
"Lower Gorge",2018,169,103,45,148,412
"Duncan_Above Weir",2018,2,2,0,1,7
"Grays_Chinook",2019,1261,501,374,1233,2351
"Elochoman_Skamokawa",2019,920,399,300,868,1859
"Abernathy",2019,305,46,222,303,404
"Abernathy_Above AFTC",2019,164,25,120,163,218
"Mill",2019,144,24,103,142,197
"Germany",2019,116,19,81,114,158
"Upper Cowlitz and Cispus",2019,6141,153,5821,6147,6422
"Tilton",2019,5705,170,5344,5718,6013
"Lower Cowlitz",2019,183,218,5,109,766
"Delameter_Above Weir",2019,46,28,7,40,113
"Lacamas_Above Weir",2019,2,2,0,1,9
"Olequa_Above Weir",2019,15,16,1,10,61
"Ostrander_Above Weir",2019,34,12,15,33,61
"Green",2019,261,151,60,231,629
"Upper NF Toutle",2019,0,0,0,0,1
"NF_MS Toutle",2019,403,362,63,303,1303
"SF Toutle",2019,288,203,51,238,832
"Coweeman",2019,1393,607,463,1312,2803
"Kalama",2019,360,210,74,323,869
"Lower Lewis",2019,416,303,74,344,1173
"Upper NF Lewis",2019,4004,63,3880,4004,4129
"Cedar",2019,428,341,52,333,1328
"EF Lewis",2019,255,199,35,202,781
"Salmon Creek",2019,445,352,66,354,1360
"Washougal",2019,936,347,427,880,1748
"Lower Gorge",2019,379,205,110,337,896
"Duncan_Above Weir",2019,3,3,0,3,10
"Grays_Chinook",2020,889,519,167,810,2129
"Elochoman_Skamokawa",2020,355,304,29,267,1174
"Abernathy",2020,78,66,6,59,251
"Abernathy_Above AFTC",2020,56,45,5,44,176
"Mill",2020,58,48,5,45,185
"Germany",2020,39,33,3,30,125
"Upper Cowlitz and Cispus",2020,10825,1499,7098,11137,12805
"Tilton",2020,9933,1431,6462,10242,11903
"Lower Cowlitz",2020,302,588,1,93,1814
"Delameter_Above Weir",2020,77,43,16,70,177
"Lacamas_Above Weir",2020,17,19,1,11,68
"Olequa_Above Weir",2020,55,44,7,44,166
"Ostrander_Above Weir",2020,19,17,2,14,65
"Green",2020,267,115,103,247,536
"Upper NF Toutle",2020,0,0,0,0,0
"NF_MS Toutle",2020,224,286,10,137,999
"SF Toutle",2020,97,108,6,63,375
"Coweeman",2020,871,503,202,764,2106
"Kalama",2020,698,406,260,597,1701
"Lower Lewis",2020,508,397,74,409,1534
"Upper NF Lewis",2020,4613,68,4481,4613,4750
"Cedar",2020,1014,382,438,953,1943
"EF Lewis",2020,252,235,20,181,863
"Salmon Creek",2020,618,482,81,494,1836
"Washougal",2020,1381,561,628,1269,2773
"Lower Gorge",2020,202,209,11,141,732
"Duncan_Above Weir",2020,2,3,0,1,11
