"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Lower Gorge",2011,0.506,0.05,0.416,0.508,0.601
"Duncan_Above Weir",2011,0.512,0.041,0.435,0.513,0.589
"Grays_Chinook",2012,0.485,0.044,0.405,0.485,0.566
"Elochoman_Skamokawa",2012,0.469,0.053,0.363,0.468,0.582
"Abernathy",2012,0.465,0.032,0.397,0.465,0.532
"Abernathy_Above AFTC",2012,0.463,0.033,0.393,0.463,0.528
"Mill",2012,0.464,0.032,0.396,0.464,0.521
"Germany",2012,0.463,0.033,0.399,0.464,0.522
"Coal",2012,0.478,0.055,0.38,0.477,0.58
"Upper Cowlitz and Cispus",2012,0.477,0.053,0.37,0.476,0.588
"Tilton",2012,0.479,0.054,0.37,0.481,0.586
"Lower Cowlitz",2012,0.475,0.058,0.359,0.473,0.588
"Delameter_Above Weir",2012,0.479,0.057,0.367,0.479,0.596
"Lacamas_Above Weir",2012,0.478,0.046,0.388,0.477,0.579
"Olequa_Above Weir",2012,0.475,0.058,0.372,0.473,0.585
"Ostrander_Above Weir",2012,0.476,0.052,0.373,0.477,0.582
"Green",2012,0.476,0.044,0.399,0.473,0.566
"Upper NF Toutle",2012,0.478,0.053,0.373,0.478,0.581
"NF_MS Toutle",2012,0.488,0.056,0.377,0.49,0.595
"SF Toutle",2012,0.475,0.047,0.392,0.472,0.559
"Coweeman",2012,0.472,0.048,0.382,0.468,0.568
"Kalama",2012,0.477,0.05,0.385,0.48,0.567
"Lower Lewis",2012,0.45,0.048,0.355,0.449,0.54
"Upper NF Lewis",2012,0.479,0.049,0.384,0.477,0.58
"Cedar",2012,0.442,0.045,0.348,0.442,0.531
"EF Lewis",2012,0.477,0.041,0.396,0.478,0.554
"Salmon Creek",2012,0.474,0.052,0.373,0.472,0.571
"Washougal",2012,0.476,0.052,0.377,0.477,0.575
"Lower Gorge",2012,0.532,0.041,0.454,0.53,0.611
"Duncan_Above Weir",2012,0.448,0.046,0.358,0.447,0.534
"Grays_Chinook",2013,0.511,0.032,0.443,0.512,0.576
"Elochoman_Skamokawa",2013,0.497,0.048,0.404,0.498,0.589
"Abernathy",2013,0.455,0.038,0.384,0.454,0.527
"Abernathy_Above AFTC",2013,0.433,0.037,0.367,0.431,0.509
"Mill",2013,0.425,0.04,0.344,0.425,0.5
"Germany",2013,0.445,0.038,0.366,0.444,0.52
"Coal",2013,0.476,0.048,0.383,0.476,0.566
"Upper Cowlitz and Cispus",2013,0.475,0.056,0.371,0.476,0.586
"Tilton",2013,0.476,0.052,0.371,0.475,0.587
"Lower Cowlitz",2013,0.464,0.046,0.367,0.464,0.555
"Delameter_Above Weir",2013,0.456,0.046,0.377,0.456,0.547
"Lacamas_Above Weir",2013,0.499,0.043,0.409,0.501,0.586
"Olequa_Above Weir",2013,0.466,0.041,0.387,0.465,0.55
"Ostrander_Above Weir",2013,0.467,0.057,0.366,0.468,0.569
"Green",2013,0.497,0.049,0.401,0.495,0.59
"Upper NF Toutle",2013,0.481,0.057,0.372,0.479,0.596
"NF_MS Toutle",2013,0.495,0.05,0.397,0.495,0.587
"SF Toutle",2013,0.543,0.043,0.464,0.543,0.629
"Coweeman",2013,0.479,0.043,0.399,0.477,0.559
"Kalama",2013,0.465,0.05,0.368,0.467,0.556
"Lower Lewis",2013,0.496,0.049,0.411,0.495,0.592
"Upper NF Lewis",2013,0.476,0.052,0.368,0.476,0.58
"Cedar",2013,0.454,0.039,0.386,0.454,0.534
"EF Lewis",2013,0.46,0.038,0.39,0.459,0.531
"Salmon Creek",2013,0.487,0.047,0.396,0.488,0.582
"Washougal",2013,0.48,0.049,0.39,0.477,0.579
"Lower Gorge",2013,0.481,0.041,0.403,0.481,0.558
"Duncan_Above Weir",2013,0.526,0.052,0.424,0.526,0.634
"Grays_Chinook",2014,0.503,0.02,0.467,0.504,0.539
"Elochoman_Skamokawa",2014,0.526,0.03,0.47,0.525,0.581
"Abernathy",2014,0.45,0.021,0.406,0.449,0.49
"Abernathy_Above AFTC",2014,0.406,0.021,0.363,0.406,0.444
"Mill",2014,0.459,0.021,0.419,0.46,0.499
"Germany",2014,0.454,0.021,0.413,0.453,0.499
"Coal",2014,0.477,0.05,0.38,0.48,0.577
"Upper Cowlitz and Cispus",2014,0.477,0.052,0.374,0.475,0.572
"Tilton",2014,0.476,0.06,0.36,0.478,0.596
"Lower Cowlitz",2014,0.428,0.024,0.382,0.427,0.475
"Delameter_Above Weir",2014,0.43,0.03,0.375,0.43,0.488
"Lacamas_Above Weir",2014,0.481,0.031,0.424,0.48,0.547
"Olequa_Above Weir",2014,0.505,0.026,0.458,0.505,0.555
"Ostrander_Above Weir",2014,0.517,0.036,0.448,0.518,0.588
"Green",2014,0.475,0.034,0.404,0.476,0.535
"Upper NF Toutle",2014,0.479,0.055,0.374,0.482,0.578
"NF_MS Toutle",2014,0.528,0.039,0.455,0.528,0.604
"SF Toutle",2014,0.496,0.027,0.44,0.496,0.551
"Coweeman",2014,0.509,0.035,0.441,0.51,0.575
"Kalama",2014,0.534,0.033,0.47,0.534,0.603
"Lower Lewis",2014,0.458,0.035,0.393,0.457,0.532
"Upper NF Lewis",2014,0.475,0.056,0.371,0.477,0.581
"Cedar",2014,0.483,0.053,0.381,0.487,0.586
"EF Lewis",2014,0.446,0.038,0.375,0.445,0.526
"Salmon Creek",2014,0.46,0.05,0.357,0.46,0.555
"Washougal",2014,0.47,0.04,0.394,0.469,0.55
"Lower Gorge",2014,0.526,0.043,0.446,0.528,0.61
"Duncan_Above Weir",2014,0.509,0.043,0.427,0.509,0.6
"Grays_Chinook",2015,0.479,0.045,0.389,0.479,0.561
"Elochoman_Skamokawa",2015,0.49,0.045,0.411,0.49,0.576
"Abernathy",2015,0.471,0.036,0.413,0.471,0.54
"Abernathy_Above AFTC",2015,0.449,0.04,0.377,0.451,0.526
"Mill",2015,0.463,0.038,0.388,0.462,0.535
"Germany",2015,0.467,0.037,0.388,0.466,0.545
"Coal",2015,0.477,0.056,0.371,0.479,0.59
"Upper Cowlitz and Cispus",2015,0.476,0.054,0.378,0.474,0.599
"Tilton",2015,0.478,0.05,0.387,0.475,0.584
"Lower Cowlitz",2015,0.489,0.054,0.383,0.487,0.592
"Delameter_Above Weir",2015,0.438,0.049,0.347,0.438,0.541
"Lacamas_Above Weir",2015,0.473,0.055,0.363,0.472,0.575
"Olequa_Above Weir",2015,0.485,0.055,0.375,0.482,0.597
"Ostrander_Above Weir",2015,0.455,0.05,0.361,0.453,0.553
"Green",2015,0.458,0.051,0.358,0.457,0.561
"Upper NF Toutle",2015,0.476,0.056,0.364,0.48,0.579
"NF_MS Toutle",2015,0.495,0.052,0.389,0.496,0.601
"SF Toutle",2015,0.508,0.047,0.412,0.507,0.599
"Coweeman",2015,0.464,0.049,0.375,0.464,0.566
"Kalama",2015,0.481,0.043,0.397,0.48,0.567
"Lower Lewis",2015,0.469,0.059,0.352,0.467,0.591
"Upper NF Lewis",2015,0.479,0.053,0.379,0.481,0.591
"Cedar",2015,0.465,0.051,0.36,0.463,0.565
"EF Lewis",2015,0.485,0.052,0.389,0.484,0.596
"Salmon Creek",2015,0.481,0.051,0.382,0.483,0.581
"Washougal",2015,0.486,0.047,0.398,0.486,0.578
"Lower Gorge",2015,0.5,0.048,0.41,0.497,0.598
"Duncan_Above Weir",2015,0.454,0.056,0.349,0.454,0.561
"Grays_Chinook",2016,0.472,0.026,0.419,0.471,0.524
"Elochoman_Skamokawa",2016,0.461,0.046,0.37,0.462,0.548
"Abernathy",2016,0.538,0.028,0.488,0.536,0.596
"Abernathy_Above AFTC",2016,0.54,0.027,0.49,0.54,0.593
"Mill",2016,0.528,0.027,0.478,0.528,0.578
"Germany",2016,0.529,0.03,0.471,0.532,0.587
"Coal",2016,0.479,0.051,0.386,0.48,0.578
"Upper Cowlitz and Cispus",2016,0.479,0.052,0.374,0.478,0.578
"Tilton",2016,0.476,0.058,0.367,0.477,0.6
"Lower Cowlitz",2016,0.483,0.045,0.395,0.482,0.562
"Delameter_Above Weir",2016,0.492,0.046,0.401,0.491,0.585
"Lacamas_Above Weir",2016,0.481,0.05,0.381,0.478,0.572
"Olequa_Above Weir",2016,0.462,0.056,0.361,0.463,0.576
"Ostrander_Above Weir",2016,0.519,0.05,0.426,0.518,0.619
"Green",2016,0.539,0.041,0.465,0.541,0.624
"Upper NF Toutle",2016,0.477,0.055,0.368,0.476,0.576
"NF_MS Toutle",2016,0.481,0.057,0.373,0.482,0.597
"SF Toutle",2016,0.501,0.043,0.413,0.501,0.584
"Coweeman",2016,0.474,0.049,0.378,0.474,0.558
"Kalama",2016,0.488,0.05,0.387,0.486,0.584
"Lower Lewis",2016,0.456,0.05,0.356,0.455,0.553
"Upper NF Lewis",2016,0.475,0.051,0.374,0.475,0.57
"Cedar",2016,0.461,0.05,0.369,0.461,0.556
"EF Lewis",2016,0.445,0.046,0.353,0.445,0.538
"Salmon Creek",2016,0.495,0.055,0.39,0.496,0.602
"Washougal",2016,0.471,0.046,0.386,0.473,0.561
"Lower Gorge",2016,0.497,0.046,0.413,0.501,0.582
"Duncan_Above Weir",2016,0.468,0.054,0.369,0.471,0.566
"Grays_Chinook",2017,0.497,0.032,0.434,0.495,0.561
"Elochoman_Skamokawa",2017,0.486,0.047,0.398,0.486,0.576
"Abernathy",2017,0.457,0.033,0.4,0.457,0.52
"Abernathy_Above AFTC",2017,0.464,0.028,0.405,0.463,0.522
"Mill",2017,0.471,0.031,0.414,0.471,0.537
"Germany",2017,0.463,0.035,0.397,0.463,0.531
"Coal",2017,0.478,0.056,0.378,0.477,0.589
"Upper Cowlitz and Cispus",2017,0.48,0.056,0.383,0.478,0.589
"Tilton",2017,0.481,0.063,0.352,0.48,0.612
"Lower Cowlitz",2017,0.484,0.044,0.395,0.483,0.569
"Delameter_Above Weir",2017,0.433,0.051,0.335,0.432,0.529
"Lacamas_Above Weir",2017,0.489,0.055,0.38,0.489,0.604
"Olequa_Above Weir",2017,0.473,0.054,0.369,0.472,0.576
"Ostrander_Above Weir",2017,0.508,0.051,0.413,0.507,0.599
"Green",2017,0.462,0.05,0.363,0.46,0.564
"Upper NF Toutle",2017,0.478,0.054,0.381,0.479,0.572
"NF_MS Toutle",2017,0.469,0.058,0.349,0.471,0.585
"SF Toutle",2017,0.448,0.059,0.339,0.448,0.561
"Coweeman",2017,0.474,0.05,0.377,0.469,0.578
"Kalama",2017,0.498,0.051,0.397,0.496,0.597
"Lower Lewis",2017,0.491,0.051,0.395,0.49,0.584
"Upper NF Lewis",2017,0.479,0.053,0.379,0.481,0.575
"Cedar",2017,0.41,0.054,0.298,0.408,0.516
"EF Lewis",2017,0.477,0.046,0.394,0.477,0.559
"Salmon Creek",2017,0.49,0.046,0.4,0.491,0.578
"Washougal",2017,0.457,0.043,0.37,0.458,0.54
"Lower Gorge",2017,0.483,0.049,0.389,0.484,0.577
"Duncan_Above Weir",2017,0.482,0.049,0.384,0.483,0.584
"Grays_Chinook",2018,0.503,0.039,0.42,0.502,0.579
"Elochoman_Skamokawa",2018,0.513,0.049,0.424,0.514,0.613
"Abernathy",2018,0.433,0.037,0.361,0.434,0.499
"Abernathy_Above AFTC",2018,0.454,0.037,0.387,0.453,0.528
"Mill",2018,0.439,0.038,0.372,0.439,0.518
"Germany",2018,0.457,0.036,0.39,0.457,0.53
"Coal",2018,0.48,0.054,0.378,0.482,0.588
"Upper Cowlitz and Cispus",2018,0.476,0.052,0.372,0.476,0.576
"Tilton",2018,0.475,0.053,0.376,0.475,0.581
"Lower Cowlitz",2018,0.472,0.05,0.376,0.474,0.571
"Delameter_Above Weir",2018,0.498,0.048,0.409,0.498,0.603
"Lacamas_Above Weir",2018,0.474,0.056,0.37,0.477,0.578
"Olequa_Above Weir",2018,0.485,0.05,0.389,0.485,0.582
"Ostrander_Above Weir",2018,0.473,0.054,0.369,0.475,0.574
"Green",2018,0.491,0.048,0.4,0.49,0.58
"Upper NF Toutle",2018,0.477,0.051,0.38,0.472,0.571
"NF_MS Toutle",2018,0.472,0.05,0.368,0.471,0.582
"SF Toutle",2018,0.462,0.054,0.356,0.463,0.568
"Coweeman",2018,0.494,0.052,0.394,0.493,0.592
"Kalama",2018,0.479,0.054,0.379,0.479,0.585
"Lower Lewis",2018,0.481,0.052,0.384,0.479,0.575
"Upper NF Lewis",2018,0.479,0.053,0.384,0.478,0.588
"Cedar",2018,0.449,0.053,0.348,0.45,0.55
"EF Lewis",2018,0.485,0.047,0.397,0.482,0.575
"Salmon Creek",2018,0.471,0.049,0.371,0.469,0.563
"Washougal",2018,0.488,0.05,0.398,0.49,0.579
"Lower Gorge",2018,0.468,0.044,0.38,0.468,0.553
"Duncan_Above Weir",2018,0.462,0.054,0.364,0.461,0.568
"Grays_Chinook",2019,0.47,0.044,0.383,0.47,0.559
"Elochoman_Skamokawa",2019,0.425,0.041,0.342,0.425,0.512
"Abernathy",2019,0.497,0.03,0.44,0.498,0.561
"Abernathy_Above AFTC",2019,0.504,0.026,0.454,0.503,0.554
"Mill",2019,0.483,0.025,0.433,0.483,0.532
"Germany",2019,0.479,0.031,0.422,0.477,0.543
"Coal",2019,0.484,0.055,0.38,0.482,0.59
"Upper Cowlitz and Cispus",2019,0.48,0.052,0.383,0.48,0.576
"Tilton",2019,0.482,0.057,0.374,0.48,0.595
"Lower Cowlitz",2019,0.457,0.044,0.369,0.457,0.55
"Delameter_Above Weir",2019,0.428,0.048,0.337,0.429,0.51
"Lacamas_Above Weir",2019,0.473,0.054,0.375,0.475,0.583
"Olequa_Above Weir",2019,0.473,0.055,0.362,0.47,0.578
"Ostrander_Above Weir",2019,0.43,0.049,0.336,0.427,0.52
"Green",2019,0.484,0.048,0.391,0.48,0.581
"Upper NF Toutle",2019,0.477,0.063,0.355,0.475,0.59
"NF_MS Toutle",2019,0.491,0.053,0.397,0.49,0.589
"SF Toutle",2019,0.492,0.045,0.396,0.491,0.586
"Coweeman",2019,0.456,0.046,0.372,0.456,0.541
"Kalama",2019,0.459,0.051,0.365,0.456,0.56
"Lower Lewis",2019,0.442,0.043,0.358,0.443,0.52
"Upper NF Lewis",2019,0.474,0.058,0.347,0.474,0.582
"Cedar",2019,0.462,0.049,0.36,0.464,0.553
"EF Lewis",2019,0.467,0.046,0.374,0.467,0.555
"Salmon Creek",2019,0.496,0.051,0.395,0.495,0.591
"Washougal",2019,0.487,0.046,0.401,0.486,0.575
"Lower Gorge",2019,0.41,0.033,0.344,0.41,0.476
"Duncan_Above Weir",2019,0.506,0.044,0.421,0.507,0.587
"Grays_Chinook",2020,0.468,0.035,0.402,0.466,0.538
"Elochoman_Skamokawa",2020,0.422,0.043,0.344,0.425,0.498
"Abernathy",2020,0.449,0.049,0.359,0.448,0.536
"Abernathy_Above AFTC",2020,0.464,0.048,0.372,0.463,0.56
"Mill",2020,0.478,0.048,0.383,0.476,0.568
"Germany",2020,0.474,0.047,0.381,0.475,0.564
"Coal",2020,0.473,0.053,0.368,0.472,0.575
"Upper Cowlitz and Cispus",2020,0.476,0.055,0.368,0.472,0.578
"Tilton",2020,0.478,0.056,0.374,0.477,0.595
"Lower Cowlitz",2020,0.449,0.047,0.356,0.45,0.538
"Delameter_Above Weir",2020,0.484,0.05,0.385,0.484,0.569
"Lacamas_Above Weir",2020,0.488,0.048,0.384,0.488,0.588
"Olequa_Above Weir",2020,0.458,0.054,0.348,0.458,0.567
"Ostrander_Above Weir",2020,0.449,0.05,0.356,0.449,0.553
"Green",2020,0.488,0.046,0.404,0.487,0.579
"Upper NF Toutle",2020,0.475,0.056,0.353,0.476,0.59
"NF_MS Toutle",2020,0.497,0.054,0.399,0.497,0.595
"SF Toutle",2020,0.472,0.045,0.39,0.473,0.567
"Coweeman",2020,0.495,0.048,0.4,0.495,0.6
"Kalama",2020,0.526,0.048,0.436,0.523,0.623
"Lower Lewis",2020,0.536,0.03,0.48,0.535,0.59
"Upper NF Lewis",2020,0.477,0.056,0.371,0.472,0.577
"Cedar",2020,0.569,0.025,0.516,0.57,0.612
"EF Lewis",2020,0.458,0.04,0.382,0.458,0.536
"Salmon Creek",2020,0.467,0.049,0.378,0.466,0.563
"Washougal",2020,0.496,0.045,0.407,0.494,0.578
"Lower Gorge",2020,0.45,0.048,0.354,0.45,0.543
"Duncan_Above Weir",2020,0.404,0.042,0.324,0.405,0.477
"Grays_Chinook",2021,0.483,0.022,0.439,0.483,0.527
"Elochoman_Skamokawa",2021,0.46,0.03,0.405,0.461,0.523
"Abernathy",2021,0.46,0.036,0.389,0.459,0.526
"Abernathy_Above AFTC",2021,0.462,0.036,0.399,0.462,0.533
"Mill",2021,0.459,0.038,0.387,0.461,0.535
"Germany",2021,0.449,0.041,0.367,0.45,0.531
"Coal",2021,0.45,0.048,0.355,0.451,0.542
"Upper Cowlitz and Cispus",2021,0.477,0.051,0.384,0.476,0.571
"Tilton",2021,0.476,0.056,0.364,0.476,0.582
"Lower Cowlitz",2021,0.43,0.031,0.368,0.429,0.487
"Delameter_Above Weir",2021,0.39,0.052,0.3,0.388,0.492
"Lacamas_Above Weir",2021,0.473,0.054,0.373,0.476,0.584
"Olequa_Above Weir",2021,0.451,0.047,0.361,0.451,0.539
"Ostrander_Above Weir",2021,0.467,0.045,0.376,0.467,0.559
"Green",2021,0.502,0.037,0.427,0.5,0.576
"Upper NF Toutle",2021,0.475,0.053,0.376,0.476,0.583
"NF_MS Toutle",2021,0.472,0.057,0.36,0.472,0.591
"SF Toutle",2021,0.531,0.041,0.453,0.53,0.615
"Coweeman",2021,0.45,0.049,0.348,0.452,0.544
"Kalama",2021,0.497,0.045,0.416,0.499,0.585
"Lower Lewis",2021,0.468,0.057,0.352,0.47,0.57
"Upper NF Lewis",2021,0.479,0.051,0.378,0.479,0.575
"Cedar",2021,0.516,0.039,0.443,0.515,0.587
"EF Lewis",2021,0.421,0.034,0.357,0.422,0.485
"Salmon Creek",2021,0.45,0.055,0.351,0.451,0.554
"Washougal",2021,0.48,0.052,0.377,0.478,0.576
"Lower Gorge",2021,0.49,0.04,0.416,0.49,0.564
"Duncan_Above Weir",2021,0.453,0.038,0.377,0.452,0.531
"Grays_Chinook",2022,0.402,0.036,0.333,0.402,0.471
"Elochoman_Skamokawa",2022,0.525,0.042,0.446,0.526,0.609
"Abernathy",2022,0.47,0.047,0.38,0.47,0.565
"Abernathy_Above AFTC",2022,0.47,0.046,0.388,0.47,0.556
"Mill",2022,0.471,0.049,0.376,0.47,0.581
"Germany",2022,0.483,0.043,0.404,0.479,0.566
"Coal",2022,0.492,0.054,0.391,0.49,0.608
"Upper Cowlitz and Cispus",2022,0.479,0.062,0.37,0.477,0.605
"Tilton",2022,0.479,0.054,0.377,0.482,0.572
"Lower Cowlitz",2022,0.503,0.034,0.438,0.501,0.573
"Delameter_Above Weir",2022,0.504,0.052,0.39,0.505,0.609
"Lacamas_Above Weir",2022,0.499,0.056,0.396,0.497,0.61
"Olequa_Above Weir",2022,0.477,0.051,0.378,0.475,0.576
"Ostrander_Above Weir",2022,0.435,0.047,0.344,0.434,0.524
"Green",2022,0.456,0.046,0.367,0.454,0.546
"Upper NF Toutle",2022,0.478,0.055,0.373,0.477,0.591
"NF_MS Toutle",2022,0.475,0.058,0.367,0.473,0.583
"SF Toutle",2022,0.463,0.049,0.369,0.461,0.564
"Coweeman",2022,0.486,0.046,0.392,0.487,0.581
"Kalama",2022,0.48,0.046,0.398,0.479,0.58
"Lower Lewis",2022,0.532,0.047,0.451,0.529,0.622
"Upper NF Lewis",2022,0.478,0.057,0.368,0.479,0.578
"Cedar",2022,0.47,0.025,0.419,0.47,0.516
"EF Lewis",2022,0.453,0.041,0.366,0.452,0.534
"Salmon Creek",2022,0.474,0.055,0.369,0.478,0.577
"Washougal",2022,0.493,0.044,0.415,0.495,0.579
"Lower Gorge",2022,0.439,0.037,0.374,0.438,0.508
"Duncan_Above Weir",2022,0.489,0.04,0.412,0.49,0.561
"Grays_Chinook",2023,0.476,0.038,0.406,0.476,0.55
"Elochoman_Skamokawa",2023,0.475,0.042,0.389,0.473,0.561
"Abernathy",2023,0.462,0.039,0.385,0.463,0.537
"Abernathy_Above AFTC",2023,0.464,0.04,0.389,0.464,0.546
"Mill",2023,0.458,0.043,0.371,0.458,0.546
"Germany",2023,0.454,0.038,0.382,0.457,0.523
"Coal",2023,0.49,0.053,0.381,0.489,0.596
"Upper Cowlitz and Cispus",2023,0.479,0.053,0.375,0.483,0.574
"Tilton",2023,0.477,0.057,0.364,0.478,0.588
"Lower Cowlitz",2023,0.492,0.042,0.407,0.492,0.57
"Delameter_Above Weir",2023,0.469,0.05,0.368,0.469,0.559
"Lacamas_Above Weir",2023,0.455,0.058,0.345,0.452,0.565
"Olequa_Above Weir",2023,0.487,0.046,0.397,0.485,0.574
"Ostrander_Above Weir",2023,0.477,0.051,0.37,0.477,0.57
"Green",2023,0.499,0.043,0.411,0.499,0.596
"Upper NF Toutle",2023,0.477,0.053,0.375,0.474,0.575
"NF_MS Toutle",2023,0.485,0.05,0.383,0.489,0.577
"SF Toutle",2023,0.467,0.037,0.395,0.466,0.534
"Coweeman",2023,0.501,0.052,0.391,0.503,0.607
"Kalama",2023,0.514,0.042,0.434,0.513,0.595
"Lower Lewis",2023,0.467,0.046,0.38,0.467,0.548
"Upper NF Lewis",2023,0.476,0.051,0.381,0.476,0.575
"Cedar",2023,0.62,0.021,0.579,0.62,0.661
"EF Lewis",2023,0.502,0.042,0.427,0.5,0.582
"Salmon Creek",2023,0.467,0.051,0.371,0.468,0.565
"Washougal",2023,0.467,0.045,0.382,0.466,0.549
"Lower Gorge",2023,0.459,0.047,0.363,0.457,0.552
"Duncan_Above Weir",2023,0.466,0.051,0.364,0.467,0.567
