"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Delameter_Above Weir",2011,0.046,0.064,0.001,0.024,0.26
"Lacamas_Above Weir",2011,0.168,0.184,0.005,0.093,0.674
"Olequa_Above Weir",2011,0.051,0.049,0.004,0.034,0.187
"Ostrander_Above Weir",2011,0.153,0.147,0.007,0.106,0.569
"Green",2011,0.173,0.085,0.042,0.158,0.356
"Upper NF Toutle",2011,0.001,0.001,0,0,0.005
"NF_MS Toutle",2011,0.319,0.18,0.047,0.29,0.691
"SF Toutle",2011,0.144,0.071,0.043,0.13,0.305
"Coweeman",2011,0.053,0.023,0.016,0.05,0.104
"Kalama",2011,0.89,0.078,0.682,0.908,0.976
"Lower Lewis",2011,0.199,0.072,0.072,0.194,0.359
"Upper NF Lewis",2011,0.728,0.192,0.269,0.776,0.968
"Cedar",2011,0.25,0.013,0.224,0.25,0.276
"EF Lewis",2011,0.073,0.049,0.012,0.06,0.205
"Salmon Creek",2011,0.091,0.097,0.005,0.059,0.37
"Washougal",2011,0.122,0.066,0.029,0.109,0.288
"Lower Gorge",2011,0.145,0.082,0.032,0.127,0.344
"Duncan_Above Weir",2011,0.033,0.026,0.004,0.026,0.098
"Grays_Chinook",2012,0.437,0.132,0.187,0.431,0.702
"Elochoman_Skamokawa",2012,0.298,0.119,0.091,0.288,0.555
"Abernathy",2012,0.026,0.012,0.008,0.024,0.053
"Abernathy_Above AFTC",2012,0.026,0.01,0.01,0.025,0.046
"Mill",2012,0.026,0.011,0.01,0.025,0.051
"Germany",2012,0.026,0.012,0.007,0.025,0.052
"Coal",2012,0.026,0.011,0.01,0.024,0.052
"Upper Cowlitz and Cispus",2012,0.581,0.009,0.564,0.581,0.599
"Tilton",2012,0.739,0.011,0.716,0.739,0.758
"Lower Cowlitz",2012,0.271,0.165,0.037,0.239,0.686
"Delameter_Above Weir",2012,0.032,0.049,0.002,0.017,0.147
"Lacamas_Above Weir",2012,0.119,0.117,0.008,0.079,0.435
"Olequa_Above Weir",2012,0.026,0.026,0.002,0.018,0.097
"Ostrander_Above Weir",2012,0.084,0.096,0.003,0.05,0.353
"Green",2012,0.169,0.082,0.047,0.157,0.343
"Upper NF Toutle",2012,0.001,0.001,0,0,0.003
"NF_MS Toutle",2012,0.278,0.143,0.07,0.258,0.601
"SF Toutle",2012,0.127,0.063,0.035,0.117,0.269
"Coweeman",2012,0.05,0.033,0.009,0.043,0.131
"Kalama",2012,0.841,0.075,0.653,0.855,0.951
"Lower Lewis",2012,0.113,0.06,0.028,0.103,0.275
"Upper NF Lewis",2012,0.8,0.028,0.741,0.801,0.852
"Cedar",2012,0.091,0.047,0.03,0.081,0.205
"EF Lewis",2012,0.077,0.044,0.017,0.071,0.182
"Salmon Creek",2012,0.074,0.074,0.004,0.056,0.276
"Washougal",2012,0.141,0.07,0.04,0.127,0.305
"Lower Gorge",2012,0.169,0.079,0.056,0.158,0.337
"Duncan_Above Weir",2012,0.136,0.08,0.027,0.12,0.335
"Grays_Chinook",2013,0.643,0.055,0.529,0.645,0.746
"Elochoman_Skamokawa",2013,0.391,0.084,0.23,0.388,0.553
"Abernathy",2013,0.076,0.028,0.033,0.072,0.144
"Abernathy_Above AFTC",2013,0.074,0.027,0.03,0.069,0.137
"Mill",2013,0.069,0.022,0.033,0.066,0.119
"Germany",2013,0.074,0.028,0.03,0.072,0.136
"Coal",2013,0.075,0.027,0.032,0.073,0.137
"Upper Cowlitz and Cispus",2013,0.998,0.001,0.996,0.998,0.999
"Tilton",2013,0.586,0.015,0.551,0.587,0.613
"Lower Cowlitz",2013,0.422,0.063,0.303,0.423,0.534
"Delameter_Above Weir",2013,0.02,0.019,0.002,0.013,0.081
"Lacamas_Above Weir",2013,0.073,0.03,0.028,0.07,0.155
"Olequa_Above Weir",2013,0.014,0.01,0.002,0.011,0.039
"Ostrander_Above Weir",2013,0.029,0.023,0.003,0.023,0.092
"Green",2013,0.143,0.058,0.043,0.135,0.275
"Upper NF Toutle",2013,0,0.001,0,0,0.002
"NF_MS Toutle",2013,0.328,0.113,0.13,0.324,0.558
"SF Toutle",2013,0.144,0.053,0.061,0.136,0.261
"Coweeman",2013,0.13,0.045,0.061,0.126,0.229
"Kalama",2013,0.845,0.079,0.645,0.863,0.952
"Lower Lewis",2013,0.355,0.102,0.161,0.345,0.578
"Upper NF Lewis",2013,0.995,0.001,0.994,0.995,0.997
"Cedar",2013,0.273,0.048,0.187,0.272,0.361
"EF Lewis",2013,0.093,0.032,0.04,0.088,0.164
"Salmon Creek",2013,0.036,0.037,0.003,0.025,0.125
"Washougal",2013,0.345,0.101,0.162,0.341,0.562
"Lower Gorge",2013,0.238,0.092,0.09,0.226,0.431
"Duncan_Above Weir",2013,0.077,0.063,0.009,0.058,0.247
"Grays_Chinook",2014,0.42,0.076,0.275,0.415,0.571
"Elochoman_Skamokawa",2014,0.355,0.041,0.278,0.354,0.44
"Abernathy",2014,0.119,0.016,0.09,0.12,0.15
"Abernathy_Above AFTC",2014,0.122,0.016,0.093,0.123,0.156
"Mill",2014,0.12,0.016,0.091,0.119,0.153
"Germany",2014,0.121,0.014,0.094,0.12,0.15
"Coal",2014,0.121,0.015,0.093,0.121,0.15
"Upper Cowlitz and Cispus",2014,0.767,0.003,0.761,0.767,0.773
"Tilton",2014,0.354,0.007,0.341,0.354,0.367
"Lower Cowlitz",2014,0.112,0.066,0.023,0.098,0.275
"Delameter_Above Weir",2014,0.021,0.008,0.01,0.02,0.041
"Lacamas_Above Weir",2014,0.036,0.008,0.022,0.035,0.055
"Olequa_Above Weir",2014,0.03,0.006,0.019,0.029,0.043
"Ostrander_Above Weir",2014,0.03,0.008,0.016,0.029,0.047
"Green",2014,0.296,0.039,0.222,0.296,0.374
"Upper NF Toutle",2014,0,0.001,0,0,0.002
"NF_MS Toutle",2014,0.365,0.057,0.257,0.367,0.477
"SF Toutle",2014,0.195,0.021,0.153,0.195,0.242
"Coweeman",2014,0.161,0.035,0.096,0.16,0.229
"Kalama",2014,0.895,0.027,0.84,0.896,0.945
"Lower Lewis",2014,0.394,0.051,0.3,0.39,0.497
"Upper NF Lewis",2014,0.923,0.003,0.917,0.923,0.928
"Cedar",2014,0.055,0.026,0.017,0.05,0.121
"EF Lewis",2014,0.177,0.058,0.079,0.171,0.296
"Salmon Creek",2014,0.025,0.024,0.002,0.017,0.087
"Washougal",2014,0.677,0.056,0.569,0.679,0.785
"Lower Gorge",2014,0.278,0.086,0.137,0.274,0.46
"Duncan_Above Weir",2014,0.049,0.029,0.011,0.041,0.122
"Grays_Chinook",2015,0.473,0.132,0.224,0.479,0.726
"Elochoman_Skamokawa",2015,0.368,0.108,0.175,0.359,0.599
"Abernathy",2015,0.074,0.03,0.032,0.069,0.143
"Abernathy_Above AFTC",2015,0.103,0.033,0.053,0.098,0.177
"Mill",2015,0.072,0.028,0.028,0.068,0.137
"Germany",2015,0.075,0.029,0.031,0.071,0.137
"Coal",2015,0.07,0.024,0.03,0.067,0.125
"Upper Cowlitz and Cispus",2015,0.711,0.015,0.68,0.711,0.738
"Tilton",2015,0.528,0.017,0.491,0.53,0.556
"Lower Cowlitz",2015,0.145,0.116,0.014,0.109,0.437
"Delameter_Above Weir",2015,0.064,0.033,0.02,0.057,0.145
"Lacamas_Above Weir",2015,0.032,0.027,0.004,0.024,0.11
"Olequa_Above Weir",2015,0.059,0.038,0.011,0.05,0.155
"Ostrander_Above Weir",2015,0.084,0.036,0.029,0.079,0.172
"Green",2015,0.427,0.132,0.192,0.426,0.674
"Upper NF Toutle",2015,0,0,0,0,0.002
"NF_MS Toutle",2015,0.659,0.115,0.425,0.666,0.854
"SF Toutle",2015,0.493,0.073,0.352,0.492,0.625
"Coweeman",2015,0.197,0.079,0.077,0.187,0.372
"Kalama",2015,0.875,0.041,0.791,0.878,0.944
"Lower Lewis",2015,0.296,0.153,0.059,0.276,0.642
"Upper NF Lewis",2015,0.97,0.003,0.965,0.97,0.975
"Cedar",2015,0.06,0.038,0.012,0.054,0.153
"EF Lewis",2015,0.197,0.103,0.053,0.179,0.435
"Salmon Creek",2015,0.045,0.05,0.002,0.027,0.171
"Washougal",2015,0.613,0.109,0.38,0.615,0.797
"Lower Gorge",2015,0.145,0.09,0.024,0.126,0.349
"Duncan_Above Weir",2015,0.051,0.049,0.006,0.034,0.177
"Grays_Chinook",2016,0.573,0.105,0.368,0.581,0.761
"Elochoman_Skamokawa",2016,0.356,0.104,0.171,0.355,0.557
"Abernathy",2016,0.132,0.024,0.089,0.131,0.18
"Abernathy_Above AFTC",2016,0.133,0.022,0.094,0.131,0.18
"Mill",2016,0.129,0.022,0.092,0.127,0.176
"Germany",2016,0.128,0.023,0.088,0.126,0.177
"Coal",2016,0.129,0.023,0.091,0.128,0.177
"Upper Cowlitz and Cispus",2016,0.906,0.003,0.9,0.906,0.913
"Tilton",2016,0.619,0.013,0.594,0.62,0.643
"Lower Cowlitz",2016,0.169,0.114,0.026,0.147,0.456
"Delameter_Above Weir",2016,0.159,0.049,0.076,0.157,0.264
"Lacamas_Above Weir",2016,0.012,0.01,0.001,0.008,0.036
"Olequa_Above Weir",2016,0.032,0.029,0.004,0.024,0.109
"Ostrander_Above Weir",2016,0.047,0.027,0.012,0.042,0.107
"Green",2016,0.747,0.04,0.666,0.746,0.831
"Upper NF Toutle",2016,0,0,0,0,0.001
"NF_MS Toutle",2016,0.512,0.159,0.215,0.503,0.813
"SF Toutle",2016,0.236,0.066,0.125,0.231,0.376
"Coweeman",2016,0.175,0.081,0.055,0.163,0.356
"Kalama",2016,0.633,0.164,0.24,0.66,0.894
"Lower Lewis",2016,0.353,0.117,0.145,0.345,0.608
"Upper NF Lewis",2016,0.834,0.005,0.825,0.834,0.843
"Cedar",2016,0.083,0.03,0.035,0.079,0.145
"EF Lewis",2016,0.355,0.141,0.117,0.341,0.639
"Salmon Creek",2016,0.07,0.069,0.005,0.047,0.235
"Washougal",2016,0.717,0.074,0.559,0.72,0.843
"Lower Gorge",2016,0.086,0.049,0.017,0.078,0.208
"Duncan_Above Weir",2016,0.054,0.049,0.005,0.04,0.174
"Grays_Chinook",2017,0.662,0.103,0.437,0.669,0.834
"Elochoman_Skamokawa",2017,0.268,0.134,0.06,0.248,0.546
"Abernathy",2017,0.082,0.019,0.05,0.08,0.124
"Abernathy_Above AFTC",2017,0.082,0.021,0.047,0.08,0.127
"Mill",2017,0.085,0.022,0.048,0.084,0.131
"Germany",2017,0.082,0.023,0.045,0.081,0.135
"Coal",2017,0.083,0.022,0.043,0.082,0.129
"Upper Cowlitz and Cispus",2017,0.553,0.007,0.539,0.552,0.566
"Tilton",2017,0.5,0.008,0.484,0.5,0.513
"Lower Cowlitz",2017,0.344,0.173,0.064,0.341,0.682
"Delameter_Above Weir",2017,0.131,0.056,0.04,0.122,0.259
"Lacamas_Above Weir",2017,0.009,0.009,0,0.006,0.034
"Olequa_Above Weir",2017,0.035,0.026,0.005,0.029,0.107
"Ostrander_Above Weir",2017,0.095,0.045,0.025,0.09,0.197
"Green",2017,0.207,0.086,0.073,0.2,0.383
"Upper NF Toutle",2017,0,0,0,0,0.001
"NF_MS Toutle",2017,0.372,0.187,0.077,0.369,0.739
"SF Toutle",2017,0.115,0.085,0.017,0.097,0.351
"Coweeman",2017,0.137,0.084,0.025,0.122,0.329
"Kalama",2017,0.59,0.202,0.17,0.614,0.896
"Lower Lewis",2017,0.327,0.111,0.134,0.321,0.554
"Upper NF Lewis",2017,0.673,0.006,0.662,0.673,0.683
"Cedar",2017,0.157,0.048,0.079,0.149,0.254
"EF Lewis",2017,0.372,0.104,0.193,0.366,0.588
"Salmon Creek",2017,0.12,0.098,0.014,0.09,0.369
"Washougal",2017,0.747,0.054,0.633,0.749,0.845
"Lower Gorge",2017,0.167,0.095,0.03,0.149,0.407
"Duncan_Above Weir",2017,0.092,0.067,0.015,0.075,0.266
"Grays_Chinook",2018,0.686,0.104,0.453,0.689,0.86
"Elochoman_Skamokawa",2018,0.413,0.127,0.185,0.412,0.648
"Abernathy",2018,0.149,0.033,0.09,0.148,0.22
"Abernathy_Above AFTC",2018,0.145,0.033,0.086,0.142,0.216
"Mill",2018,0.154,0.036,0.092,0.15,0.234
"Germany",2018,0.165,0.039,0.095,0.164,0.243
"Coal",2018,0.153,0.134,0.012,0.116,0.55
"Upper Cowlitz and Cispus",2018,0.971,0.002,0.967,0.971,0.975
"Tilton",2018,0.7,0.01,0.677,0.701,0.719
"Lower Cowlitz",2018,0.157,0.118,0.016,0.125,0.447
"Delameter_Above Weir",2018,0.14,0.054,0.053,0.131,0.26
"Lacamas_Above Weir",2018,0.01,0.01,0.001,0.006,0.035
"Olequa_Above Weir",2018,0.043,0.033,0.006,0.033,0.132
"Ostrander_Above Weir",2018,0.111,0.067,0.027,0.097,0.275
"Green",2018,0.21,0.11,0.046,0.194,0.479
"Upper NF Toutle",2018,0,0,0,0,0.001
"NF_MS Toutle",2018,0.378,0.198,0.081,0.351,0.797
"SF Toutle",2018,0.103,0.085,0.014,0.076,0.337
"Coweeman",2018,0.29,0.17,0.038,0.269,0.655
"Kalama",2018,0.651,0.155,0.313,0.671,0.901
"Lower Lewis",2018,0.598,0.155,0.295,0.607,0.873
"Upper NF Lewis",2018,0.933,0.003,0.926,0.933,0.939
"Cedar",2018,0.25,0.084,0.105,0.241,0.442
"EF Lewis",2018,0.137,0.061,0.041,0.132,0.265
"Salmon Creek",2018,0.119,0.067,0.024,0.106,0.28
"Washougal",2018,0.695,0.102,0.488,0.704,0.875
"Lower Gorge",2018,0.206,0.091,0.072,0.193,0.418
"Duncan_Above Weir",2018,0.049,0.045,0.004,0.035,0.169
"Grays_Chinook",2019,0.569,0.146,0.251,0.586,0.81
"Elochoman_Skamokawa",2019,0.36,0.115,0.166,0.352,0.595
"Abernathy",2019,0.281,0.031,0.221,0.281,0.343
"Abernathy_Above AFTC",2019,0.28,0.031,0.223,0.28,0.342
"Mill",2019,0.272,0.029,0.224,0.27,0.333
"Germany",2019,0.269,0.029,0.216,0.268,0.327
"Coal",2019,0.176,0.123,0.017,0.146,0.445
"Upper Cowlitz and Cispus",2019,0.633,0.007,0.619,0.633,0.645
"Tilton",2019,0.782,0.007,0.768,0.783,0.796
"Lower Cowlitz",2019,0.078,0.062,0.009,0.061,0.232
"Delameter_Above Weir",2019,0.17,0.072,0.065,0.158,0.326
"Lacamas_Above Weir",2019,0.016,0.014,0.002,0.012,0.051
"Olequa_Above Weir",2019,0.036,0.029,0.005,0.028,0.106
"Ostrander_Above Weir",2019,0.189,0.044,0.113,0.187,0.28
"Green",2019,0.172,0.077,0.053,0.157,0.343
"Upper NF Toutle",2019,0,0,0,0,0.001
"NF_MS Toutle",2019,0.43,0.172,0.13,0.435,0.751
"SF Toutle",2019,0.111,0.056,0.033,0.101,0.256
"Coweeman",2019,0.264,0.093,0.11,0.255,0.457
"Kalama",2019,0.511,0.182,0.192,0.509,0.853
"Lower Lewis",2019,0.52,0.17,0.176,0.525,0.82
"Upper NF Lewis",2019,0.752,0.006,0.741,0.752,0.763
"Cedar",2019,0.183,0.068,0.076,0.177,0.325
"EF Lewis",2019,0.095,0.058,0.022,0.082,0.231
"Salmon Creek",2019,0.116,0.073,0.022,0.102,0.312
"Washougal",2019,0.556,0.088,0.393,0.559,0.722
"Lower Gorge",2019,0.278,0.107,0.096,0.27,0.5
"Duncan_Above Weir",2019,0.033,0.022,0.005,0.028,0.085
"Grays_Chinook",2020,0.413,0.144,0.137,0.412,0.679
"Elochoman_Skamokawa",2020,0.217,0.1,0.075,0.196,0.457
"Abernathy",2020,0.105,0.059,0.027,0.091,0.25
"Abernathy_Above AFTC",2020,0.122,0.071,0.024,0.107,0.279
"Mill",2020,0.138,0.075,0.028,0.122,0.311
"Germany",2020,0.136,0.083,0.028,0.119,0.379
"Coal",2020,0.149,0.12,0.013,0.119,0.474
"Upper Cowlitz and Cispus",2020,0.58,0.005,0.57,0.581,0.589
"Tilton",2020,0.818,0.005,0.809,0.818,0.827
"Lower Cowlitz",2020,0.087,0.079,0.007,0.063,0.322
"Delameter_Above Weir",2020,0.174,0.058,0.08,0.165,0.301
"Lacamas_Above Weir",2020,0.049,0.024,0.015,0.044,0.104
"Olequa_Above Weir",2020,0.065,0.032,0.019,0.06,0.139
"Ostrander_Above Weir",2020,0.049,0.023,0.016,0.046,0.099
"Green",2020,0.142,0.051,0.061,0.137,0.26
"Upper NF Toutle",2020,0,0,0,0,0.001
"NF_MS Toutle",2020,0.272,0.155,0.056,0.254,0.599
"SF Toutle",2020,0.063,0.032,0.021,0.056,0.138
"Coweeman",2020,0.167,0.075,0.059,0.156,0.34
"Kalama",2020,0.717,0.097,0.515,0.728,0.88
"Lower Lewis",2020,0.586,0.169,0.207,0.593,0.869
"Upper NF Lewis",2020,0.496,0.005,0.486,0.496,0.504
"Cedar",2020,0.636,0.022,0.592,0.637,0.676
"EF Lewis",2020,0.098,0.051,0.025,0.093,0.218
"Salmon Creek",2020,0.119,0.071,0.023,0.105,0.281
"Washougal",2020,0.615,0.068,0.482,0.619,0.735
"Lower Gorge",2020,0.114,0.08,0.017,0.091,0.31
"Duncan_Above Weir",2020,0.021,0.025,0.001,0.013,0.091
"Grays_Chinook",2021,0.567,0.07,0.408,0.569,0.699
"Elochoman_Skamokawa",2021,0.458,0.048,0.378,0.457,0.555
"Abernathy",2021,0.15,0.047,0.076,0.144,0.252
"Abernathy_Above AFTC",2021,0.15,0.045,0.073,0.145,0.248
"Mill",2021,0.149,0.043,0.075,0.144,0.24
"Germany",2021,0.145,0.044,0.07,0.14,0.247
"Coal",2021,0.128,0.093,0.012,0.104,0.357
"Upper Cowlitz and Cispus",2021,0.671,0.003,0.664,0.671,0.677
"Tilton",2021,0.571,0.012,0.547,0.571,0.593
"Lower Cowlitz",2021,0.102,0.064,0.013,0.092,0.268
"Delameter_Above Weir",2021,0.249,0.04,0.172,0.249,0.327
"Lacamas_Above Weir",2021,0.054,0.023,0.018,0.05,0.107
"Olequa_Above Weir",2021,0.207,0.078,0.081,0.202,0.377
"Ostrander_Above Weir",2021,0.401,0.044,0.317,0.4,0.493
"Green",2021,0.079,0.027,0.035,0.075,0.14
"Upper NF Toutle",2021,0,0,0,0,0.001
"NF_MS Toutle",2021,0.362,0.191,0.066,0.344,0.745
"SF Toutle",2021,0.112,0.032,0.058,0.108,0.178
"Coweeman",2021,0.21,0.06,0.108,0.208,0.334
"Kalama",2021,0.735,0.087,0.555,0.741,0.88
"Lower Lewis",2021,0.654,0.145,0.35,0.666,0.897
"Upper NF Lewis",2021,0.697,0.005,0.688,0.697,0.706
"Cedar",2021,0.214,0.04,0.145,0.212,0.297
"EF Lewis",2021,0.072,0.025,0.036,0.07,0.132
"Salmon Creek",2021,0.063,0.049,0.007,0.049,0.189
"Washougal",2021,0.19,0.072,0.07,0.182,0.334
"Lower Gorge",2021,0.073,0.042,0.017,0.063,0.174
"Duncan_Above Weir",2021,0.013,0.014,0,0.008,0.052
"Grays_Chinook",2022,0.4,0.137,0.123,0.387,0.668
"Elochoman_Skamokawa",2022,0.178,0.085,0.049,0.165,0.379
"Abernathy",2022,0.255,0.072,0.132,0.251,0.411
"Abernathy_Above AFTC",2022,0.252,0.072,0.123,0.248,0.398
"Mill",2022,0.256,0.068,0.14,0.25,0.406
"Germany",2022,0.283,0.082,0.138,0.279,0.448
"Coal",2022,0.097,0.085,0.008,0.07,0.33
"Upper Cowlitz and Cispus",2022,0.508,0.006,0.496,0.508,0.518
"Tilton",2022,0.553,0.011,0.53,0.554,0.572
"Lower Cowlitz",2022,0.104,0.104,0.005,0.067,0.395
"Delameter_Above Weir",2022,0.089,0.036,0.036,0.083,0.165
"Lacamas_Above Weir",2022,0.029,0.019,0.006,0.024,0.08
"Olequa_Above Weir",2022,0.274,0.087,0.122,0.264,0.445
"Ostrander_Above Weir",2022,0.142,0.027,0.091,0.14,0.199
"Green",2022,0.135,0.061,0.037,0.127,0.268
"Upper NF Toutle",2022,0,0,0,0,0.001
"NF_MS Toutle",2022,0.336,0.207,0.052,0.317,0.784
"SF Toutle",2022,0.146,0.08,0.045,0.128,0.339
"Coweeman",2022,0.105,0.046,0.034,0.098,0.211
"Kalama",2022,0.58,0.076,0.435,0.581,0.725
"Lower Lewis",2022,0.83,0.073,0.663,0.84,0.938
"Upper NF Lewis",2022,0.635,0.005,0.625,0.635,0.643
"Cedar",2022,0.259,0.024,0.216,0.258,0.309
"EF Lewis",2022,0.099,0.051,0.023,0.089,0.226
"Salmon Creek",2022,0.086,0.073,0.007,0.067,0.291
"Washougal",2022,0.376,0.089,0.209,0.37,0.562
"Lower Gorge",2022,0.195,0.104,0.041,0.179,0.438
"Duncan_Above Weir",2022,0.012,0.015,0,0.006,0.059
"Grays_Chinook",2023,0.327,0.108,0.144,0.317,0.57
"Elochoman_Skamokawa",2023,0.162,0.075,0.047,0.156,0.326
"Abernathy",2023,0.145,0.041,0.075,0.142,0.232
"Abernathy_Above AFTC",2023,0.148,0.042,0.071,0.144,0.245
"Mill",2023,0.143,0.04,0.071,0.142,0.227
"Germany",2023,0.143,0.041,0.071,0.141,0.225
"Coal",2023,0.081,0.065,0.006,0.06,0.248
"Upper Cowlitz and Cispus",2023,0.521,0.015,0.484,0.523,0.542
"Tilton",2023,0.833,0.023,0.77,0.839,0.861
"Lower Cowlitz",2023,0.107,0.13,0.003,0.059,0.478
"Delameter_Above Weir",2023,0.269,0.046,0.19,0.267,0.362
"Lacamas_Above Weir",2023,0.025,0.019,0.003,0.02,0.077
"Olequa_Above Weir",2023,0.253,0.046,0.175,0.25,0.338
"Ostrander_Above Weir",2023,0.436,0.05,0.338,0.436,0.535
"Green",2023,0.199,0.057,0.102,0.193,0.314
"Upper NF Toutle",2023,0,0,0,0,0.001
"NF_MS Toutle",2023,0.334,0.137,0.099,0.324,0.608
"SF Toutle",2023,0.201,0.053,0.113,0.199,0.313
"Coweeman",2023,0.122,0.059,0.034,0.111,0.263
"Kalama",2023,0.531,0.093,0.361,0.534,0.701
"Lower Lewis",2023,0.906,0.065,0.74,0.924,0.982
"Upper NF Lewis",2023,0.56,0.005,0.55,0.56,0.57
"Cedar",2023,0.643,0.017,0.612,0.643,0.673
"EF Lewis",2023,0.176,0.065,0.071,0.168,0.326
"Salmon Creek",2023,0.164,0.105,0.022,0.145,0.421
"Washougal",2023,0.276,0.129,0.077,0.26,0.549
"Lower Gorge",2023,0.101,0.089,0.009,0.074,0.355
"Duncan_Above Weir",2023,0.014,0.026,0,0.005,0.081
