"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Upper Cowlitz and Cispus",2020,8903,90,8717,8901,9070
"Tilton",2020,2404,48,2312,2407,2496
"Lower Cowlitz",2020,2150,706,1073,2047,3737
"Delameter_Above Weir",2020,239,43,170,234,335
"Lacamas_Above Weir",2020,899,186,600,878,1349
"Olequa_Above Weir",2020,1233,368,704,1168,2088
"Ostrander_Above Weir",2020,337,58,233,329,458
"Green",2020,1569,296,1031,1560,2209
"Upper NF Toutle",2020,76,9,59,76,94
"NF_MS Toutle",2020,512,269,159,451,1222
"SF Toutle",2020,2685,814,1519,2542,4509
"Coweeman",2020,4816,1057,3156,4708,7101
"Kalama",2020,258,122,107,233,590
"Lower Lewis",2020,339,230,83,280,862
"Upper NF Lewis",2020,4695,68,4576,4695,4840
"Cedar",2020,1729,400,1098,1655,2602
"EF Lewis",2020,2604,867,1198,2520,4659
"Salmon Creek",2020,1759,692,885,1620,3232
"Washougal",2020,862,266,478,818,1560
"Lower Gorge",2020,1189,432,548,1113,2278
"Duncan_Above Weir",2020,28,7,17,26,47
"Grays_Chinook",2021,1229,287,793,1175,1871
"Elochoman_Skamokawa",2021,1840,425,1179,1788,2847
"Abernathy",2021,829,107,646,821,1041
"Abernathy_Above AFTC",2021,578,73,443,572,735
"Mill",2021,473,63,356,473,598
"Germany",2021,245,43,168,241,338
"Coal",2021,210,44,136,206,308
"Upper Cowlitz and Cispus",2021,9668,100,9471,9670,9863
"Tilton",2021,6395,81,6239,6395,6560
"Lower Cowlitz",2021,2338,694,1365,2210,4171
"Delameter_Above Weir",2021,209,40,139,209,286
"Lacamas_Above Weir",2021,1217,245,814,1184,1776
"Olequa_Above Weir",2021,1984,756,990,1831,3918
"Ostrander_Above Weir",2021,269,44,205,265,364
"Green",2021,1823,405,1220,1755,2777
"Upper NF Toutle",2021,59,7,45,59,74
"NF_MS Toutle",2021,546,297,191,474,1344
"SF Toutle",2021,2845,838,1665,2720,4846
"Coweeman",2021,4925,1060,3261,4809,7320
"Kalama",2021,256,108,113,240,546
"Lower Lewis",2021,365,240,94,312,931
"Upper NF Lewis",2021,2719,52,2628,2718,2820
"Cedar",2021,1859,489,1104,1784,3071
"EF Lewis",2021,4654,1510,2635,4335,8515
"Salmon Creek",2021,1588,632,798,1426,3047
"Washougal",2021,787,243,439,746,1319
"Lower Gorge",2021,1394,498,753,1289,2642
"Duncan_Above Weir",2021,76,8,61,76,92
"Grays_Chinook",2022,1101,311,584,1082,1790
"Elochoman_Skamokawa",2022,1099,367,558,1039,1891
"Abernathy",2022,944,128,709,940,1209
"Abernathy_Above AFTC",2022,652,90,479,649,839
"Mill",2022,551,90,376,543,740
"Germany",2022,437,76,309,430,597
"Coal",2022,503,92,323,498,683
"Upper Cowlitz and Cispus",2022,11503,109,11301,11499,11716
"Tilton",2022,7251,88,7085,7258,7428
"Lower Cowlitz",2022,2371,634,1397,2266,3924
"Delameter_Above Weir",2022,331,54,246,321,470
"Lacamas_Above Weir",2022,344,83,215,335,537
"Olequa_Above Weir",2022,1194,454,554,1123,2206
"Ostrander_Above Weir",2022,354,59,257,354,478
"Green",2022,1543,348,927,1512,2211
"Upper NF Toutle",2022,503,22,459,503,546
"NF_MS Toutle",2022,509,315,134,434,1288
"SF Toutle",2022,2284,877,1002,2200,4233
"Coweeman",2022,4511,970,2989,4351,6681
"Kalama",2022,268,104,123,248,571
"Lower Lewis",2022,373,277,69,318,1037
"Upper NF Lewis",2022,3344,57,3243,3343,3459
"Cedar",2022,2056,274,1578,2044,2656
"EF Lewis",2022,3238,937,1860,3105,5250
"Salmon Creek",2022,1262,549,501,1159,2597
"Washougal",2022,820,257,445,780,1463
"Lower Gorge",2022,1371,475,798,1266,2705
"Duncan_Above Weir",2022,59,8,44,59,79
"Grays_Chinook",2023,1086,354,563,1012,1863
"Elochoman_Skamokawa",2023,1690,408,1085,1625,2547
"Abernathy",2023,1146,142,898,1136,1461
"Abernathy_Above AFTC",2023,764,93,607,762,959
"Mill",2023,790,108,590,780,1005
"Germany",2023,617,84,475,615,779
"Coal",2023,239,46,162,234,336
"Upper Cowlitz and Cispus",2023,6271,82,6095,6270,6412
"Tilton",2023,1337,37,1267,1336,1409
"Lower Cowlitz",2023,2136,697,1164,2041,4116
"Delameter_Above Weir",2023,329,54,241,323,450
"Lacamas_Above Weir",2023,1247,185,964,1218,1690
"Olequa_Above Weir",2023,1546,461,883,1468,2574
"Ostrander_Above Weir",2023,475,79,331,474,646
"Green",2023,1274,330,714,1258,1940
"Upper NF Toutle",2023,316,18,281,315,349
"NF_MS Toutle",2023,419,330,79,363,1072
"SF Toutle",2023,2175,867,1022,2015,4323
"Coweeman",2023,3586,890,2210,3450,5621
"Kalama",2023,308,202,119,263,692
"Lower Lewis",2023,351,397,38,252,1485
"Upper NF Lewis",2023,3710,59,3585,3711,3829
"Cedar",2023,644,140,447,624,972
"EF Lewis",2023,1753,742,744,1611,3492
"Salmon Creek",2023,886,591,206,778,2457
"Washougal",2023,593,236,239,569,1136
"Lower Gorge",2023,997,427,420,903,2016
"Duncan_Above Weir",2023,26,9,11,25,48
