"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Upper NF Toutle",2014,109,10,90,109,130
"NF_MS Toutle",2014,4147,1833,1895,3755,8725
"SF Toutle",2014,13063,4410,7195,12181,24247
"Coweeman",2014,9521,2100,5975,9350,14123
"Kalama",2014,1372,684,516,1214,3015
"Lower Lewis",2014,1752,963,536,1560,4216
"Upper NF Lewis",2014,9003,96,8820,9001,9198
"Cedar",2014,3349,399,2681,3308,4228
"EF Lewis",2014,6013,2036,3095,5670,10943
"Salmon Creek",2014,3391,1300,1454,3179,6478
"Washougal",2014,2959,1115,1324,2777,5522
"Lower Gorge",2014,2500,920,998,2404,4603
"Duncan_Above Weir",2014,51,7,38,50,65
"Grays_Chinook",2015,647,181,409,614,1064
"Elochoman_Skamokawa",2015,623,203,299,599,1073
"Abernathy",2015,304,45,226,300,401
"Abernathy_Above AFTC",2015,177,26,133,175,232
"Mill",2015,263,43,190,259,356
"Germany",2015,191,35,132,189,270
"Coal",2015,127,186,12,83,507
"Upper Cowlitz and Cispus",2015,1297,47,1199,1299,1384
"Tilton",2015,2887,109,2659,2891,3088
"Lower Cowlitz",2015,1211,375,685,1138,2144
"Delameter_Above Weir",2015,121,18,90,120,160
"Lacamas_Above Weir",2015,891,357,438,816,1768
"Olequa_Above Weir",2015,620,204,327,589,1097
"Ostrander_Above Weir",2015,128,23,89,126,180
"Green",2015,787,190,491,761,1225
"Upper NF Toutle",2015,85,9,68,85,103
"NF_MS Toutle",2015,1373,678,557,1221,3075
"SF Toutle",2015,3558,1205,1903,3328,6660
"Coweeman",2015,1743,420,1044,1698,2655
"Kalama",2015,240,116,91,215,532
"Lower Lewis",2015,286,184,77,245,778
"Upper NF Lewis",2015,3725,61,3606,3724,3847
"Cedar",2015,787,135,575,768,1110
"EF Lewis",2015,747,304,319,698,1464
"Salmon Creek",2015,725,276,338,676,1403
"Washougal",2015,428,176,185,396,861
"Lower Gorge",2015,459,157,244,432,844
"Duncan_Above Weir",2015,11,3,6,11,18
"Grays_Chinook",2016,1602,333,1106,1551,2397
"Elochoman_Skamokawa",2016,1370,389,750,1327,2261
"Abernathy",2016,643,67,520,640,783
"Abernathy_Above AFTC",2016,363,30,308,361,424
"Mill",2016,448,53,352,446,560
"Germany",2016,287,40,215,285,374
"Coal",2016,252,342,33,179,893
"Upper Cowlitz and Cispus",2016,9723,257,9185,9736,10193
"Tilton",2016,6880,255,6327,6900,7322
"Lower Cowlitz",2016,2526,778,1476,2385,4404
"Delameter_Above Weir",2016,216,30,164,214,280
"Lacamas_Above Weir",2016,1003,216,680,971,1528
"Olequa_Above Weir",2016,1360,567,615,1245,2812
"Ostrander_Above Weir",2016,216,27,168,214,275
"Green",2016,3401,667,2305,3339,4838
"Upper NF Toutle",2016,532,23,488,531,577
"NF_MS Toutle",2016,1283,696,499,1123,3094
"SF Toutle",2016,3802,1288,2058,3554,6885
"Coweeman",2016,4067,781,2760,3982,5844
"Kalama",2016,227,125,89,198,543
"Lower Lewis",2016,760,468,286,653,1858
"Upper NF Lewis",2016,6806,84,6648,6805,6974
"Cedar",2016,2164,485,1407,2105,3306
"EF Lewis",2016,2230,930,947,2057,4417
"Salmon Creek",2016,1642,600,814,1536,3069
"Washougal",2016,1207,411,599,1141,2185
"Lower Gorge",2016,892,294,489,840,1614
"Duncan_Above Weir",2016,16,4,9,15,25
"Grays_Chinook",2017,1380,379,868,1306,2334
"Elochoman_Skamokawa",2017,1488,390,883,1428,2392
"Abernathy",2017,373,49,284,370,479
"Abernathy_Above AFTC",2017,214,20,180,213,257
"Mill",2017,368,50,277,366,474
"Germany",2017,246,38,178,244,327
"Coal",2017,156,152,37,129,427
"Upper Cowlitz and Cispus",2017,11610,197,11198,11617,11973
"Tilton",2017,10393,179,10029,10399,10726
"Lower Cowlitz",2017,2643,1067,1376,2397,5393
"Delameter_Above Weir",2017,117,21,79,115,163
"Lacamas_Above Weir",2017,530,146,303,510,874
"Olequa_Above Weir",2017,658,289,278,603,1365
"Ostrander_Above Weir",2017,186,29,136,183,248
"Green",2017,783,169,496,768,1149
"Upper NF Toutle",2017,39,6,28,39,52
"NF_MS Toutle",2017,658,568,138,514,2176
"SF Toutle",2017,1504,553,641,1435,2743
"Coweeman",2017,3150,684,2052,3066,4702
"Kalama",2017,187,142,61,152,506
"Lower Lewis",2017,560,316,223,488,1322
"Upper NF Lewis",2017,6748,81,6587,6747,6902
"Cedar",2017,2339,538,1529,2251,3614
"EF Lewis",2017,2663,759,1523,2555,4505
"Salmon Creek",2017,1660,666,838,1520,3353
"Washougal",2017,1199,409,610,1130,2153
"Lower Gorge",2017,677,245,316,637,1277
"Duncan_Above Weir",2017,25,8,13,24,44
"Grays_Chinook",2018,1506,438,912,1421,2609
"Elochoman_Skamokawa",2018,2233,578,1332,2155,3648
"Abernathy",2018,448,60,341,444,574
"Abernathy_Above AFTC",2018,229,33,168,227,299
"Mill",2018,323,48,238,320,426
"Germany",2018,439,63,328,434,579
"Coal",2018,146,31,95,144,215
"Upper Cowlitz and Cispus",2018,5959,108,5734,5963,6168
"Tilton",2018,4409,130,4133,4417,4640
"Lower Cowlitz",2018,1738,604,902,1622,3230
"Delameter_Above Weir",2018,152,21,116,150,196
"Lacamas_Above Weir",2018,559,92,419,547,784
"Olequa_Above Weir",2018,764,231,445,720,1328
"Ostrander_Above Weir",2018,115,24,73,112,168
"Green",2018,919,191,606,898,1368
"Upper NF Toutle",2018,3,2,1,3,7
"NF_MS Toutle",2018,582,451,149,464,1787
"SF Toutle",2018,1402,504,623,1344,2557
"Coweeman",2018,4021,927,2581,3885,6155
"Kalama",2018,271,125,123,244,593
"Lower Lewis",2018,710,462,229,592,1881
"Upper NF Lewis",2018,6663,82,6502,6663,6824
"Cedar",2018,3315,1029,1910,3112,5912
"EF Lewis",2018,1973,547,1137,1894,3306
"Salmon Creek",2018,1637,584,859,1518,3124
"Washougal",2018,1076,397,537,997,2073
"Lower Gorge",2018,825,293,433,766,1528
"Duncan_Above Weir",2018,14,4,8,13,23
"Grays_Chinook",2019,1899,549,1174,1790,3242
"Elochoman_Skamokawa",2019,3146,746,1989,3040,4837
"Abernathy",2019,1191,117,985,1185,1437
"Abernathy_Above AFTC",2019,633,62,524,629,766
"Mill",2019,572,67,449,569,715
"Germany",2019,454,57,349,451,575
"Coal",2019,214,39,146,211,300
"Upper Cowlitz and Cispus",2019,9695,172,9333,9703,10010
"Tilton",2019,7170,186,6784,7180,7501
"Lower Cowlitz",2019,2659,833,1552,2503,4788
"Delameter_Above Weir",2019,188,32,132,185,260
"Lacamas_Above Weir",2019,218,29,170,214,283
"Olequa_Above Weir",2019,500,101,358,481,739
"Ostrander_Above Weir",2019,185,29,134,183,246
"Green",2019,1579,321,1067,1533,2314
"Upper NF Toutle",2019,458,22,416,458,501
"NF_MS Toutle",2019,880,483,311,769,2154
"SF Toutle",2019,2762,846,1556,2638,4759
"Coweeman",2019,4900,1045,3210,4786,7217
"Kalama",2019,340,230,115,275,935
"Lower Lewis",2019,743,523,187,615,2099
"Upper NF Lewis",2019,5321,74,5176,5322,5470
"Cedar",2019,2978,985,1604,2800,5394
"EF Lewis",2019,2608,727,1505,2494,4364
"Salmon Creek",2019,2061,733,1071,1920,3882
"Washougal",2019,1342,449,704,1265,2393
"Lower Gorge",2019,1669,542,964,1564,2956
"Duncan_Above Weir",2019,57,8,44,57,74
"Grays_Chinook",2020,1791,483,1128,1702,2967
"Elochoman_Skamokawa",2020,2696,658,1691,2594,4278
"Abernathy",2020,844,116,642,834,1110
"Abernathy_Above AFTC",2020,598,81,457,590,770
"Mill",2020,617,89,471,608,824
"Germany",2020,399,61,296,394,529
"Coal",2020,213,40,144,209,304
"Upper Cowlitz and Cispus",2020,21231,237,20755,21238,21667
"Tilton",2020,13204,276,12620,13220,13701
"Lower Cowlitz",2020,2341,775,1172,2242,4164
"Delameter_Above Weir",2020,288,46,209,285,389
"Lacamas_Above Weir",2020,940,213,606,909,1445
"Olequa_Above Weir",2020,1313,405,746,1244,2341
"Ostrander_Above Weir",2020,358,61,254,353,495
"Green",2020,1823,363,1230,1790,2656
"Upper NF Toutle",2020,76,9,59,75,94
"NF_MS Toutle",2020,677,325,269,608,1483
"SF Toutle",2020,2736,835,1466,2619,4757
"Coweeman",2020,5634,1115,3826,5504,8134
"Kalama",2020,1026,440,476,932,2140
"Lower Lewis",2020,972,726,264,776,2924
"Upper NF Lewis",2020,9308,96,9121,9308,9491
"Cedar",2020,4719,1114,2981,4561,7276
"EF Lewis",2020,2553,768,1391,2445,4350
"Salmon Creek",2020,1982,697,1016,1872,3632
"Washougal",2020,2380,752,1337,2249,4276
"Lower Gorge",2020,1332,455,661,1262,2449
"Duncan_Above Weir",2020,29,8,18,27,48
"Grays_Chinook",2021,2839,581,2029,2749,4245
"Elochoman_Skamokawa",2021,3385,794,2184,3259,5315
"Abernathy",2021,973,116,768,967,1226
"Abernathy_Above AFTC",2021,680,84,531,675,862
"Mill",2021,554,74,425,549,711
"Germany",2021,286,49,201,282,391
"Coal",2021,240,46,163,236,343
"Upper Cowlitz and Cispus",2021,29363,289,28767,29378,29903
"Tilton",2021,14935,461,13934,14965,15781
"Lower Cowlitz",2021,2578,666,1588,2480,4173
"Delameter_Above Weir",2021,280,52,189,277,391
"Lacamas_Above Weir",2021,1277,256,877,1241,1883
"Olequa_Above Weir",2021,2503,884,1330,2318,4863
"Ostrander_Above Weir",2021,450,65,335,447,593
"Green",2021,2013,480,1315,1927,3151
"Upper NF Toutle",2021,59,8,44,58,74
"NF_MS Toutle",2021,750,374,313,666,1748
"SF Toutle",2021,3136,924,1834,2980,5364
"Coweeman",2021,6215,1264,4186,6066,9137
"Kalama",2021,999,487,434,886,2262
"Lower Lewis",2021,1212,834,372,995,3284
"Upper NF Lewis",2021,8977,96,8790,8976,9167
"Cedar",2021,2333,555,1483,2269,3608
"EF Lewis",2021,5104,1355,3046,4881,8406
"Salmon Creek",2021,1717,539,933,1634,2982
"Washougal",2021,976,302,528,932,1677
"Lower Gorge",2021,1486,510,840,1396,2678
"Duncan_Above Weir",2021,77,8,62,77,95
"Grays_Chinook",2022,1845,478,1173,1757,3057
"Elochoman_Skamokawa",2022,1274,376,742,1205,2170
"Abernathy",2022,1266,153,999,1253,1591
"Abernathy_Above AFTC",2022,871,108,678,862,1110
"Mill",2022,739,100,565,731,953
"Germany",2022,609,85,460,603,797
"Coal",2022,556,90,402,546,751
"Upper Cowlitz and Cispus",2022,23372,312,22727,23379,23953
"Tilton",2022,16255,431,15352,16283,17029
"Lower Cowlitz",2022,2622,629,1792,2503,4126
"Delameter_Above Weir",2022,363,56,267,358,483
"Lacamas_Above Weir",2022,401,106,240,385,653
"Olequa_Above Weir",2022,1699,636,803,1588,3212
"Ostrander_Above Weir",2022,416,67,302,410,566
"Green",2022,1781,420,1099,1731,2726
"Upper NF Toutle",2022,505,23,461,504,548
"NF_MS Toutle",2022,685,418,235,583,1736
"SF Toutle",2022,2413,817,1140,2310,4266
"Coweeman",2022,5027,1004,3421,4907,7332
"Kalama",2022,645,250,308,589,1242
"Lower Lewis",2022,2423,1794,687,1965,6749
"Upper NF Lewis",2022,9155,95,8969,9154,9342
"Cedar",2022,2804,346,2234,2765,3557
"EF Lewis",2022,3631,934,2188,3491,5820
"Salmon Creek",2022,1376,485,671,1298,2548
"Washougal",2022,1337,394,748,1271,2303
"Lower Gorge",2022,1704,548,985,1588,3134
"Duncan_Above Weir",2022,60,9,45,60,79
"Grays_Chinook",2023,1569,477,910,1484,2756
"Elochoman_Skamokawa",2023,2062,508,1313,1983,3298
"Abernathy",2023,1346,153,1085,1334,1683
"Abernathy_Above AFTC",2023,895,109,707,887,1125
"Mill",2023,917,115,712,910,1163
"Germany",2023,715,96,549,709,920
"Coal",2023,260,47,180,256,363
"Upper Cowlitz and Cispus",2023,13060,522,11792,13155,13811
"Tilton",2023,8165,980,5829,8290,9677
"Lower Cowlitz",2023,2408,719,1473,2259,4213
"Delameter_Above Weir",2023,444,69,327,437,595
"Lacamas_Above Weir",2023,1245,159,984,1229,1601
"Olequa_Above Weir",2023,2119,639,1182,2017,3685
"Ostrander_Above Weir",2023,842,115,647,833,1101
"Green",2023,1548,412,909,1490,2506
"Upper NF Toutle",2023,316,18,282,316,351
"NF_MS Toutle",2023,534,369,136,441,1493
"SF Toutle",2023,2532,914,1253,2380,4703
"Coweeman",2023,4009,878,2574,3920,6067
"Kalama",2023,632,328,261,559,1464
"Lower Lewis",2023,4536,7093,563,2679,18449
"Upper NF Lewis",2023,8423,92,8250,8422,8608
"Cedar",2023,1779,326,1280,1732,2561
"EF Lewis",2023,1907,589,1054,1802,3354
"Salmon Creek",2023,1037,614,249,899,2569
"Washougal",2023,752,316,318,695,1520
"Lower Gorge",2023,1068,487,435,978,2210
"Duncan_Above Weir",2023,27,10,11,25,51
