"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Delameter_Above Weir",2012,176,76,73,163,361
"Lacamas_Above Weir",2012,2481,3647,278,1632,9414
"Olequa_Above Weir",2012,1440,842,465,1245,3568
"Ostrander_Above Weir",2012,121,70,33,106,289
"Green",2012,725,151,470,712,1050
"Upper NF Toutle",2012,137,12,114,136,160
"NF_MS Toutle",2012,665,303,274,600,1427
"SF Toutle",2012,2208,713,1206,2082,3922
"Coweeman",2012,3762,791,2480,3659,5575
"Kalama",2012,44,23,14,40,99
"Lower Lewis",2012,444,265,147,386,1126
"Upper NF Lewis",2012,34,6,23,33,45
"Cedar",2012,1087,129,856,1079,1368
"EF Lewis",2012,3519,1141,1903,3327,6263
"Salmon Creek",2012,953,379,443,884,1891
"Washougal",2012,447,145,238,422,786
"Lower Gorge",2012,496,176,242,471,922
"Duncan_Above Weir",2012,65,17,38,63,104
"Grays_Chinook",2013,872,237,534,833,1444
"Elochoman_Skamokawa",2013,898,239,511,874,1439
"Abernathy",2013,428,57,329,426,556
"Abernathy_Above AFTC",2013,271,40,202,269,357
"Mill",2013,161,36,100,157,242
"Germany",2013,181,34,124,179,256
"Coal",2013,235,678,18,140,920
"Upper Cowlitz and Cispus",2013,13,3,7,13,20
"Tilton",2013,2652,52,2549,2652,2757
"Lower Cowlitz",2013,1821,657,850,1721,3323
"Delameter_Above Weir",2013,234,43,164,230,327
"Lacamas_Above Weir",2013,3244,2262,1029,2673,9291
"Olequa_Above Weir",2013,1406,354,848,1358,2241
"Ostrander_Above Weir",2013,147,47,81,139,264
"Green",2013,1308,308,851,1262,2056
"Upper NF Toutle",2013,365,19,329,365,402
"NF_MS Toutle",2013,949,425,417,852,2024
"SF Toutle",2013,3230,1035,1793,3033,5772
"Coweeman",2013,4162,780,2922,4068,6018
"Kalama",2013,54,27,18,49,116
"Lower Lewis",2013,459,305,155,407,1057
"Upper NF Lewis",2013,34,6,24,33,45
"Cedar",2013,922,94,746,918,1119
"EF Lewis",2013,3026,975,1658,2863,5398
"Salmon Creek",2013,1221,452,586,1145,2282
"Washougal",2013,492,162,266,464,885
"Lower Gorge",2013,715,215,416,679,1230
"Duncan_Above Weir",2013,22,4,15,22,32
"Grays_Chinook",2014,2809,578,1883,2746,4114
"Elochoman_Skamokawa",2014,3814,920,2463,3684,6010
"Abernathy",2014,1063,101,881,1059,1277
"Abernathy_Above AFTC",2014,874,70,746,873,1019
"Mill",2014,1101,102,914,1098,1308
"Germany",2014,589,65,469,586,724
"Coal",2014,674,1798,57,412,2640
"Upper Cowlitz and Cispus",2014,6847,81,6690,6846,7006
"Tilton",2014,8914,95,8737,8912,9103
"Lower Cowlitz",2014,4949,1674,2515,4685,8943
"Delameter_Above Weir",2014,757,53,660,753,868
"Lacamas_Above Weir",2014,10721,1009,8901,10673,12843
"Olequa_Above Weir",2014,8131,1057,6338,8057,10377
"Ostrander_Above Weir",2014,1016,105,829,1011,1229
"Green",2014,2843,550,1925,2790,4058
"Upper NF Toutle",2014,109,10,90,109,130
"NF_MS Toutle",2014,2633,1169,1197,2363,5592
"SF Toutle",2014,10541,3568,5797,9817,19613
"Coweeman",2014,7989,1776,4949,7871,11930
"Kalama",2014,140,67,49,128,305
"Lower Lewis",2014,1065,585,325,949,2547
"Upper NF Lewis",2014,693,27,642,692,747
"Cedar",2014,3168,386,2520,3127,3996
"EF Lewis",2014,4917,1673,2469,4646,8962
"Salmon Creek",2014,3306,1265,1403,3104,6340
"Washougal",2014,926,339,409,883,1691
"Lower Gorge",2014,1797,638,735,1737,3246
"Duncan_Above Weir",2014,48,7,36,48,62
"Grays_Chinook",2015,337,94,178,330,548
"Elochoman_Skamokawa",2015,388,132,174,374,682
"Abernathy",2015,281,42,208,278,373
"Abernathy_Above AFTC",2015,159,23,119,157,208
"Mill",2015,244,40,177,240,333
"Germany",2015,177,33,121,175,250
"Coal",2015,118,173,11,78,470
"Upper Cowlitz and Cispus",2015,374,19,337,374,413
"Tilton",2015,1360,37,1288,1359,1432
"Lower Cowlitz",2015,1016,310,553,968,1783
"Delameter_Above Weir",2015,114,17,84,112,150
"Lacamas_Above Weir",2015,863,345,423,787,1695
"Olequa_Above Weir",2015,582,193,305,552,1021
"Ostrander_Above Weir",2015,117,21,81,115,166
"Green",2015,439,109,253,432,675
"Upper NF Toutle",2015,85,9,68,84,103
"NF_MS Toutle",2015,421,207,170,376,944
"SF Toutle",2015,1783,611,956,1660,3320
"Coweeman",2015,1395,336,824,1366,2139
"Kalama",2015,28,13,9,26,59
"Lower Lewis",2015,191,106,54,171,449
"Upper NF Lewis",2015,112,10,92,111,133
"Cedar",2015,740,128,538,722,1040
"EF Lewis",2015,589,241,235,551,1176
"Salmon Creek",2015,690,262,320,643,1336
"Washougal",2015,154,57,62,147,282
"Lower Gorge",2015,390,131,203,366,727
"Duncan_Above Weir",2015,10,3,6,10,17
"Grays_Chinook",2016,676,181,365,658,1070
"Elochoman_Skamokawa",2016,881,265,434,862,1464
"Abernathy",2016,559,60,451,558,684
"Abernathy_Above AFTC",2016,315,27,265,314,372
"Mill",2016,391,47,305,389,488
"Germany",2016,250,36,186,248,326
"Coal",2016,219,295,29,155,783
"Upper Cowlitz and Cispus",2016,912,30,855,912,970
"Tilton",2016,2626,51,2526,2625,2725
"Lower Cowlitz",2016,2069,630,1166,1959,3627
"Delameter_Above Weir",2016,182,27,135,180,242
"Lacamas_Above Weir",2016,991,214,668,958,1505
"Olequa_Above Weir",2016,1317,551,596,1208,2736
"Ostrander_Above Weir",2016,205,26,159,204,262
"Green",2016,850,183,538,837,1241
"Upper NF Toutle",2016,532,23,488,531,577
"NF_MS Toutle",2016,597,282,227,539,1306
"SF Toutle",2016,2918,992,1551,2732,5329
"Coweeman",2016,3394,680,2274,3312,4897
"Kalama",2016,70,33,23,64,151
"Lower Lewis",2016,476,288,185,418,1145
"Upper NF Lewis",2016,1126,34,1061,1127,1195
"Cedar",2016,1983,447,1285,1930,3045
"EF Lewis",2016,1320,543,512,1238,2602
"Salmon Creek",2016,1523,557,768,1426,2829
"Washougal",2016,327,108,157,314,572
"Lower Gorge",2016,816,270,444,766,1480
"Duncan_Above Weir",2016,15,4,9,14,23
"Grays_Chinook",2017,458,142,215,446,774
"Elochoman_Skamokawa",2017,1080,317,588,1036,1818
"Abernathy",2017,342,45,261,340,442
"Abernathy_Above AFTC",2017,197,18,164,196,236
"Mill",2017,337,47,254,334,438
"Germany",2017,225,35,163,224,302
"Coal",2017,144,141,34,118,393
"Upper Cowlitz and Cispus",2017,5198,72,5058,5196,5340
"Tilton",2017,5192,73,5053,5192,5333
"Lower Cowlitz",2017,1654,610,880,1535,3186
"Delameter_Above Weir",2017,101,19,68,100,142
"Lacamas_Above Weir",2017,525,145,300,505,867
"Olequa_Above Weir",2017,634,278,267,580,1315
"Ostrander_Above Weir",2017,169,28,121,167,229
"Green",2017,620,139,378,609,918
"Upper NF Toutle",2017,39,6,28,39,52
"NF_MS Toutle",2017,339,185,83,308,768
"SF Toutle",2017,1337,489,556,1281,2430
"Coweeman",2017,2739,627,1723,2661,4125
"Kalama",2017,64,34,19,58,145
"Lower Lewis",2017,371,220,145,324,904
"Upper NF Lewis",2017,2204,47,2114,2204,2299
"Cedar",2017,1965,459,1256,1893,3059
"EF Lewis",2017,1655,520,881,1577,2879
"Salmon Creek",2017,1433,581,724,1300,2924
"Washougal",2017,289,99,142,277,509
"Lower Gorge",2017,559,191,260,533,1008
"Duncan_Above Weir",2017,23,7,12,21,40
"Grays_Chinook",2018,467,155,204,454,800
"Elochoman_Skamokawa",2018,1314,394,695,1259,2255
"Abernathy",2018,380,53,287,377,490
"Abernathy_Above AFTC",2018,196,29,142,194,258
"Mill",2018,274,41,200,272,361
"Germany",2018,368,55,271,364,488
"Coal",2018,125,31,69,123,192
"Upper Cowlitz and Cispus",2018,173,13,148,172,199
"Tilton",2018,1319,37,1249,1318,1391
"Lower Cowlitz",2018,1444,474,755,1365,2626
"Delameter_Above Weir",2018,130,19,96,129,172
"Lacamas_Above Weir",2018,554,91,415,541,772
"Olequa_Above Weir",2018,730,221,422,688,1267
"Ostrander_Above Weir",2018,102,22,65,100,151
"Green",2018,723,157,460,707,1073
"Upper NF Toutle",2018,3,2,1,3,7
"NF_MS Toutle",2018,302,157,89,274,688
"SF Toutle",2018,1253,441,560,1199,2257
"Coweeman",2018,2896,739,1694,2817,4527
"Kalama",2018,84,42,30,76,188
"Lower Lewis",2018,268,144,92,239,622
"Upper NF Lewis",2018,445,21,405,445,489
"Cedar",2018,2467,788,1378,2299,4397
"EF Lewis",2018,1702,483,993,1641,2885
"Salmon Creek",2018,1438,521,755,1327,2743
"Washougal",2018,312,107,153,298,570
"Lower Gorge",2018,645,224,340,604,1181
"Duncan_Above Weir",2018,13,4,7,13,22
"Grays_Chinook",2019,810,265,368,786,1406
"Elochoman_Skamokawa",2019,1978,530,1135,1909,3233
"Abernathy",2019,855,92,691,850,1051
"Abernathy_Above AFTC",2019,455,48,372,453,559
"Mill",2019,417,51,325,414,528
"Germany",2019,332,44,254,330,424
"Coal",2019,176,40,102,175,259
"Upper Cowlitz and Cispus",2019,3561,61,3445,3560,3683
"Tilton",2019,1557,39,1482,1558,1635
"Lower Cowlitz",2019,2443,774,1427,2301,4421
"Delameter_Above Weir",2019,156,29,106,154,218
"Lacamas_Above Weir",2019,214,29,166,211,278
"Olequa_Above Weir",2019,481,99,341,463,714
"Ostrander_Above Weir",2019,150,25,106,149,205
"Green",2019,1308,271,875,1275,1927
"Upper NF Toutle",2019,458,22,416,458,501
"NF_MS Toutle",2019,453,222,158,411,993
"SF Toutle",2019,2448,751,1351,2334,4237
"Coweeman",2019,3640,812,2280,3566,5457
"Kalama",2019,144,76,46,129,330
"Lower Lewis",2019,332,196,89,294,810
"Upper NF Lewis",2019,1318,36,1248,1318,1389
"Cedar",2019,2425,804,1283,2294,4407
"EF Lewis",2019,2354,664,1354,2253,3907
"Salmon Creek",2019,1817,639,953,1702,3430
"Washougal",2019,590,195,303,559,1048
"Lower Gorge",2019,1194,395,690,1119,2132
"Duncan_Above Weir",2019,56,8,42,55,71
"Grays_Chinook",2020,1025,282,564,995,1676
"Elochoman_Skamokawa",2020,2076,540,1251,2000,3334
"Abernathy",2020,751,109,555,744,992
"Abernathy_Above AFTC",2020,522,74,390,519,676
"Mill",2020,532,88,385,525,725
"Germany",2020,345,59,240,341,468
"Coal",2020,183,41,107,181,269
"Upper Cowlitz and Cispus",2020,8909,95,8723,8909,9098
"Tilton",2020,2399,49,2303,2399,2495
"Lower Cowlitz",2020,2138,685,1078,2061,3717
"Delameter_Above Weir",2020,237,40,169,234,325
"Lacamas_Above Weir",2020,894,204,578,865,1379
"Olequa_Above Weir",2020,1226,379,690,1163,2166
"Ostrander_Above Weir",2020,340,59,241,335,473
"Green",2020,1560,314,1045,1526,2276
"Upper NF Toutle",2020,76,9,59,75,94
"NF_MS Toutle",2020,480,223,182,440,1043
"SF Toutle",2020,2560,781,1373,2458,4464
"Coweeman",2020,4697,944,3161,4593,6837
"Kalama",2020,268,137,109,235,628
"Lower Lewis",2020,350,210,92,305,890
"Upper NF Lewis",2020,4692,68,4559,4691,4827
"Cedar",2020,1718,411,1073,1659,2672
"EF Lewis",2020,2300,700,1229,2194,3905
"Salmon Creek",2020,1744,611,887,1654,3186
"Washougal",2020,916,311,488,858,1731
"Lower Gorge",2020,1176,392,593,1114,2186
"Duncan_Above Weir",2020,28,7,17,27,47
"Grays_Chinook",2021,1235,300,786,1190,1949
"Elochoman_Skamokawa",2021,1839,452,1153,1774,2915
"Abernathy",2021,829,105,641,823,1059
"Abernathy_Above AFTC",2021,578,76,444,573,745
"Mill",2021,472,67,351,469,615
"Germany",2021,245,43,170,241,342
"Coal",2021,210,45,130,206,308
"Upper Cowlitz and Cispus",2021,9664,97,9478,9663,9853
"Tilton",2021,6391,82,6226,6391,6553
"Lower Cowlitz",2021,2310,597,1395,2231,3692
"Delameter_Above Weir",2021,209,40,139,207,292
"Lacamas_Above Weir",2021,1208,245,829,1176,1785
"Olequa_Above Weir",2021,1973,707,1021,1828,3763
"Ostrander_Above Weir",2021,269,42,195,267,360
"Green",2021,1850,444,1205,1775,2921
"Upper NF Toutle",2021,59,8,44,58,74
"NF_MS Toutle",2021,467,228,168,425,1020
"SF Toutle",2021,2778,817,1625,2637,4741
"Coweeman",2021,4900,1016,3249,4792,7323
"Kalama",2021,251,113,109,227,540
"Lower Lewis",2021,379,234,103,326,958
"Upper NF Lewis",2021,2720,53,2618,2720,2825
"Cedar",2021,1835,437,1161,1773,2855
"EF Lewis",2021,4725,1260,2809,4524,7785
"Salmon Creek",2021,1609,508,863,1527,2803
"Washougal",2021,789,242,427,752,1352
"Lower Gorge",2021,1378,478,775,1292,2501
"Duncan_Above Weir",2021,76,8,61,76,94
"Grays_Chinook",2022,1071,279,590,1047,1709
"Elochoman_Skamokawa",2022,1053,325,577,1001,1801
"Abernathy",2022,943,133,703,937,1223
"Abernathy_Above AFTC",2022,650,93,482,646,847
"Mill",2022,549,86,393,543,732
"Germany",2022,438,72,310,433,591
"Coal",2022,501,96,323,495,701
"Upper Cowlitz and Cispus",2022,11507,110,11293,11506,11728
"Tilton",2022,7255,86,7086,7255,7428
"Lower Cowlitz",2022,2337,567,1480,2260,3664
"Delameter_Above Weir",2022,330,52,242,326,443
"Lacamas_Above Weir",2022,389,103,233,373,630
"Olequa_Above Weir",2022,1231,465,563,1156,2358
"Ostrander_Above Weir",2022,358,59,257,352,487
"Green",2022,1536,358,944,1496,2332
"Upper NF Toutle",2022,505,23,461,504,548
"NF_MS Toutle",2022,425,234,129,375,1011
"SF Toutle",2022,2063,693,969,1981,3598
"Coweeman",2022,4488,914,3026,4377,6601
"Kalama",2022,265,105,124,245,526
"Lower Lewis",2022,366,237,92,307,991
"Upper NF Lewis",2022,3344,57,3232,3343,3458
"Cedar",2022,2076,264,1633,2048,2646
"EF Lewis",2022,3257,841,1966,3135,5184
"Salmon Creek",2022,1259,442,603,1196,2296
"Washougal",2022,820,248,448,782,1402
"Lower Gorge",2022,1362,440,771,1280,2501
"Duncan_Above Weir",2022,59,9,44,59,78
"Grays_Chinook",2023,1055,332,570,1001,1855
"Elochoman_Skamokawa",2023,1724,453,1054,1658,2825
"Abernathy",2023,1148,143,898,1141,1455
"Abernathy_Above AFTC",2023,763,101,589,755,982
"Mill",2023,784,106,600,775,1013
"Germany",2023,613,88,461,606,804
"Coal",2023,239,46,160,235,340
"Upper Cowlitz and Cispus",2023,6264,88,6090,6264,6433
"Tilton",2023,1338,39,1261,1338,1415
"Lower Cowlitz",2023,2129,615,1225,2035,3625
"Delameter_Above Weir",2023,325,53,234,320,441
"Lacamas_Above Weir",2023,1215,157,955,1200,1562
"Olequa_Above Weir",2023,1578,482,875,1496,2775
"Ostrander_Above Weir",2023,477,80,341,471,654
"Green",2023,1233,330,721,1190,1990
"Upper NF Toutle",2023,316,18,281,315,351
"NF_MS Toutle",2023,347,230,83,289,957
"SF Toutle",2023,2018,732,973,1888,3716
"Coweeman",2023,3514,788,2195,3433,5299
"Kalama",2023,292,152,119,255,681
"Lower Lewis",2023,311,283,48,241,950
"Upper NF Lewis",2023,3703,62,3582,3704,3826
"Cedar",2023,633,120,447,616,914
"EF Lewis",2023,1567,495,842,1485,2775
"Salmon Creek",2023,853,491,205,750,2082
"Washougal",2023,532,216,213,500,1050
"Lower Gorge",2023,955,429,385,882,1973
"Duncan_Above Weir",2023,26,10,11,25,50
