"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Salmon Creek",2016,0.069,0.069,0.005,0.046,0.258
"Washougal",2016,0.72,0.071,0.571,0.726,0.845
"Lower Gorge",2016,0.084,0.047,0.019,0.075,0.199
"Duncan_Above Weir",2016,0.055,0.05,0.005,0.04,0.19
"Grays_Chinook",2017,0.656,0.109,0.427,0.662,0.845
"Elochoman_Skamokawa",2017,0.267,0.134,0.061,0.246,0.564
"Abernathy",2017,0.082,0.02,0.047,0.08,0.127
"Abernathy_Above AFTC",2017,0.082,0.02,0.048,0.08,0.125
"Mill",2017,0.085,0.021,0.049,0.083,0.131
"Germany",2017,0.083,0.02,0.048,0.081,0.126
"Coal",2017,0.082,0.021,0.046,0.08,0.127
"Upper Cowlitz and Cispus",2017,0.552,0.007,0.537,0.553,0.566
"Tilton",2017,0.5,0.008,0.483,0.501,0.515
"Lower Cowlitz",2017,0.341,0.176,0.058,0.328,0.7
"Delameter_Above Weir",2017,0.13,0.055,0.046,0.122,0.26
"Lacamas_Above Weir",2017,0.009,0.01,0.001,0.006,0.035
"Olequa_Above Weir",2017,0.036,0.025,0.006,0.03,0.103
"Ostrander_Above Weir",2017,0.093,0.045,0.028,0.086,0.204
"Green",2017,0.204,0.087,0.067,0.196,0.397
"Upper NF Toutle",2017,0,0,0,0,0.001
"NF_MS Toutle",2017,0.391,0.204,0.073,0.367,0.817
"SF Toutle",2017,0.108,0.074,0.017,0.09,0.299
"Coweeman",2017,0.128,0.084,0.02,0.108,0.335
"Kalama",2017,0.591,0.196,0.181,0.613,0.905
"Lower Lewis",2017,0.331,0.112,0.138,0.323,0.563
"Upper NF Lewis",2017,0.673,0.006,0.662,0.673,0.685
"Cedar",2017,0.159,0.051,0.073,0.154,0.268
"EF Lewis",2017,0.374,0.108,0.177,0.368,0.598
"Salmon Creek",2017,0.131,0.098,0.014,0.106,0.386
"Washougal",2017,0.751,0.063,0.622,0.754,0.863
"Lower Gorge",2017,0.163,0.099,0.031,0.142,0.402
"Duncan_Above Weir",2017,0.092,0.063,0.014,0.077,0.254
"Grays_Chinook",2018,0.676,0.112,0.43,0.685,0.865
"Elochoman_Skamokawa",2018,0.403,0.132,0.154,0.401,0.661
"Abernathy",2018,0.15,0.034,0.089,0.148,0.222
"Abernathy_Above AFTC",2018,0.144,0.032,0.088,0.141,0.212
"Mill",2018,0.152,0.035,0.09,0.15,0.225
"Germany",2018,0.161,0.036,0.098,0.159,0.237
"Coal",2018,0.146,0.118,0.016,0.111,0.45
"Upper Cowlitz and Cispus",2018,0.971,0.002,0.967,0.971,0.975
"Tilton",2018,0.701,0.01,0.68,0.701,0.719
"Lower Cowlitz",2018,0.156,0.12,0.015,0.123,0.456
"Delameter_Above Weir",2018,0.141,0.054,0.054,0.135,0.264
"Lacamas_Above Weir",2018,0.01,0.01,0.001,0.007,0.038
"Olequa_Above Weir",2018,0.044,0.032,0.006,0.036,0.13
"Ostrander_Above Weir",2018,0.109,0.061,0.026,0.097,0.259
"Green",2018,0.207,0.108,0.046,0.19,0.457
"Upper NF Toutle",2018,0,0,0,0,0.001
"NF_MS Toutle",2018,0.395,0.208,0.067,0.38,0.822
"SF Toutle",2018,0.101,0.083,0.011,0.077,0.326
"Coweeman",2018,0.263,0.163,0.03,0.24,0.605
"Kalama",2018,0.66,0.155,0.311,0.684,0.9
"Lower Lewis",2018,0.58,0.149,0.271,0.592,0.839
"Upper NF Lewis",2018,0.933,0.003,0.927,0.933,0.939
"Cedar",2018,0.252,0.085,0.106,0.247,0.437
"EF Lewis",2018,0.136,0.063,0.04,0.126,0.285
"Salmon Creek",2018,0.12,0.068,0.027,0.108,0.279
"Washougal",2018,0.692,0.1,0.473,0.703,0.858
"Lower Gorge",2018,0.211,0.089,0.068,0.201,0.415
"Duncan_Above Weir",2018,0.05,0.044,0.005,0.037,0.173
"Grays_Chinook",2019,0.554,0.152,0.23,0.566,0.819
"Elochoman_Skamokawa",2019,0.365,0.114,0.157,0.361,0.603
"Abernathy",2019,0.282,0.032,0.222,0.281,0.348
"Abernathy_Above AFTC",2019,0.28,0.031,0.223,0.279,0.343
"Mill",2019,0.271,0.03,0.213,0.271,0.332
"Germany",2019,0.269,0.03,0.212,0.268,0.33
"Coal",2019,0.174,0.124,0.021,0.146,0.484
"Upper Cowlitz and Cispus",2019,0.633,0.007,0.62,0.633,0.645
"Tilton",2019,0.783,0.007,0.769,0.783,0.795
"Lower Cowlitz",2019,0.079,0.066,0.007,0.061,0.254
"Delameter_Above Weir",2019,0.167,0.07,0.057,0.16,0.323
"Lacamas_Above Weir",2019,0.015,0.013,0.002,0.011,0.05
"Olequa_Above Weir",2019,0.037,0.029,0.006,0.029,0.115
"Ostrander_Above Weir",2019,0.189,0.047,0.105,0.186,0.29
"Green",2019,0.168,0.079,0.049,0.157,0.352
"Upper NF Toutle",2019,0,0,0,0,0.001
"NF_MS Toutle",2019,0.449,0.162,0.15,0.445,0.763
"SF Toutle",2019,0.112,0.057,0.03,0.103,0.244
"Coweeman",2019,0.254,0.085,0.107,0.247,0.433
"Kalama",2019,0.52,0.18,0.174,0.526,0.851
"Lower Lewis",2019,0.503,0.176,0.173,0.506,0.828
"Upper NF Lewis",2019,0.752,0.006,0.741,0.752,0.764
"Cedar",2019,0.183,0.07,0.068,0.174,0.341
"EF Lewis",2019,0.096,0.056,0.021,0.085,0.241
"Salmon Creek",2019,0.115,0.07,0.022,0.099,0.291
"Washougal",2019,0.55,0.087,0.381,0.552,0.713
"Lower Gorge",2019,0.278,0.105,0.1,0.267,0.5
"Duncan_Above Weir",2019,0.033,0.021,0.006,0.028,0.085
"Grays_Chinook",2020,0.413,0.139,0.151,0.413,0.686
"Elochoman_Skamokawa",2020,0.225,0.107,0.061,0.211,0.46
"Abernathy",2020,0.108,0.062,0.024,0.096,0.254
"Abernathy_Above AFTC",2020,0.124,0.068,0.03,0.112,0.287
"Mill",2020,0.137,0.079,0.028,0.121,0.33
"Germany",2020,0.134,0.077,0.03,0.117,0.319
"Coal",2020,0.141,0.117,0.012,0.108,0.455
"Upper Cowlitz and Cispus",2020,0.58,0.005,0.571,0.58,0.589
"Tilton",2020,0.818,0.005,0.809,0.818,0.827
"Lower Cowlitz",2020,0.081,0.073,0.008,0.06,0.283
"Delameter_Above Weir",2020,0.178,0.06,0.077,0.172,0.306
"Lacamas_Above Weir",2020,0.049,0.023,0.014,0.045,0.105
"Olequa_Above Weir",2020,0.066,0.033,0.017,0.06,0.147
"Ostrander_Above Weir",2020,0.05,0.023,0.016,0.046,0.105
"Green",2020,0.144,0.049,0.063,0.138,0.256
"Upper NF Toutle",2020,0,0,0,0,0.001
"NF_MS Toutle",2020,0.274,0.152,0.051,0.252,0.628
"SF Toutle",2020,0.064,0.034,0.016,0.057,0.149
"Coweeman",2020,0.164,0.071,0.054,0.153,0.328
"Kalama",2020,0.73,0.09,0.532,0.741,0.88
"Lower Lewis",2020,0.583,0.182,0.203,0.6,0.885
"Upper NF Lewis",2020,0.496,0.005,0.485,0.496,0.506
"Cedar",2020,0.636,0.022,0.592,0.636,0.679
"EF Lewis",2020,0.098,0.051,0.026,0.09,0.217
"Salmon Creek",2020,0.117,0.067,0.025,0.104,0.284
"Washougal",2020,0.611,0.068,0.476,0.614,0.74
"Lower Gorge",2020,0.112,0.076,0.019,0.094,0.314
"Duncan_Above Weir",2020,0.021,0.026,0.001,0.013,0.096
"Grays_Chinook",2021,0.563,0.068,0.428,0.566,0.694
"Elochoman_Skamokawa",2021,0.456,0.049,0.361,0.456,0.55
"Abernathy",2021,0.147,0.043,0.073,0.144,0.241
"Abernathy_Above AFTC",2021,0.149,0.043,0.076,0.145,0.243
"Mill",2021,0.147,0.043,0.073,0.143,0.243
"Germany",2021,0.144,0.043,0.071,0.139,0.237
"Coal",2021,0.126,0.092,0.014,0.103,0.359
"Upper Cowlitz and Cispus",2021,0.671,0.004,0.664,0.671,0.678
"Tilton",2021,0.572,0.012,0.545,0.573,0.593
"Lower Cowlitz",2021,0.102,0.066,0.016,0.087,0.263
"Delameter_Above Weir",2021,0.251,0.044,0.169,0.249,0.343
"Lacamas_Above Weir",2021,0.054,0.025,0.018,0.051,0.112
"Olequa_Above Weir",2021,0.209,0.083,0.076,0.2,0.392
"Ostrander_Above Weir",2021,0.4,0.044,0.318,0.4,0.489
"Green",2021,0.081,0.03,0.034,0.078,0.151
"Upper NF Toutle",2021,0,0,0,0,0.001
"NF_MS Toutle",2021,0.352,0.179,0.065,0.333,0.72
"SF Toutle",2021,0.113,0.035,0.053,0.11,0.192
"Coweeman",2021,0.21,0.061,0.103,0.206,0.341
"Kalama",2021,0.732,0.086,0.541,0.741,0.876
"Lower Lewis",2021,0.649,0.152,0.32,0.667,0.895
"Upper NF Lewis",2021,0.697,0.005,0.687,0.697,0.707
"Cedar",2021,0.212,0.037,0.142,0.211,0.287
"EF Lewis",2021,0.074,0.026,0.032,0.071,0.134
"Salmon Creek",2021,0.062,0.046,0.009,0.05,0.183
"Washougal",2021,0.188,0.069,0.074,0.182,0.34
"Lower Gorge",2021,0.072,0.04,0.017,0.066,0.168
"Duncan_Above Weir",2021,0.014,0.019,0,0.007,0.066
"Grays_Chinook",2022,0.406,0.131,0.169,0.401,0.671
"Elochoman_Skamokawa",2022,0.173,0.083,0.052,0.16,0.365
"Abernathy",2022,0.254,0.069,0.133,0.25,0.396
"Abernathy_Above AFTC",2022,0.252,0.068,0.132,0.249,0.395
"Mill",2022,0.257,0.073,0.13,0.252,0.407
"Germany",2022,0.279,0.076,0.148,0.274,0.436
"Coal",2022,0.099,0.093,0.007,0.069,0.359
"Upper Cowlitz and Cispus",2022,0.508,0.006,0.496,0.508,0.518
"Tilton",2022,0.553,0.011,0.53,0.554,0.572
"Lower Cowlitz",2022,0.103,0.107,0.004,0.065,0.4
"Delameter_Above Weir",2022,0.09,0.035,0.035,0.086,0.17
"Lacamas_Above Weir",2022,0.03,0.019,0.006,0.026,0.077
"Olequa_Above Weir",2022,0.272,0.084,0.125,0.267,0.447
"Ostrander_Above Weir",2022,0.14,0.027,0.093,0.139,0.196
"Green",2022,0.135,0.066,0.039,0.124,0.291
"Upper NF Toutle",2022,0,0,0,0,0.001
"NF_MS Toutle",2022,0.339,0.193,0.05,0.314,0.751
"SF Toutle",2022,0.141,0.077,0.034,0.127,0.329
"Coweeman",2022,0.107,0.049,0.034,0.1,0.218
"Kalama",2022,0.584,0.073,0.436,0.586,0.721
"Lower Lewis",2022,0.834,0.07,0.676,0.842,0.941
"Upper NF Lewis",2022,0.635,0.005,0.625,0.635,0.645
"Cedar",2022,0.26,0.025,0.212,0.259,0.31
"EF Lewis",2022,0.102,0.049,0.03,0.095,0.219
"Salmon Creek",2022,0.082,0.067,0.009,0.063,0.259
"Washougal",2022,0.381,0.092,0.207,0.379,0.565
"Lower Gorge",2022,0.195,0.101,0.045,0.179,0.438
"Duncan_Above Weir",2022,0.011,0.018,0,0.005,0.06
"Grays_Chinook",2023,0.322,0.103,0.14,0.317,0.538
"Elochoman_Skamokawa",2023,0.163,0.077,0.044,0.154,0.34
"Abernathy",2023,0.147,0.044,0.073,0.143,0.245
"Abernathy_Above AFTC",2023,0.147,0.044,0.071,0.144,0.244
"Mill",2023,0.145,0.044,0.071,0.141,0.242
"Germany",2023,0.143,0.042,0.071,0.139,0.235
"Coal",2023,0.08,0.061,0.007,0.063,0.238
"Upper Cowlitz and Cispus",2023,0.52,0.017,0.476,0.523,0.543
"Tilton",2023,0.834,0.022,0.777,0.838,0.861
"Lower Cowlitz",2023,0.105,0.124,0.002,0.057,0.462
"Delameter_Above Weir",2023,0.267,0.048,0.178,0.265,0.365
"Lacamas_Above Weir",2023,0.024,0.018,0.003,0.019,0.071
"Olequa_Above Weir",2023,0.255,0.046,0.171,0.253,0.349
"Ostrander_Above Weir",2023,0.433,0.053,0.333,0.433,0.539
"Green",2023,0.202,0.055,0.104,0.199,0.318
"Upper NF Toutle",2023,0,0,0,0,0.001
"NF_MS Toutle",2023,0.335,0.139,0.099,0.324,0.637
"SF Toutle",2023,0.202,0.054,0.108,0.198,0.318
"Coweeman",2023,0.123,0.06,0.034,0.113,0.261
"Kalama",2023,0.53,0.093,0.345,0.532,0.706
"Lower Lewis",2023,0.896,0.07,0.717,0.912,0.984
"Upper NF Lewis",2023,0.56,0.006,0.549,0.56,0.571
"Cedar",2023,0.644,0.017,0.611,0.644,0.677
"EF Lewis",2023,0.178,0.065,0.072,0.17,0.321
"Salmon Creek",2023,0.167,0.109,0.023,0.144,0.435
"Washougal",2023,0.281,0.122,0.083,0.268,0.545
"Lower Gorge",2023,0.101,0.085,0.009,0.078,0.322
"Duncan_Above Weir",2023,0.014,0.026,0,0.005,0.092
