"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Duncan_Above Weir",2012,64,16,38,62,100
"Grays_Chinook",2013,870,256,508,835,1500
"Elochoman_Skamokawa",2013,907,223,538,875,1392
"Abernathy",2013,425,53,334,420,546
"Abernathy_Above AFTC",2013,267,38,197,263,346
"Mill",2013,159,33,107,156,229
"Germany",2013,179,33,128,175,256
"Coal",2013,175,216,29,122,908
"Upper Cowlitz and Cispus",2013,13,3,7,13,20
"Tilton",2013,2650,51,2556,2651,2755
"Lower Cowlitz",2013,1634,521,856,1554,2799
"Delameter_Above Weir",2013,235,42,166,229,326
"Lacamas_Above Weir",2013,4723,4702,1094,3282,20476
"Olequa_Above Weir",2013,1369,345,847,1318,2217
"Ostrander_Above Weir",2013,156,51,80,147,279
"Green",2013,1264,278,816,1223,1877
"Upper NF Toutle",2013,365,20,328,366,406
"NF_MS Toutle",2013,933,470,395,805,2128
"SF Toutle",2013,3313,1245,1718,3007,6243
"Coweeman",2013,4041,808,2818,3911,5917
"Kalama",2013,51,22,19,46,108
"Lower Lewis",2013,544,345,174,466,1395
"Upper NF Lewis",2013,33,5,23,33,45
"Cedar",2013,921,98,753,913,1128
"EF Lewis",2013,2602,862,1430,2419,4768
"Salmon Creek",2013,1307,529,612,1201,2353
"Washougal",2013,483,167,259,450,835
"Lower Gorge",2013,697,200,404,669,1203
"Duncan_Above Weir",2013,22,4,14,22,32
"Grays_Chinook",2014,2832,545,1855,2765,4064
"Elochoman_Skamokawa",2014,3624,830,2401,3516,5588
"Abernathy",2014,1051,99,864,1052,1255
"Abernathy_Above AFTC",2014,871,69,749,868,1030
"Mill",2014,1085,99,899,1081,1314
"Germany",2014,588,67,477,582,747
"Coal",2014,480,396,87,365,1456
"Upper Cowlitz and Cispus",2014,6847,84,6680,6844,7013
"Tilton",2014,8918,97,8740,8916,9102
"Lower Cowlitz",2014,4800,1611,2454,4556,8426
"Delameter_Above Weir",2014,749,51,658,748,852
"Lacamas_Above Weir",2014,10751,1100,8907,10737,13179
"Olequa_Above Weir",2014,8028,1085,6367,7876,10704
"Ostrander_Above Weir",2014,998,97,819,993,1200
"Green",2014,2773,506,1895,2742,3985
"Upper NF Toutle",2014,109,11,87,108,131
"NF_MS Toutle",2014,2732,1529,1182,2363,6419
"SF Toutle",2014,10850,4182,5723,9961,21564
"Coweeman",2014,8244,1905,5014,8152,12120
"Kalama",2014,150,67,51,143,316
"Lower Lewis",2014,1319,704,438,1156,2999
"Upper NF Lewis",2014,693,26,642,692,745
"Cedar",2014,3218,404,2567,3164,4063
"EF Lewis",2014,4375,1579,1959,4189,8377
"Salmon Creek",2014,3785,1589,1526,3612,7769
"Washougal",2014,1013,416,416,951,1945
"Lower Gorge",2014,1828,631,794,1761,3317
"Duncan_Above Weir",2014,48,7,35,48,63
"Grays_Chinook",2015,348,97,173,347,548
"Elochoman_Skamokawa",2015,408,140,178,398,711
"Abernathy",2015,282,43,215,280,381
"Abernathy_Above AFTC",2015,156,21,120,154,208
"Mill",2015,243,37,181,241,318
"Germany",2015,173,32,122,172,240
"Coal",2015,86,83,8,66,333
"Upper Cowlitz and Cispus",2015,375,18,344,374,414
"Tilton",2015,1363,39,1290,1361,1442
"Lower Cowlitz",2015,982,300,560,931,1760
"Delameter_Above Weir",2015,114,18,85,111,156
"Lacamas_Above Weir",2015,872,341,432,796,1761
"Olequa_Above Weir",2015,596,188,306,569,1018
"Ostrander_Above Weir",2015,119,23,78,117,165
"Green",2015,443,114,258,427,707
"Upper NF Toutle",2015,84,9,67,83,102
"NF_MS Toutle",2015,388,205,150,344,937
"SF Toutle",2015,1656,599,935,1538,2979
"Coweeman",2015,1397,340,806,1364,2097
"Kalama",2015,29,13,10,27,58
"Lower Lewis",2015,209,104,54,189,470
"Upper NF Lewis",2015,111,10,94,111,134
"Cedar",2015,746,120,549,731,1027
"EF Lewis",2015,550,236,224,505,1062
"Salmon Creek",2015,715,306,295,657,1520
"Washougal",2015,161,69,68,144,301
"Lower Gorge",2015,387,123,220,362,683
"Duncan_Above Weir",2015,10,3,6,10,17
"Grays_Chinook",2016,649,160,363,642,959
"Elochoman_Skamokawa",2016,907,266,486,867,1490
"Abernathy",2016,553,59,454,550,671
"Abernathy_Above AFTC",2016,311,26,265,308,368
"Mill",2016,388,46,302,386,481
"Germany",2016,248,32,189,246,315
"Coal",2016,176,164,18,132,589
"Upper Cowlitz and Cispus",2016,915,29,866,913,972
"Tilton",2016,2627,52,2534,2626,2736
"Lower Cowlitz",2016,2058,598,1254,1952,3687
"Delameter_Above Weir",2016,182,27,132,180,240
"Lacamas_Above Weir",2016,991,225,651,954,1471
"Olequa_Above Weir",2016,1195,486,574,1090,2492
"Ostrander_Above Weir",2016,207,26,156,206,262
"Green",2016,862,185,538,842,1273
"Upper NF Toutle",2016,530,23,488,531,577
"NF_MS Toutle",2016,566,311,185,504,1366
"SF Toutle",2016,2641,919,1439,2460,4744
"Coweeman",2016,3284,694,2028,3201,4829
"Kalama",2016,76,38,26,69,169
"Lower Lewis",2016,429,270,150,364,982
"Upper NF Lewis",2016,1124,34,1057,1125,1184
"Cedar",2016,2091,479,1298,2006,3105
"EF Lewis",2016,1193,496,448,1099,2527
"Salmon Creek",2016,1545,683,739,1408,3322
"Washougal",2016,325,111,144,314,582
"Lower Gorge",2016,813,294,429,747,1494
"Duncan_Above Weir",2016,15,4,9,14,23
"Grays_Chinook",2017,446,152,200,430,790
"Elochoman_Skamokawa",2017,1039,273,628,993,1683
"Abernathy",2017,341,47,259,340,430
"Abernathy_Above AFTC",2017,198,20,166,196,244
"Mill",2017,330,46,246,328,420
"Germany",2017,221,36,159,219,304
"Coal",2017,122,89,16,103,313
"Upper Cowlitz and Cispus",2017,5195,70,5045,5198,5322
"Tilton",2017,5195,72,5047,5193,5331
"Lower Cowlitz",2017,1611,520,883,1522,3024
"Delameter_Above Weir",2017,98,19,65,96,135
"Lacamas_Above Weir",2017,471,115,299,457,749
"Olequa_Above Weir",2017,617,317,248,565,1277
"Ostrander_Above Weir",2017,169,25,123,165,219
"Green",2017,624,129,397,615,929
"Upper NF Toutle",2017,39,6,29,39,51
"NF_MS Toutle",2017,315,181,43,287,708
"SF Toutle",2017,1313,466,527,1267,2332
"Coweeman",2017,2545,583,1660,2454,3935
"Kalama",2017,68,38,21,59,175
"Lower Lewis",2017,321,174,124,281,726
"Upper NF Lewis",2017,2208,49,2118,2205,2305
"Cedar",2017,2065,500,1275,1990,3192
"EF Lewis",2017,1576,550,771,1493,2801
"Salmon Creek",2017,1362,595,653,1231,2732
"Washougal",2017,282,87,146,274,480
"Lower Gorge",2017,565,209,281,533,1084
"Duncan_Above Weir",2017,23,8,12,22,42
"Grays_Chinook",2018,497,169,226,483,867
"Elochoman_Skamokawa",2018,1309,447,717,1220,2504
"Abernathy",2018,378,47,292,377,472
"Abernathy_Above AFTC",2018,197,29,144,195,250
"Mill",2018,273,42,200,274,370
"Germany",2018,364,56,268,359,481
"Coal",2018,112,42,15,113,190
"Upper Cowlitz and Cispus",2018,171,12,149,171,196
"Tilton",2018,1321,37,1252,1320,1396
"Lower Cowlitz",2018,1480,441,814,1419,2541
"Delameter_Above Weir",2018,131,18,101,129,167
"Lacamas_Above Weir",2018,546,87,412,535,748
"Olequa_Above Weir",2018,714,208,426,685,1211
"Ostrander_Above Weir",2018,103,23,66,102,152
"Green",2018,742,178,434,729,1116
"Upper NF Toutle",2018,3,2,1,3,8
"NF_MS Toutle",2018,299,158,69,269,672
"SF Toutle",2018,1278,485,551,1203,2415
"Coweeman",2018,2796,793,1623,2662,4699
"Kalama",2018,84,42,32,76,186
"Lower Lewis",2018,260,132,94,231,621
"Upper NF Lewis",2018,445,21,405,444,488
"Cedar",2018,2519,730,1449,2430,4261
"EF Lewis",2018,1868,627,943,1725,3376
"Salmon Creek",2018,1357,592,670,1208,2890
"Washougal",2018,320,106,147,302,563
"Lower Gorge",2018,661,231,363,616,1227
"Duncan_Above Weir",2018,14,5,7,13,25
"Grays_Chinook",2019,801,317,331,762,1680
"Elochoman_Skamokawa",2019,1940,508,1208,1877,3076
"Abernathy",2019,845,90,673,843,1018
"Abernathy_Above AFTC",2019,449,46,371,445,552
"Mill",2019,415,49,329,413,509
"Germany",2019,332,41,260,330,412
"Coal",2019,161,58,21,168,259
"Upper Cowlitz and Cispus",2019,3558,60,3437,3560,3677
"Tilton",2019,1557,38,1480,1555,1635
"Lower Cowlitz",2019,2437,741,1427,2303,3963
"Delameter_Above Weir",2019,154,29,107,152,218
"Lacamas_Above Weir",2019,212,28,166,209,266
"Olequa_Above Weir",2019,489,99,349,468,706
"Ostrander_Above Weir",2019,151,23,109,151,200
"Green",2019,1343,259,929,1311,1913
"Upper NF Toutle",2019,455,21,410,455,496
"NF_MS Toutle",2019,463,260,141,413,1078
"SF Toutle",2019,2481,794,1338,2353,4183
"Coweeman",2019,3699,764,2359,3653,5199
"Kalama",2019,140,65,53,127,319
"Lower Lewis",2019,337,178,103,302,779
"Upper NF Lewis",2019,1317,35,1253,1318,1384
"Cedar",2019,2335,732,1254,2185,3920
"EF Lewis",2019,2635,930,1306,2425,5026
"Salmon Creek",2019,1752,612,867,1661,3128
"Washougal",2019,578,181,316,553,1048
"Lower Gorge",2019,1116,337,633,1054,2095
"Duncan_Above Weir",2019,55,8,43,54,72
"Grays_Chinook",2020,1007,297,530,978,1704
"Elochoman_Skamokawa",2020,2063,506,1243,2009,3258
"Abernathy",2020,724,106,556,714,958
"Abernathy_Above AFTC",2020,525,88,381,519,715
"Mill",2020,526,85,370,525,693
"Germany",2020,346,58,246,341,477
"Coal",2020,164,59,28,171,258
"Upper Cowlitz and Cispus",2020,8907,95,8734,8907,9090
"Tilton",2020,2399,51,2304,2394,2494
"Lower Cowlitz",2020,2215,649,1155,2137,3591
"Delameter_Above Weir",2020,236,38,175,232,320
"Lacamas_Above Weir",2020,895,205,592,857,1368
"Olequa_Above Weir",2020,1221,349,689,1166,2061
"Ostrander_Above Weir",2020,325,53,235,321,439
"Green",2020,1519,293,1026,1499,2187
"Upper NF Toutle",2020,75,8,60,75,90
"NF_MS Toutle",2020,504,279,177,450,1164
"SF Toutle",2020,2716,835,1492,2575,4888
"Coweeman",2020,4723,1011,3066,4519,7016
"Kalama",2020,281,167,114,243,587
"Lower Lewis",2020,357,213,92,308,884
"Upper NF Lewis",2020,4697,67,4579,4693,4836
"Cedar",2020,1773,433,1117,1753,2910
"EF Lewis",2020,2456,866,1164,2294,4506
"Salmon Creek",2020,1759,691,845,1625,3586
"Washougal",2020,917,309,484,861,1698
"Lower Gorge",2020,1193,380,665,1099,2041
"Duncan_Above Weir",2020,27,7,16,26,44
"Grays_Chinook",2021,1178,273,747,1136,1799
"Elochoman_Skamokawa",2021,1884,509,1213,1807,3096
"Abernathy",2021,823,103,627,814,1032
"Abernathy_Above AFTC",2021,574,67,460,571,714
"Mill",2021,480,69,361,475,620
"Germany",2021,244,43,167,241,336
"Coal",2021,176,69,34,177,325
"Upper Cowlitz and Cispus",2021,9665,103,9466,9661,9872
"Tilton",2021,6390,84,6223,6385,6554
"Lower Cowlitz",2021,2270,570,1330,2199,3608
"Delameter_Above Weir",2021,207,38,140,208,294
"Lacamas_Above Weir",2021,1215,227,863,1185,1772
"Olequa_Above Weir",2021,2041,720,1069,1903,3734
"Ostrander_Above Weir",2021,269,43,188,266,362
"Green",2021,1753,382,1121,1707,2565
"Upper NF Toutle",2021,59,7,46,58,72
"NF_MS Toutle",2021,562,321,173,496,1390
"SF Toutle",2021,2906,921,1637,2705,5219
"Coweeman",2021,4848,988,3094,4760,7029
"Kalama",2021,258,129,106,230,573
"Lower Lewis",2021,373,259,86,315,909
"Upper NF Lewis",2021,2721,50,2616,2719,2817
"Cedar",2021,1809,400,1173,1764,2733
"EF Lewis",2021,4797,1559,2590,4451,8483
"Salmon Creek",2021,1559,549,769,1457,2894
"Washougal",2021,786,247,429,734,1341
"Lower Gorge",2021,1317,488,726,1205,2506
"Duncan_Above Weir",2021,77,9,61,76,96
"Grays_Chinook",2022,1094,286,644,1062,1727
"Elochoman_Skamokawa",2022,1093,311,605,1052,1856
"Abernathy",2022,944,129,719,938,1230
"Abernathy_Above AFTC",2022,631,89,466,626,813
"Mill",2022,536,83,406,529,719
"Germany",2022,435,69,310,432,578
"Coal",2022,283,185,37,221,661
"Upper Cowlitz and Cispus",2022,11505,114,11290,11504,11714
"Tilton",2022,7264,94,7089,7264,7449
"Lower Cowlitz",2022,2299,523,1402,2224,3530
"Delameter_Above Weir",2022,325,47,233,321,417
"Lacamas_Above Weir",2022,352,97,221,335,580
"Olequa_Above Weir",2022,1165,414,554,1117,2161
"Ostrander_Above Weir",2022,350,55,252,347,469
"Green",2022,1489,353,922,1440,2347
"Upper NF Toutle",2022,505,23,461,507,550
"NF_MS Toutle",2022,465,301,115,387,1215
"SF Toutle",2022,2130,740,1045,2013,3785
"Coweeman",2022,4420,892,2990,4349,6470
"Kalama",2022,260,134,105,237,556
"Lower Lewis",2022,345,286,67,280,872
"Upper NF Lewis",2022,3346,58,3235,3343,3465
"Cedar",2022,2053,241,1667,2029,2555
"EF Lewis",2022,3352,984,1899,3160,5477
"Salmon Creek",2022,1224,479,549,1139,2222
"Washougal",2022,835,275,461,776,1438
"Lower Gorge",2022,1273,394,756,1169,2347
"Duncan_Above Weir",2022,59,8,44,59,75
"Grays_Chinook",2023,1083,366,612,1017,1994
"Elochoman_Skamokawa",2023,1629,382,1036,1575,2509
"Abernathy",2023,1148,153,898,1128,1468
"Abernathy_Above AFTC",2023,763,103,568,759,965
"Mill",2023,784,102,603,777,999
"Germany",2023,609,90,444,607,802
"Coal",2023,177,81,26,187,317
"Upper Cowlitz and Cispus",2023,6253,88,6095,6255,6412
"Tilton",2023,1338,39,1262,1337,1413
"Lower Cowlitz",2023,2191,606,1262,2115,3763
"Delameter_Above Weir",2023,322,49,241,318,429
"Lacamas_Above Weir",2023,1235,170,948,1217,1636
"Olequa_Above Weir",2023,1479,424,853,1420,2451
"Ostrander_Above Weir",2023,472,82,336,467,634
"Green",2023,1269,338,700,1235,2035
"Upper NF Toutle",2023,316,18,280,315,350
"NF_MS Toutle",2023,403,282,75,330,1146
"SF Toutle",2023,2064,745,1011,1938,3772
"Coweeman",2023,3725,919,2367,3638,5853
"Kalama",2023,307,161,127,264,690
"Lower Lewis",2023,330,281,50,258,940
"Upper NF Lewis",2023,3699,63,3583,3699,3823
"Cedar",2023,630,124,449,609,941
"EF Lewis",2023,1718,628,817,1615,3095
"Salmon Creek",2023,933,549,213,828,2161
"Washougal",2023,556,221,209,531,1109
"Lower Gorge",2023,930,492,359,818,2284
"Duncan_Above Weir",2023,26,10,12,24,51
