"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Lower Lewis",2015,0.32,0.18,0.058,0.293,0.72
"Upper NF Lewis",2015,0.971,0.003,0.965,0.971,0.976
"Cedar",2015,0.114,0.062,0.027,0.102,0.265
"EF Lewis",2015,0.251,0.129,0.058,0.233,0.546
"Salmon Creek",2015,0.044,0.062,0.001,0.022,0.229
"Washougal",2015,0.684,0.121,0.422,0.694,0.89
"Lower Gorge",2015,0.14,0.084,0.028,0.122,0.347
"Duncan_Above Weir",2015,0.193,0.159,0.015,0.147,0.607
"Grays_Chinook",2016,0.598,0.125,0.341,0.604,0.824
"Elochoman_Skamokawa",2016,0.404,0.135,0.16,0.397,0.676
"Abernathy",2016,0.13,0.023,0.089,0.129,0.177
"Abernathy_Above AFTC",2016,0.131,0.022,0.091,0.13,0.178
"Mill",2016,0.13,0.022,0.09,0.129,0.176
"Germany",2016,0.13,0.022,0.089,0.129,0.177
"Upper Cowlitz and Cispus",2016,0.906,0.004,0.899,0.907,0.913
"Tilton",2016,0.621,0.013,0.593,0.622,0.643
"Lower Cowlitz",2016,0.143,0.119,0.011,0.109,0.457
"Delameter_Above Weir",2016,0.219,0.064,0.11,0.214,0.359
"Lacamas_Above Weir",2016,0.011,0.011,0.001,0.007,0.042
"Olequa_Above Weir",2016,0.046,0.044,0.004,0.033,0.165
"Ostrander_Above Weir",2016,0.056,0.034,0.011,0.048,0.141
"Green",2016,0.76,0.044,0.669,0.762,0.84
"Upper NF Toutle",2016,0,0,0,0,0.001
"NF_MS Toutle",2016,0.543,0.182,0.189,0.548,0.867
"SF Toutle",2016,0.221,0.064,0.11,0.216,0.358
"Coweeman",2016,0.154,0.072,0.045,0.144,0.321
"Kalama",2016,0.663,0.205,0.205,0.696,0.955
"Lower Lewis",2016,0.345,0.123,0.131,0.335,0.602
"Upper NF Lewis",2016,0.835,0.005,0.826,0.835,0.843
"Cedar",2016,0.178,0.081,0.053,0.166,0.365
"EF Lewis",2016,0.514,0.194,0.153,0.517,0.864
"Salmon Creek",2016,0.069,0.082,0.003,0.04,0.309
"Washougal",2016,0.745,0.08,0.576,0.751,0.884
"Lower Gorge",2016,0.077,0.046,0.016,0.068,0.191
"Duncan_Above Weir",2016,0.191,0.158,0.015,0.147,0.604
"Grays_Chinook",2017,0.766,0.125,0.475,0.786,0.949
"Elochoman_Skamokawa",2017,0.224,0.133,0.038,0.2,0.537
"Abernathy",2017,0.083,0.021,0.047,0.081,0.128
"Abernathy_Above AFTC",2017,0.083,0.02,0.047,0.081,0.127
"Mill",2017,0.083,0.021,0.047,0.081,0.127
"Germany",2017,0.083,0.021,0.047,0.081,0.128
"Upper Cowlitz and Cispus",2017,0.553,0.007,0.538,0.553,0.566
"Tilton",2017,0.501,0.008,0.485,0.502,0.516
"Lower Cowlitz",2017,0.295,0.181,0.036,0.266,0.7
"Delameter_Above Weir",2017,0.145,0.072,0.039,0.133,0.315
"Lacamas_Above Weir",2017,0.008,0.01,0,0.004,0.035
"Olequa_Above Weir",2017,0.038,0.031,0.004,0.029,0.12
"Ostrander_Above Weir",2017,0.114,0.056,0.031,0.105,0.247
"Green",2017,0.21,0.098,0.058,0.197,0.434
"Upper NF Toutle",2017,0,0.001,0,0,0.002
"NF_MS Toutle",2017,0.513,0.254,0.073,0.518,0.936
"SF Toutle",2017,0.128,0.106,0.013,0.097,0.407
"Coweeman",2017,0.102,0.078,0.012,0.081,0.305
"Kalama",2017,0.651,0.234,0.152,0.695,0.969
"Lower Lewis",2017,0.301,0.109,0.115,0.292,0.537
"Upper NF Lewis",2017,0.673,0.006,0.662,0.673,0.684
"Cedar",2017,0.237,0.129,0.049,0.216,0.535
"EF Lewis",2017,0.371,0.109,0.174,0.365,0.596
"Salmon Creek",2017,0.12,0.096,0.012,0.094,0.368
"Washougal",2017,0.749,0.067,0.606,0.753,0.866
"Lower Gorge",2017,0.199,0.131,0.029,0.17,0.519
"Duncan_Above Weir",2017,0.225,0.134,0.037,0.201,0.539
"Grays_Chinook",2018,0.775,0.128,0.474,0.797,0.958
"Elochoman_Skamokawa",2018,0.364,0.141,0.123,0.353,0.66
"Abernathy",2018,0.154,0.035,0.093,0.152,0.227
"Abernathy_Above AFTC",2018,0.153,0.035,0.091,0.15,0.227
"Mill",2018,0.153,0.034,0.093,0.151,0.227
"Germany",2018,0.153,0.035,0.092,0.151,0.226
"Upper Cowlitz and Cispus",2018,0.972,0.002,0.967,0.972,0.976
"Tilton",2018,0.705,0.009,0.686,0.705,0.721
"Lower Cowlitz",2018,0.157,0.158,0.006,0.101,0.595
"Delameter_Above Weir",2018,0.151,0.077,0.039,0.139,0.334
"Lacamas_Above Weir",2018,0.007,0.008,0,0.004,0.03
"Olequa_Above Weir",2018,0.032,0.037,0.002,0.019,0.133
"Ostrander_Above Weir",2018,0.128,0.078,0.025,0.111,0.321
"Green",2018,0.218,0.129,0.039,0.194,0.524
"Upper NF Toutle",2018,0,0.001,0,0,0.002
"NF_MS Toutle",2018,0.494,0.251,0.067,0.492,0.926
"SF Toutle",2018,0.118,0.113,0.008,0.081,0.437
"Coweeman",2018,0.202,0.163,0.019,0.156,0.628
"Kalama",2018,0.659,0.189,0.247,0.684,0.947
"Lower Lewis",2018,0.644,0.157,0.312,0.659,0.902
"Upper NF Lewis",2018,0.934,0.003,0.927,0.934,0.939
"Cedar",2018,0.141,0.119,0.012,0.106,0.458
"EF Lewis",2018,0.126,0.062,0.034,0.117,0.271
"Salmon Creek",2018,0.111,0.062,0.024,0.1,0.26
"Washougal",2018,0.735,0.113,0.486,0.748,0.917
"Lower Gorge",2018,0.217,0.093,0.068,0.205,0.426
"Duncan_Above Weir",2018,0.128,0.119,0.009,0.09,0.455
"Grays_Chinook",2019,0.658,0.203,0.217,0.69,0.953
"Elochoman_Skamokawa",2019,0.334,0.125,0.12,0.324,0.6
"Abernathy",2019,0.273,0.031,0.215,0.272,0.335
"Abernathy_Above AFTC",2019,0.273,0.031,0.213,0.272,0.335
"Mill",2019,0.273,0.031,0.214,0.272,0.336
"Germany",2019,0.273,0.031,0.214,0.272,0.334
"Upper Cowlitz and Cispus",2019,0.634,0.007,0.62,0.634,0.646
"Tilton",2019,0.784,0.007,0.771,0.784,0.796
"Lower Cowlitz",2019,0.058,0.062,0.002,0.037,0.228
"Delameter_Above Weir",2019,0.255,0.153,0.043,0.227,0.614
"Lacamas_Above Weir",2019,0.009,0.011,0,0.005,0.039
"Olequa_Above Weir",2019,0.029,0.03,0.002,0.019,0.114
"Ostrander_Above Weir",2019,0.197,0.063,0.091,0.192,0.334
"Green",2019,0.166,0.084,0.043,0.153,0.363
"Upper NF Toutle",2019,0,0,0,0,0.001
"NF_MS Toutle",2019,0.474,0.181,0.14,0.471,0.821
"SF Toutle",2019,0.096,0.054,0.022,0.086,0.228
"Coweeman",2019,0.295,0.108,0.111,0.285,0.529
"Kalama",2019,0.637,0.218,0.17,0.671,0.951
"Lower Lewis",2019,0.635,0.205,0.204,0.659,0.948
"Upper NF Lewis",2019,0.752,0.006,0.741,0.752,0.764
"Cedar",2019,0.104,0.077,0.013,0.084,0.3
"EF Lewis",2019,0.091,0.06,0.015,0.077,0.24
"Salmon Creek",2019,0.122,0.079,0.021,0.104,0.317
"Washougal",2019,0.563,0.096,0.368,0.566,0.744
"Lower Gorge",2019,0.263,0.106,0.09,0.253,0.5
"Duncan_Above Weir",2019,0.063,0.048,0.006,0.051,0.185
"Grays_Chinook",2020,0.406,0.195,0.081,0.39,0.804
"Elochoman_Skamokawa",2020,0.141,0.112,0.012,0.112,0.434
"Abernathy",2020,0.097,0.078,0.009,0.075,0.298
"Abernathy_Above AFTC",2020,0.099,0.077,0.01,0.078,0.303
"Mill",2020,0.098,0.078,0.01,0.078,0.299
"Germany",2020,0.098,0.078,0.01,0.076,0.301
"Upper Cowlitz and Cispus",2020,0.566,0.023,0.506,0.571,0.592
"Tilton",2020,0.793,0.028,0.719,0.8,0.827
"Lower Cowlitz",2020,0.095,0.144,0.001,0.035,0.552
"Delameter_Above Weir",2020,0.274,0.142,0.056,0.255,0.596
"Lacamas_Above Weir",2020,0.019,0.021,0.001,0.012,0.076
"Olequa_Above Weir",2020,0.046,0.032,0.006,0.039,0.126
"Ostrander_Above Weir",2020,0.062,0.053,0.006,0.047,0.206
"Green",2020,0.155,0.055,0.064,0.148,0.281
"Upper NF Toutle",2020,0,0.001,0,0,0.002
"NF_MS Toutle",2020,0.231,0.169,0.019,0.19,0.638
"SF Toutle",2020,0.029,0.026,0.002,0.021,0.1
"Coweeman",2020,0.146,0.076,0.034,0.135,0.326
"Kalama",2020,0.649,0.111,0.421,0.655,0.846
"Lower Lewis",2020,0.71,0.232,0.174,0.77,0.988
"Upper NF Lewis",2020,0.496,0.005,0.485,0.496,0.506
"Cedar",2020,0.228,0.067,0.112,0.223,0.37
"EF Lewis",2020,0.107,0.082,0.01,0.086,0.319
"Salmon Creek",2020,0.153,0.089,0.029,0.136,0.362
"Washougal",2020,0.574,0.082,0.412,0.576,0.73
"Lower Gorge",2020,0.158,0.134,0.011,0.119,0.507
"Duncan_Above Weir",2020,0.086,0.112,0.002,0.042,0.419
