"Population","Year","Mean","sd","lower 95% CI","Median","Upper 95%CI"
"Washougal",2011,0.105,0.067,0.02,0.091,0.27
"Lower Gorge",2011,0.132,0.086,0.023,0.113,0.35
"Duncan_Above Weir",2011,0.031,0.024,0.004,0.025,0.094
"Grays_Chinook",2012,0.454,0.143,0.186,0.452,0.735
"Elochoman_Skamokawa",2012,0.347,0.145,0.104,0.335,0.657
"Abernathy",2012,0.024,0.011,0.008,0.023,0.049
"Abernathy_Above AFTC",2012,0.024,0.011,0.008,0.022,0.049
"Mill",2012,0.024,0.011,0.008,0.022,0.049
"Germany",2012,0.024,0.01,0.008,0.023,0.049
"Upper Cowlitz and Cispus",2012,0.582,0.009,0.563,0.582,0.6
"Tilton",2012,0.741,0.011,0.719,0.742,0.761
"Lower Cowlitz",2012,0.269,0.182,0.033,0.228,0.709
"Delameter_Above Weir",2012,0.04,0.061,0.001,0.019,0.217
"Lacamas_Above Weir",2012,0.146,0.149,0.008,0.093,0.562
"Olequa_Above Weir",2012,0.025,0.029,0.001,0.015,0.105
"Ostrander_Above Weir",2012,0.098,0.117,0.004,0.055,0.446
"Green",2012,0.181,0.091,0.047,0.166,0.398
"Upper NF Toutle",2012,0,0.001,0,0,0.003
"NF_MS Toutle",2012,0.28,0.142,0.065,0.26,0.601
"SF Toutle",2012,0.121,0.062,0.033,0.11,0.269
"Coweeman",2012,0.043,0.031,0.007,0.035,0.124
"Kalama",2012,0.877,0.077,0.687,0.893,0.978
"Lower Lewis",2012,0.105,0.063,0.021,0.091,0.26
"Upper NF Lewis",2012,0.8,0.031,0.736,0.802,0.857
"Cedar",2012,0.078,0.043,0.019,0.07,0.183
"EF Lewis",2012,0.07,0.038,0.017,0.063,0.164
"Salmon Creek",2012,0.075,0.07,0.004,0.053,0.262
"Washougal",2012,0.124,0.07,0.028,0.111,0.296
"Lower Gorge",2012,0.167,0.085,0.042,0.153,0.368
"Duncan_Above Weir",2012,0.163,0.088,0.037,0.148,0.37
"Grays_Chinook",2013,0.629,0.06,0.507,0.631,0.742
"Elochoman_Skamokawa",2013,0.413,0.096,0.233,0.41,0.606
"Abernathy",2013,0.075,0.027,0.031,0.071,0.136
"Abernathy_Above AFTC",2013,0.074,0.028,0.03,0.071,0.139
"Mill",2013,0.074,0.027,0.032,0.071,0.135
"Germany",2013,0.074,0.027,0.031,0.071,0.137
"Upper Cowlitz and Cispus",2013,0.998,0.001,0.997,0.998,0.999
"Tilton",2013,0.587,0.015,0.553,0.588,0.614
"Lower Cowlitz",2013,0.433,0.067,0.306,0.432,0.566
"Delameter_Above Weir",2013,0.02,0.019,0.002,0.014,0.074
"Lacamas_Above Weir",2013,0.075,0.031,0.027,0.071,0.145
"Olequa_Above Weir",2013,0.013,0.01,0.002,0.01,0.038
"Ostrander_Above Weir",2013,0.033,0.028,0.003,0.025,0.106
"Green",2013,0.118,0.055,0.036,0.109,0.247
"Upper NF Toutle",2013,0,0.001,0,0,0.002
"NF_MS Toutle",2013,0.308,0.108,0.127,0.299,0.545
"SF Toutle",2013,0.145,0.054,0.058,0.138,0.265
"Coweeman",2013,0.125,0.051,0.045,0.119,0.241
"Kalama",2013,0.863,0.091,0.635,0.884,0.978
"Lower Lewis",2013,0.359,0.096,0.184,0.356,0.557
"Upper NF Lewis",2013,0.996,0.001,0.994,0.996,0.997
"Cedar",2013,0.289,0.053,0.191,0.287,0.398
"EF Lewis",2013,0.091,0.034,0.037,0.087,0.17
"Salmon Creek",2013,0.034,0.038,0.002,0.022,0.139
"Washougal",2013,0.325,0.101,0.149,0.319,0.538
"Lower Gorge",2013,0.219,0.091,0.075,0.209,0.427
"Duncan_Above Weir",2013,0.188,0.144,0.02,0.148,0.559
"Grays_Chinook",2014,0.361,0.078,0.218,0.358,0.521
"Elochoman_Skamokawa",2014,0.346,0.043,0.263,0.345,0.432
"Abernathy",2014,0.121,0.015,0.093,0.121,0.151
"Abernathy_Above AFTC",2014,0.122,0.016,0.093,0.121,0.154
"Mill",2014,0.121,0.015,0.093,0.12,0.151
"Germany",2014,0.121,0.015,0.093,0.12,0.152
"Upper Cowlitz and Cispus",2014,0.767,0.003,0.761,0.767,0.773
"Tilton",2014,0.355,0.007,0.341,0.355,0.368
"Lower Cowlitz",2014,0.111,0.074,0.018,0.094,0.299
"Delameter_Above Weir",2014,0.026,0.011,0.009,0.024,0.052
"Lacamas_Above Weir",2014,0.041,0.011,0.022,0.04,0.065
"Olequa_Above Weir",2014,0.03,0.009,0.015,0.029,0.049
"Ostrander_Above Weir",2014,0.037,0.011,0.018,0.036,0.062
"Green",2014,0.3,0.041,0.224,0.3,0.382
"Upper NF Toutle",2014,0,0.001,0,0,0.002
"NF_MS Toutle",2014,0.356,0.057,0.247,0.355,0.471
"SF Toutle",2014,0.192,0.022,0.15,0.192,0.238
"Coweeman",2014,0.167,0.033,0.108,0.166,0.237
"Kalama",2014,0.906,0.027,0.846,0.908,0.952
"Lower Lewis",2014,0.397,0.05,0.301,0.397,0.499
"Upper NF Lewis",2014,0.923,0.003,0.917,0.923,0.928
"Cedar",2014,0.061,0.031,0.017,0.055,0.137
"EF Lewis",2014,0.189,0.064,0.082,0.183,0.332
"Salmon Creek",2014,0.023,0.024,0.001,0.015,0.089
"Washougal",2014,0.71,0.055,0.595,0.712,0.812
"Lower Gorge",2014,0.304,0.092,0.143,0.298,0.499
"Duncan_Above Weir",2014,0.225,0.125,0.044,0.204,0.515
"Grays_Chinook",2015,0.641,0.148,0.325,0.651,0.89
"Elochoman_Skamokawa",2015,0.461,0.128,0.223,0.457,0.716
"Abernathy",2015,0.069,0.027,0.027,0.065,0.13
"Abernathy_Above AFTC",2015,0.105,0.034,0.049,0.101,0.181
"Mill",2015,0.069,0.027,0.027,0.065,0.132
"Germany",2015,0.069,0.027,0.027,0.065,0.13
"Upper Cowlitz and Cispus",2015,0.715,0.013,0.688,0.715,0.741
"Tilton",2015,0.533,0.016,0.499,0.534,0.561
"Lower Cowlitz",2015,0.131,0.119,0.009,0.093,0.464
"Delameter_Above Weir",2015,0.091,0.05,0.022,0.081,0.212
"Lacamas_Above Weir",2015,0.035,0.029,0.004,0.026,0.112
"Olequa_Above Weir",2015,0.086,0.058,0.015,0.073,0.233
"Ostrander_Above Weir",2015,0.085,0.052,0.018,0.074,0.216
"Green",2015,0.517,0.16,0.209,0.517,0.817
"Upper NF Toutle",2015,0,0.001,0,0,0.002
"NF_MS Toutle",2015,0.636,0.134,0.354,0.646,0.867
"SF Toutle",2015,0.486,0.082,0.329,0.486,0.646
"Coweeman",2015,0.223,0.086,0.081,0.214,0.414
"Kalama",2015,0.892,0.043,0.792,0.898,0.959
"Lower Lewis",2015,0.326,0.175,0.064,0.301,0.713
"Upper NF Lewis",2015,0.971,0.003,0.965,0.971,0.976
"Cedar",2015,0.114,0.061,0.028,0.102,0.263
"EF Lewis",2015,0.252,0.127,0.063,0.232,0.538
"Salmon Creek",2015,0.045,0.06,0.001,0.023,0.213
"Washougal",2015,0.686,0.121,0.428,0.697,0.889
"Lower Gorge",2015,0.14,0.083,0.028,0.124,0.346
"Duncan_Above Weir",2015,0.191,0.153,0.017,0.147,0.59
"Grays_Chinook",2016,0.6,0.124,0.349,0.606,0.822
"Elochoman_Skamokawa",2016,0.403,0.133,0.161,0.397,0.671
"Abernathy",2016,0.13,0.022,0.089,0.129,0.176
"Abernathy_Above AFTC",2016,0.131,0.023,0.09,0.129,0.178
"Mill",2016,0.129,0.022,0.089,0.128,0.176
"Germany",2016,0.13,0.022,0.09,0.129,0.176
"Upper Cowlitz and Cispus",2016,0.907,0.004,0.899,0.907,0.913
"Tilton",2016,0.621,0.013,0.593,0.622,0.644
"Lower Cowlitz",2016,0.15,0.122,0.013,0.114,0.471
"Delameter_Above Weir",2016,0.219,0.062,0.11,0.214,0.351
"Lacamas_Above Weir",2016,0.012,0.012,0.001,0.008,0.043
"Olequa_Above Weir",2016,0.048,0.044,0.004,0.034,0.17
"Ostrander_Above Weir",2016,0.057,0.035,0.012,0.05,0.142
"Green",2016,0.758,0.044,0.667,0.76,0.837
"Upper NF Toutle",2016,0,0,0,0,0.001
"NF_MS Toutle",2016,0.546,0.179,0.201,0.552,0.866
"SF Toutle",2016,0.221,0.063,0.111,0.217,0.355
"Coweeman",2016,0.155,0.069,0.047,0.146,0.311
"Kalama",2016,0.676,0.198,0.23,0.713,0.953
"Lower Lewis",2016,0.346,0.121,0.136,0.338,0.6
"Upper NF Lewis",2016,0.835,0.005,0.826,0.835,0.843
"Cedar",2016,0.178,0.08,0.056,0.167,0.359
"EF Lewis",2016,0.505,0.188,0.153,0.504,0.847
"Salmon Creek",2016,0.069,0.077,0.003,0.041,0.283
"Washougal",2016,0.744,0.079,0.573,0.75,0.88
"Lower Gorge",2016,0.079,0.046,0.017,0.069,0.192
"Duncan_Above Weir",2016,0.191,0.155,0.016,0.146,0.593
"Grays_Chinook",2017,0.765,0.123,0.482,0.784,0.943
"Elochoman_Skamokawa",2017,0.231,0.133,0.044,0.207,0.549
"Abernathy",2017,0.083,0.021,0.047,0.081,0.128
"Abernathy_Above AFTC",2017,0.083,0.021,0.047,0.081,0.128
"Mill",2017,0.083,0.021,0.047,0.082,0.128
"Germany",2017,0.083,0.021,0.047,0.081,0.127
"Upper Cowlitz and Cispus",2017,0.553,0.007,0.538,0.553,0.566
"Tilton",2017,0.502,0.008,0.486,0.502,0.516
"Lower Cowlitz",2017,0.299,0.178,0.042,0.27,0.698
"Delameter_Above Weir",2017,0.146,0.07,0.041,0.135,0.311
"Lacamas_Above Weir",2017,0.009,0.011,0,0.005,0.038
"Olequa_Above Weir",2017,0.04,0.032,0.005,0.031,0.124
"Ostrander_Above Weir",2017,0.113,0.055,0.033,0.105,0.243
"Green",2017,0.216,0.1,0.062,0.203,0.444
"Upper NF Toutle",2017,0,0.001,0,0,0.001
"NF_MS Toutle",2017,0.524,0.244,0.082,0.534,0.93
"SF Toutle",2017,0.135,0.106,0.015,0.106,0.409
"Coweeman",2017,0.106,0.078,0.014,0.086,0.307
"Kalama",2017,0.66,0.226,0.162,0.705,0.966
"Lower Lewis",2017,0.306,0.109,0.118,0.298,0.537
"Upper NF Lewis",2017,0.673,0.006,0.662,0.673,0.684
"Cedar",2017,0.234,0.123,0.053,0.215,0.524
"EF Lewis",2017,0.368,0.112,0.169,0.363,0.596
"Salmon Creek",2017,0.115,0.09,0.012,0.091,0.348
"Washougal",2017,0.749,0.067,0.608,0.753,0.865
"Lower Gorge",2017,0.192,0.125,0.031,0.163,0.5
"Duncan_Above Weir",2017,0.219,0.13,0.036,0.194,0.523
"Grays_Chinook",2018,0.777,0.126,0.484,0.798,0.958
"Elochoman_Skamokawa",2018,0.365,0.14,0.124,0.354,0.662
"Abernathy",2018,0.153,0.034,0.091,0.151,0.225
"Abernathy_Above AFTC",2018,0.153,0.035,0.092,0.151,0.228
"Mill",2018,0.153,0.035,0.091,0.151,0.229
"Germany",2018,0.154,0.035,0.092,0.151,0.228
"Upper Cowlitz and Cispus",2018,0.972,0.002,0.967,0.972,0.976
"Tilton",2018,0.705,0.009,0.686,0.705,0.721
"Lower Cowlitz",2018,0.173,0.156,0.011,0.123,0.603
"Delameter_Above Weir",2018,0.148,0.075,0.039,0.135,0.322
"Lacamas_Above Weir",2018,0.008,0.009,0,0.005,0.034
"Olequa_Above Weir",2018,0.035,0.038,0.002,0.022,0.14
"Ostrander_Above Weir",2018,0.13,0.076,0.028,0.114,0.32
"Green",2018,0.217,0.129,0.038,0.194,0.522
"Upper NF Toutle",2018,0,0.001,0,0,0.002
"NF_MS Toutle",2018,0.508,0.245,0.082,0.509,0.929
"SF Toutle",2018,0.127,0.112,0.012,0.093,0.428
"Coweeman",2018,0.209,0.162,0.022,0.162,0.628
"Kalama",2018,0.666,0.188,0.257,0.693,0.947
"Lower Lewis",2018,0.657,0.154,0.328,0.672,0.91
"Upper NF Lewis",2018,0.934,0.003,0.927,0.934,0.939
"Cedar",2018,0.145,0.116,0.016,0.113,0.457
"EF Lewis",2018,0.129,0.063,0.036,0.119,0.275
"Salmon Creek",2018,0.108,0.061,0.024,0.097,0.253
"Washougal",2018,0.733,0.113,0.48,0.747,0.913
"Lower Gorge",2018,0.212,0.091,0.069,0.201,0.415
"Duncan_Above Weir",2018,0.119,0.111,0.009,0.084,0.43
"Grays_Chinook",2019,0.676,0.19,0.248,0.707,0.949
"Elochoman_Skamokawa",2019,0.354,0.124,0.14,0.346,0.614
"Abernathy",2019,0.274,0.031,0.214,0.273,0.336
"Abernathy_Above AFTC",2019,0.273,0.031,0.215,0.272,0.337
"Mill",2019,0.273,0.031,0.214,0.272,0.337
"Germany",2019,0.273,0.031,0.215,0.272,0.335
"Upper Cowlitz and Cispus",2019,0.634,0.007,0.62,0.634,0.646
"Tilton",2019,0.784,0.006,0.771,0.785,0.796
"Lower Cowlitz",2019,0.072,0.063,0.006,0.054,0.24
"Delameter_Above Weir",2019,0.217,0.138,0.034,0.188,0.555
"Lacamas_Above Weir",2019,0.012,0.012,0.001,0.008,0.046
"Olequa_Above Weir",2019,0.034,0.033,0.003,0.024,0.122
"Ostrander_Above Weir",2019,0.206,0.063,0.098,0.201,0.343
"Green",2019,0.163,0.082,0.043,0.15,0.356
"Upper NF Toutle",2019,0,0,0,0,0.001
"NF_MS Toutle",2019,0.491,0.179,0.162,0.491,0.829
"SF Toutle",2019,0.112,0.057,0.03,0.102,0.247
"Coweeman",2019,0.297,0.107,0.113,0.287,0.529
"Kalama",2019,0.65,0.211,0.2,0.684,0.953
"Lower Lewis",2019,0.701,0.184,0.282,0.737,0.959
"Upper NF Lewis",2019,0.752,0.006,0.74,0.752,0.764
"Cedar",2019,0.109,0.077,0.015,0.09,0.306
"EF Lewis",2019,0.094,0.058,0.019,0.081,0.242
"Salmon Creek",2019,0.112,0.073,0.02,0.097,0.298
"Washougal",2019,0.567,0.095,0.375,0.569,0.749
"Lower Gorge",2019,0.244,0.1,0.083,0.233,0.464
"Duncan_Above Weir",2019,0.056,0.044,0.006,0.045,0.169
"Grays_Chinook",2020,0.454,0.169,0.148,0.449,0.785
"Elochoman_Skamokawa",2020,0.203,0.111,0.044,0.185,0.47
"Abernathy",2020,0.115,0.073,0.022,0.099,0.299
"Abernathy_Above AFTC",2020,0.116,0.072,0.022,0.099,0.297
"Mill",2020,0.115,0.072,0.021,0.1,0.295
"Germany",2020,0.115,0.074,0.022,0.098,0.302
"Upper Cowlitz and Cispus",2020,0.581,0.004,0.572,0.581,0.589
"Tilton",2020,0.819,0.004,0.81,0.819,0.828
"Lower Cowlitz",2020,0.111,0.114,0.007,0.072,0.432
"Delameter_Above Weir",2020,0.174,0.104,0.031,0.154,0.419
"Lacamas_Above Weir",2020,0.028,0.022,0.004,0.022,0.086
"Olequa_Above Weir",2020,0.059,0.034,0.013,0.052,0.144
"Ostrander_Above Weir",2020,0.118,0.067,0.027,0.105,0.285
"Green",2020,0.144,0.051,0.061,0.138,0.257
"Upper NF Toutle",2020,0,0.001,0,0,0.002
"NF_MS Toutle",2020,0.282,0.169,0.042,0.252,0.668
"SF Toutle",2020,0.061,0.035,0.014,0.054,0.149
"Coweeman",2020,0.16,0.073,0.05,0.149,0.328
"Kalama",2020,0.669,0.103,0.456,0.675,0.851
"Lower Lewis",2020,0.833,0.152,0.426,0.881,0.991
"Upper NF Lewis",2020,0.496,0.005,0.485,0.496,0.506
"Cedar",2020,0.235,0.065,0.122,0.23,0.374
"EF Lewis",2020,0.106,0.06,0.024,0.095,0.254
"Salmon Creek",2020,0.114,0.071,0.019,0.1,0.294
"Washougal",2020,0.575,0.07,0.434,0.576,0.709
"Lower Gorge",2020,0.102,0.084,0.011,0.078,0.327
"Duncan_Above Weir",2020,0.052,0.068,0.002,0.027,0.25
"Grays_Chinook",2021,0.548,0.07,0.409,0.549,0.683
"Elochoman_Skamokawa",2021,0.46,0.05,0.363,0.46,0.56
"Abernathy",2021,0.146,0.044,0.072,0.143,0.242
"Abernathy_Above AFTC",2021,0.146,0.045,0.071,0.143,0.245
"Mill",2021,0.146,0.044,0.071,0.143,0.242
"Germany",2021,0.145,0.044,0.07,0.141,0.242
"Upper Cowlitz and Cispus",2021,0.657,0.019,0.607,0.661,0.679
"Tilton",2021,0.586,0.032,0.507,0.593,0.628
"Lower Cowlitz",2021,0.12,0.077,0.017,0.104,0.312
"Delameter_Above Weir",2021,0.045,0.038,0.004,0.035,0.147
"Lacamas_Above Weir",2021,0.054,0.027,0.015,0.05,0.118
"Olequa_Above Weir",2021,0.159,0.101,0.024,0.139,0.406
"Ostrander_Above Weir",2021,0.457,0.079,0.306,0.456,0.615
"Green",2021,0.072,0.029,0.028,0.068,0.139
"Upper NF Toutle",2021,0,0.001,0,0,0.003
"NF_MS Toutle",2021,0.377,0.224,0.04,0.349,0.843
"SF Toutle",2021,0.108,0.035,0.048,0.105,0.185
"Coweeman",2021,0.222,0.067,0.108,0.218,0.366
"Kalama",2021,0.779,0.095,0.568,0.79,0.929
"Lower Lewis",2021,0.898,0.109,0.593,0.936,0.997
"Upper NF Lewis",2021,0.697,0.005,0.687,0.697,0.707
"Cedar",2021,0.359,0.065,0.239,0.357,0.492
"EF Lewis",2021,0.069,0.026,0.028,0.066,0.127
"Salmon Creek",2021,0.052,0.049,0.003,0.037,0.185
"Washougal",2021,0.158,0.073,0.047,0.148,0.329
"Lower Gorge",2021,0.048,0.035,0.006,0.04,0.136
"Duncan_Above Weir",2021,0.043,0.061,0.001,0.019,0.225
